Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2015,12,CHI,21,33,63.6,268,8.1,3,1,106.63,4,18,4.5,0,22.5,22.52
2,CarsonPalmer,ARI,QB,2015,12,SF,23,35,65.7,288,8.2,3,1,107.8,2,2,1,0,21.7,21.72
3,RussellWilson,SEA,QB,2015,12,PIT,19,31,61.3,240,7.7,2,1,93.48,6,34,5.7,0,19,19
4,CamNewton,CAR,QB,2015,12,DAL,19,32,59.4,221,6.9,2,1,88.15,7,38,5.4,0,18.6,18.64
5,BlakeBortles,JAX,QB,2015,12,LAC,23,38,60.5,263,6.9,2,1,87.94,3,20,6.7,0,18.5,18.52
6,DrewBrees,NO,QB,2015,12,HOU,26,40,65,292,7.3,2,1,92.92,1,2,2,0,17.9,17.88
7,MatthewStafford,DET,QB,2015,12,PHI,24,39,61.5,271,6.9,2,1,88.73,3,10,3.3,0,17.8,17.84
8,PhilipRivers,LAC,QB,2015,12,JAX,26,38,68.4,293,7.7,2,1,97.81,1,1,1,0,17.8,17.82
9,MattRyan,ATL,QB,2015,12,MIN,26,38,68.4,285,7.5,2,1,96.93,2,4,2,0,17.8,17.8
10,EliManning,NYG,QB,2015,12,WAS,25,39,64.1,280,7.2,2,1,91.83,2,5,2.5,0,17.7,17.7
11,AndyDalton,CIN,QB,2015,12,LAR,22,35,62.9,258,7.4,2,1,92.32,4,12,3,0,17.5,17.52
12,DerekCarr,OAK,QB,2015,12,TEN,23,37,62.2,267,7.2,2,1,90.71,2,8,4,0,17.5,17.48
13,JoshMcCown,CLE,QB,2015,12,BAL,21,36,58.3,259,7.2,2,1,87.62,2,11,5.5,0,17.5,17.46
14,JayCutler,CHI,QB,2015,12,GB,22,35,62.9,253,7.2,2,1,91.73,3,13,4.3,0,17.4,17.42
14,BrianHoyer,HOU,QB,2015,12,NO,23,38,60.5,273,7.2,2,1,89.04,2,5,2.5,0,17.4,17.42
16,RyanFitzpatrick,NYJ,QB,2015,12,MIA,20,34,58.8,244,7.2,2,1,88.36,4,15,3.8,0,17.3,17.26
17,BenRoethlisberger,PIT,QB,2015,12,SEA,23,36,63.9,276,7.7,2,1,94.21,2,2,1,0,17.2,17.24
18,MarcusMariotaP,TEN,QB,2015,12,OAK,20,33,60.6,233,7.1,2,1,89.58,3,18,6,0,17.1,17.12
19,TyrodTaylorQ,BUF,QB,2015,12,KC,18,31,58.1,211,6.8,2,1,86.9,6,26,4.3,0,17,17.04
20,TomBrady,NE,QB,2015,12,DEN,24,38,63.2,268,7.1,2,1,90.68,2,3,1.5,0,17,17.02
21,MarkSanchez,PHI,QB,2015,12,DET,23,37,62.2,253,6.8,2,1,89.13,3,8,2.7,0,16.9,16.92
21,BrockOsweiler,DEN,QB,2015,12,NE,22,37,59.5,258,7,2,1,87.44,2,6,3,0,16.9,16.92
23,KirkCousins,WAS,QB,2015,12,NYG,22,35,62.9,257,7.3,2,1,92.2,1,6,6,0,16.9,16.88
24,RyanTannehillP,MIA,QB,2015,12,NYJ,23,37,62.2,248,6.7,2,1,88.57,2,9,4.5,0,16.8,16.82
25,TonyRomo,DAL,QB,2015,12,CAR,20,32,62.5,257,8,2,1,95.44,2,5,2.5,0,16.8,16.78
25,AlexSmith,KC,QB,2015,12,BUF,20,32,62.5,212,6.6,2,1,89.58,4,23,5.8,0,16.8,16.78
27,MattHasselbeck,IND,QB,2015,12,TB,23,37,62.2,258,7,2,1,89.7,2,4,2,0,16.7,16.72
28,JameisWinston,TB,QB,2015,12,IND,19,33,57.6,237,7.2,2,1,87.56,3,12,4,0,16.7,16.68
29,TeddyBridgewater,MIN,QB,2015,12,ATL,19,31,61.3,217,7,2,1,90.39,4,18,4.5,0,16.5,16.48
30,MattSchaub,BAL,QB,2015,12,CLE,22,38,57.9,241,6.3,2,1,83.33,2,4,2,0,16,16.04
31,BlaineGabbertQ,SF,QB,2015,12,ARI,18,31,58.1,203,6.5,2,1,85.82,4,19,4.8,0,16,16.02
32,NickFoles,LAR,QB,2015,12,CIN,16,29,55.2,184,6.3,1,1,71.62,2,4,2,0,9.8,9.76
33,GenoSmith,NYJ,QB,2015,12,MIA,1,1,100,10,10,0,0,108.33,0,1,0,0,0.5,0.5
