Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,6,KC,18.2,84.2,4.7,0.5,6.9,4.7,34.3,0.2,0.1,0.1,15.8,15.85
2,KareemHunt,KC,RB,2017,6,PIT,17.5,84,4.7,0.7,4.08,2.9,24.3,0.1,0.1,0.1,15.4,15.43
3,LeonardFournetteQ,JAX,RB,2017,6,LAR,20.1,85.2,4.2,0.6,3.96,2.7,20.9,0.1,0.1,0.1,14.6,14.61
4,DevontaFreemanO,ATL,RB,2017,6,MIA,16.5,75.6,4.8,0.7,3.64,2.7,23.7,0.1,0.1,0.1,14.5,14.53
5,ToddGurley,LAR,RB,2017,6,JAX,18.1,77.5,4.3,0.5,5.16,3.8,27.8,0.1,0.1,0.1,13.9,13.93
6,LamarMiller,HOU,RB,2017,6,CLE,17.8,69.2,3.8,0.6,3.19,2.3,18.4,0.1,0.1,0.1,12.8,12.76
7,CJAnderson,DEN,RB,2017,6,NYG,19.5,75.5,3.8,0.5,2.96,2.1,17.1,0.1,0.1,0.1,12.7,12.66
8,DeMarcoMurray,TEN,RB,2017,6,IND,15.1,69.5,4.7,0.6,2.73,2.1,16.5,0.1,0.1,0.1,12.6,12.6
9,MelvinGordon,LAC,RB,2017,6,OAK,16.3,67.8,4.2,0.4,5.47,3.7,29.2,0.1,0.1,0.1,12.5,12.5
10,MarkIngramSUS,NO,RB,2017,6,DET,14.2,59.1,4.2,0.4,4.89,3.6,26.5,0.2,0.1,0.1,12,11.96
11,MikeGillislee,NE,RB,2017,6,NYJ,16.7,66.7,3.9,0.8,0.13,0.1,0.8,0,0.1,0.1,11.4,11.35
12,MarshawnLynchP,OAK,RB,2017,6,LAC,15.4,56.8,3.8,0.7,1.52,1.1,9.1,0.1,0.1,0.1,11.2,11.19
13,JordanHoward,CHI,RB,2017,6,BAL,15.3,70.2,4.7,0.4,2.46,1.8,12.7,0.1,0.1,0.1,11.1,11.09
14,JayAjayiP,MIA,RB,2017,6,ATL,17.3,73,4.3,0.3,2.48,1.8,13,0.1,0.1,0.1,10.8,10.8
15,DougMartin,TB,RB,2017,6,ARI,16,64.2,4,0.4,2.62,1.8,13.5,0.1,0.1,0.1,10.6,10.57
16,AlvinKamaraP,NO,RB,2017,6,DET,9.1,34.5,3.8,0.3,5.5,4.2,36.3,0.2,0.1,0.1,9.9,9.88
17,AmeerAbdullah,DET,RB,2017,6,NO,13.5,56.8,4.1,0.3,3.26,2.4,19.2,0.1,0.1,0.1,9.8,9.8
18,CarlosHyde,SF,RB,2017,6,WAS,12.4,56.8,4.8,0.3,3.78,2.7,18.9,0.1,0.1,0.1,9.8,9.77
19,SamajePerineQ,WAS,RB,2017,6,SF,16.9,62.5,3.6,0.5,0.79,0.6,5.5,0,0.1,0.1,9.6,9.6
20,JavoriusAllen,BAL,RB,2017,6,CHI,10.5,43.3,4.3,0.3,5.1,3.7,26.7,0.1,0.1,0.1,9.2,9.2
21,JerickMcKinnonIR,MIN,RB,2017,6,GB,11.2,45.3,4.1,0.3,4.61,3.1,23.7,0.1,0.1,0.1,9.1,9.1
22,ChrisThompson,WAS,RB,2017,6,SF,7.2,29.9,4.3,0.3,4.38,3.2,29.7,0.2,0.1,0.1,8.8,8.76
23,LataviusMurray,MIN,RB,2017,6,GB,11.8,44.9,3.8,0.4,2.52,1.9,13.9,0.1,0.1,0.1,8.7,8.68
24,ChristianMcCaffrey,CAR,RB,2017,6,PHI,6.1,22.3,3.7,0.2,6.44,4.6,42.2,0.2,0.1,0.1,8.6,8.65
25,TevinColeman,ATL,RB,2017,6,MIA,8,38.1,4.8,0.3,3.88,2.9,25.8,0.1,0.1,0.1,8.6,8.59
26,JonathanStewartIR,CAR,RB,2017,6,PHI,14.4,54.9,3.9,0.4,1.52,1.1,8.7,0,0.1,0.1,8.6,8.56
27,TyMontgomery,GB,RB,2017,6,MIN,8.2,39.8,5,0.3,3.48,2.6,19.8,0.1,0.1,0.1,8.2,8.16
28,MattForteIR,NYJ,RB,2017,6,NE,9.3,36.4,4,0.3,3.33,2.3,19.4,0.1,0.1,0.1,7.8,7.78
29,AaronJones,GB,RB,2017,6,MIN,10.7,44.4,4,0.2,2.58,1.9,15.1,0.1,0.1,0.1,7.6,7.55
30,LeGarretteBlount,PHI,RB,2017,6,CAR,13.2,51.9,4,0.3,1.52,1.1,7.2,0,0.1,0.1,7.5,7.51
31,IsaiahCrowell,CLE,RB,2017,6,HOU,12.8,45.6,3.5,0.3,2.64,1.8,11.4,0,0.1,0.1,7.3,7.3
32,AlexCollins,BAL,RB,2017,6,CHI,12,49.4,4.1,0.3,1.37,1,7,0,0.1,0.1,7.2,7.24
33,ElijahMcGuireIR,NYJ,RB,2017,6,NE,8.2,39.9,5,0.2,2.9,2,16.3,0.1,0.1,0.1,7.2,7.22
34,TheoRiddick,DET,RB,2017,6,NO,3.1,9.1,3,0.1,6.95,4.7,39,0.3,0,0,7.2,7.21
35,DukeJohnson,CLE,RB,2017,6,HOU,5.9,20.7,3.5,0.2,5.44,4,35,0.1,0.1,0.1,7.2,7.17
36,AndreEllington,ARI,RB,2017,6,TB,3.6,13.6,3.5,0.1,5.8,4.4,40.7,0.2,0.1,0.1,7,7.03
37,FrankGore,IND,RB,2017,6,TEN,10.3,40.1,4,0.3,2.41,1.8,13.8,0,0.1,0.1,7,6.99
38,AdrianPetersonQ,ARI,RB,2017,6,TB,12.5,45.2,3.8,0.3,0.91,0.7,5.9,0,0.1,0.1,6.7,6.71
39,JamesWhite,NE,RB,2017,6,NYJ,3.9,12.2,3,0.1,5.94,4.1,34.7,0.2,0.1,0.1,6.3,6.29
40,DerrickHenry,TEN,RB,2017,6,IND,8.9,36.3,4,0.4,0.59,0.4,3.3,0,0.1,0.1,6.2,6.16
41,TarikCohen,CHI,RB,2017,6,BAL,5.4,22,4.4,0.1,4.38,3.2,23.1,0.1,0.1,0.1,5.5,5.51
42,WayneGallman,NYG,RB,2017,6,DEN,8.9,34.9,3.9,0.1,3.31,2.3,15.3,0,0.1,0.1,5.4,5.42
43,D'OntaForemanPUP,HOU,RB,2017,6,CLE,8.5,35,4.4,0.3,0.4,0.3,2.9,0,0.1,0.1,5.4,5.39
44,MattBreidaQ,SF,RB,2017,6,WAS,7.4,28.5,4,0.2,2.36,1.7,13.7,0,0.1,0.1,5.2,5.22
45,ChrisIvory,JAX,RB,2017,6,LAR,6.8,31.1,4.4,0.1,2.14,1.5,10,0.1,0.1,0.1,5.1,5.11
45,JamaalCharles,DEN,RB,2017,6,NYG,6.2,34,5.7,0.2,1.33,0.9,7.1,0,0.1,0.1,5.1,5.11
47,JalenRichard,OAK,RB,2017,6,LAC,4.9,23.2,4.6,0.2,1.76,1.2,9.9,0.1,0.1,0.1,4.9,4.91
48,MarlonMackQ,IND,RB,2017,6,TEN,7.4,30.9,4.4,0.2,1.3,0.9,7.2,0,0.1,0.1,4.8,4.81
49,ShaneVereenIR,NYG,RB,2017,6,DEN,3.4,12.1,4,0,5.03,3.7,30.2,0.1,0.1,0.1,4.6,4.63
50,DeandreWashingtonQ,OAK,RB,2017,6,LAC,3.5,13.1,3.2,0.1,2.94,2.2,17.7,0.1,0,0,4.3,4.28
51,OrleansDarkwa,NYG,RB,2017,6,DEN,7.1,25.8,3.7,0.1,1.58,1.1,7.4,0,0,0,3.9,3.92
52,CharlesSims,TB,RB,2017,6,ARI,4.2,11.8,3,0.1,2.86,2,16.8,0.1,0.1,0.1,3.9,3.86
53,CoreyClementQ,PHI,RB,2017,6,CAR,6.4,24.3,4,0.1,1.17,0.9,6.6,0,0,0,3.7,3.69
54,RobertTurbinSUS,IND,RB,2017,6,TEN,2.9,10.6,3.7,0.1,2.11,1.6,11.3,0.1,0,0,3.4,3.39
55,CharcandrickWest,KC,RB,2017,6,PIT,2.2,6.7,3.5,0.1,2.66,1.8,13.3,0.1,0,0,3.2,3.2
56,KenjonBarner,PHI,RB,2017,6,CAR,4,13.7,3.5,0.1,1.59,1.1,6.9,0,0,0,2.7,2.66
57,KerwynnWilliams,ARI,RB,2017,6,TB,4.5,16.7,4.2,0.1,0.54,0.4,3,0,0,0,2.6,2.57
58,DionLewis,NE,RB,2017,6,NYJ,3.6,15.5,4,0.1,1,0.7,5.3,0,0.1,0.1,2.5,2.48
59,ZachZenner,DET,RB,2017,6,NO,1.9,6.1,3,0.3,0,0,0.3,0,0,0,2.4,2.44
60,TravarisCadet,NYJ,RB,2017,6,NE,1.2,5.1,5,0,1.83,1.3,11.3,0.1,0,0,2.2,2.24
61,DevontaeBooker,DEN,RB,2017,6,NYG,3.2,11.8,4,0.1,0.72,0.5,4.3,0,0,0,2.2,2.21
62,BobbyRainey,BAL,RB,2017,6,CHI,3.3,13.4,4.3,0.1,0.27,0.2,2.1,0,0,0,2.2,2.15
63,JacquizzRodgers,TB,RB,2017,6,ARI,3.4,11.2,3.7,0.1,0.69,0.5,3.9,0,0,0,2.1,2.11
64,MalcolmBrown,LAR,RB,2017,6,JAX,2.9,12,4,0.1,0.71,0.5,3.7,0,0.1,0.1,2,1.97
65,BenjaminCunningham,CHI,RB,2017,6,BAL,1.7,7,3.5,0,2.01,1.5,11.5,0,0,0,1.8,1.85
66,JamesConner,PIT,RB,2017,6,KC,3.3,13.3,4.3,0.1,0,0,0.3,0,0.1,0.1,1.8,1.76
67,DamienWilliams,MIA,RB,2017,6,ATL,2,8.2,4,0,1.44,1,8.7,0,0,0,1.7,1.69
68,AlfredBlue,HOU,RB,2017,6,CLE,1.6,6.6,3.5,0.1,0.27,0.2,2.1,0,0,0,1.5,1.47
69,KenyanDrake,MIA,RB,2017,6,ATL,1.5,6.7,3.5,0,1.48,1,7.9,0,0,0,1.5,1.46
