Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2017,3,CIN,25,38.8,64.1,278.5,7.1,2.2,0.7,91.61,3.7,12.3,3,0.1,20.2,20.17
2,DerekCarr,OAK,QB,2017,3,WAS,21.6,35.9,61.1,287.5,8,2,0.7,93.29,2.2,3.4,1.5,0,18.2,18.24
3,TomBrady,NE,QB,2017,3,HOU,21.2,36.5,58.3,264.7,7.4,2.2,0.6,88.31,2.4,1.1,0.5,0,18.1,18.1
4,MattRyan,ATL,QB,2017,3,DET,23.2,34.3,67.6,275.4,8.1,2.1,0.7,99.51,2.1,2,1,0,18,18.02
5,MatthewStafford,DET,QB,2017,3,ATL,22.4,37.4,59.5,269,7.3,1.9,0.9,88.68,2.6,3.3,1,0,16.7,16.69
6,CamNewton,CAR,QB,2017,3,NO,19.2,34,55.9,243.3,7.1,1.6,0.9,85.78,5.3,20,4,0.1,16.5,16.53
7,KirkCousins,WAS,QB,2017,3,OAK,23.8,37.2,64.9,268.9,7.3,1.8,0.9,93.19,2.1,6.1,3,0,16.4,16.37
8,DrewBrees,NO,QB,2017,3,CAR,24.7,41.9,59.5,278.5,6.6,1.8,1,85.22,1.4,0.8,1,0,16.2,16.22
9,PhilipRivers,LAC,QB,2017,3,KC,21.2,37.2,56.8,265.5,7.2,2,1.1,86.09,1.4,1.2,1,0,16.1,16.14
10,DakPrescott,DAL,QB,2017,3,ARI,21.9,33.5,64.7,237.3,7,1.5,0.7,92.4,3.4,18.3,6,0.1,16.1,16.12
11,BenRoethlisberger,PIT,QB,2017,3,CHI,22.2,34.9,62.9,260.4,7.4,1.7,0.7,92.56,1.8,1.3,0.5,0,15.8,15.75
12,RussellWilson,SEA,QB,2017,3,TEN,20.3,34.5,58.8,240.2,7.1,1.5,0.9,87.87,4.7,21.2,4.2,0,15.5,15.53
13,MarcusMariotaP,TEN,QB,2017,3,SEA,19.1,32.8,57.6,236,7.2,1.5,0.9,87.44,3.8,17.7,4.5,0,15.2,15.21
14,CarsonWentz,PHI,QB,2017,3,NYG,23.1,38.9,59,264.5,6.8,1.4,1,77.3,3,13.5,4.7,0,15.1,15.13
15,JameisWinston,TB,QB,2017,3,MIN,21.4,38.3,55.3,240.6,6.3,1.6,1,81.14,2.9,9.8,3.3,0,14.6,14.6
16,JayCutler,MIA,QB,2017,3,NYJ,20,30.6,64.5,240.3,7.7,1.7,0.9,96.17,1.4,1.3,1,0,14.5,14.54
