Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2015,16,NYJ,2,2,100,0,3,3,9,9
1,CairoSantos,KC,K,2015,16,CLE,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2015,16,MIA,2,2,100,0,3,3,9,9
1,JasonMyers,JAX,K,2015,16,NO,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2015,16,LAR,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,16,ARI,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,16,GB,2,2,100,0,3,3,9,9
8,JoshLamboP,LAC,K,2015,16,OAK,2,2,100,0,2,2,8,8
8,DustinHopkins,WAS,K,2015,16,PHI,2,2,100,0,2,2,8,8
8,CalebSturgis,PHI,K,2015,16,WAS,2,2,100,0,2,2,8,8
8,RandyBullock,NYJ,K,2015,16,NE,2,2,100,0,2,2,8,8
8,NickNovak,HOU,K,2015,16,TEN,2,2,100,0,2,2,8,8
8,RyanSuccopP,TEN,K,2015,16,HOU,2,2,100,0,2,2,8,8
8,AndrewFranks,MIA,K,2015,16,IND,2,2,100,0,2,2,8,8
8,MattPrater,DET,K,2015,16,SF,2,2,100,0,2,2,8,8
8,PhilDawson,SF,K,2015,16,DET,2,2,100,0,2,2,8,8
8,DanCarpenter,BUF,K,2015,16,DAL,2,2,100,0,2,2,8,8
8,ConnorBarth,TB,K,2015,16,CHI,2,2,100,0,2,2,8,8
8,RobbieGould,CHI,K,2015,16,TB,2,2,100,0,2,2,8,8
8,ShayneGraham,ATL,K,2015,16,CAR,2,2,100,0,2,2,8,8
8,JoshBrown,NYG,K,2015,16,MIN,2,2,100,0,2,2,8,8
8,BlairWalsh,MIN,K,2015,16,NYG,2,2,100,0,2,2,8,8
8,ChrisBoswell,PIT,K,2015,16,BAL,2,2,100,0,2,2,8,8
8,JustinTucker,BAL,K,2015,16,PIT,2,2,100,0,2,2,8,8
25,DanBailey,DAL,K,2015,16,BUF,2,2,100,0,1,1,7,7
25,GregZuerlein,LAR,K,2015,16,SEA,2,2,100,0,1,1,7,7
25,BrandonMcManus,DEN,K,2015,16,CIN,2,2,100,0,1,1,7,7
28,SebastianJanikowski,OAK,K,2015,16,LAC,1,2,50,0,3,3,6,6
28,KaiForbath,NO,K,2015,16,JAX,1,1,100,0,3,3,6,6
28,GrahamGano,CAR,K,2015,16,ATL,1,2,50,0,3,3,6,6
31,MikeNugentIR,CIN,K,2015,16,DEN,1,1,100,0,2,2,5,5
32,TravisCoons,CLE,K,2015,16,KC,1,1,100,0,1,1,4,4
33,JordanGay,BUF,K,2015,16,DAL,0,0,0,0,0,0,0,0
33,BillyCundiff,BUF,K,2015,16,DAL,0,0,0,0,0,0,0,0
33,JayFeely,CHI,K,2015,16,TB,0,0,0,0,0,0,0,0
33,PatrickMurray,TB,K,2015,16,CHI,0,0,0,0,0,0,0,0
33,MattBryant,ATL,K,2015,16,CAR,0,0,0,0,0,0,0,0
33,ZachHocker,LAR,K,2015,16,SEA,0,0,0,0,0,0,0,0
33,JoshScobee,PIT,K,2015,16,BAL,0,0,0,0,0,0,0,0
33,ShaunSuisham,PIT,K,2015,16,BAL,0,0,0,0,0,0,0,0
33,GarrettHartley,PIT,K,2015,16,BAL,0,0,0,0,0,0,0,0
