Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,JacksonvilleJaguars,JAX,DST,2017,9,CIN,0,3.6,0,1.1,0.7,0,0,0,16,9.4,9.4
2,PhiladelphiaEagles,PHI,DST,2017,9,DEN,0,2.9,0,1.2,0.8,0,0,0,16.1,9.1,9.1
3,ArizonaCardinals,ARI,DST,2017,9,SF,0,2.8,0,1.2,0.6,0,0,0,18.1,8.6,8.6
4,HoustonTexans,HOU,DST,2017,9,IND,0,3.1,0,0.8,0.7,0.1,0,0,19.5,8.5,8.5
5,BuffaloBills,BUF,DST,2017,9,NYJ,0,2.7,0,1,0.7,0,0,0,18.4,8.3,8.3
6,SanFrancisco49ers,SF,DST,2017,9,ARI,0,2.1,0,1.2,0.7,0,0,0,20.4,8.1,8.1
7,LosAngelesRams,LAR,DST,2017,9,NYG,0,2.4,0,1.1,0.6,0,0,0,18.6,8,8
7,DetroitLions,DET,DST,2017,9,GB,0,2,0,1.5,0.6,0,0,0,21.8,8,8
9,SeattleSeahawks,SEA,DST,2017,9,WAS,0,2.5,0,0.9,0.7,0,0,0,19.3,7.9,7.9
10,GreenBayPackers,GB,DST,2017,9,DET,0,2.5,0,0.7,0.7,0,0,0,19.8,7.5,7.5
11,AtlantaFalcons,ATL,DST,2017,9,CAR,0,2.4,0,0.9,0.5,0,0,0,20.8,7.4,7.4
11,TennesseeTitans,TEN,DST,2017,9,BAL,0,2,0,0.9,0.7,0,0,0,19.7,7.4,7.4
13,NewOrleansSaints,NO,DST,2017,9,TB,0,2.3,0,1.1,0.7,0,0,0,22.7,7.1,7.1
14,OaklandRaiders,OAK,DST,2017,9,MIA,0,2.1,0,0.8,0.5,0,0,0,20.5,6.9,6.9
15,NewYorkGiants,NYG,DST,2017,9,LAR,0,1.8,0,0.9,0.8,0,0,0,21.8,6.4,6.4
16,DenverBroncos,DEN,DST,2017,9,PHI,0,2.5,0,0.7,0.6,0,0,0,23.3,6.3,6.3
17,CarolinaPanthers,CAR,DST,2017,9,ATL,0,2.6,0,0.6,0.6,0,0,0,21.5,6.2,6.2
17,WashingtonRedskins,WAS,DST,2017,9,SEA,0,2.6,0,0.7,0.5,0,0,0,25.9,6.2,6.2
19,IndianapolisColts,IND,DST,2017,9,HOU,0,2,0,0.8,0.6,0,0,0,25.9,6,6
19,CincinnatiBengals,CIN,DST,2017,9,JAX,0,2.2,0,0.7,0.6,0,0,0,23,6,6
21,BaltimoreRavens,BAL,DST,2017,9,TEN,0,1.9,0,0.8,0.5,0,0,0,21.4,5.7,5.7
22,KansasCityChiefs,KC,DST,2017,9,DAL,0,1.8,0,0.7,0.5,0.1,0,0,27,5.6,5.6
23,MiamiDolphins,MIA,DST,2017,9,OAK,0,1.9,0,0.7,0.4,0,0,0,23.2,5.3,5.3
24,DallasCowboys,DAL,DST,2017,9,KC,0,2.6,0,0.4,0.4,0,0,0,26.8,4.8,4.8
25,NewYorkJets,NYJ,DST,2017,9,BUF,0,1.9,0,0.5,0.5,0,0,0,22.5,4.5,4.5
26,TampaBayBuccaneers,TB,DST,2017,9,NO,0,1.3,0,0.8,0.5,0,0,0,30,4.1,4.1
