Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AdamVinatieri,IND,K,2014,12,JAX,2,2,100,0,4,4,10,10
2,CairoSantos,KC,K,2014,12,OAK,2,2,100,0,3,3,9,9
2,CodyParkey,PHI,K,2014,12,TEN,2,2,100,0,3,3,9,9
2,BrandonMcManus,DEN,K,2014,12,MIA,2,2,100,0,3,3,9,9
2,PhilDawson,SF,K,2014,12,WAS,2,2,100,0,3,3,9,9
2,DanBailey,DAL,K,2014,12,NYG,2,2,100,0,3,3,9,9
2,JustinTucker,BAL,K,2014,12,NO,2,2,100,0,3,3,9,9
2,ShayneGraham,NO,K,2014,12,BAL,2,2,100,0,3,3,9,9
9,PatrickMurray,TB,K,2014,12,CHI,2,2,100,0,2,2,8,8
9,DanCarpenter,BUF,K,2014,12,NYJ,2,2,100,0,2,2,8,8
9,NickFolk,NYJ,K,2014,12,BUF,2,2,100,0,2,2,8,8
9,RyanSuccopP,TEN,K,2014,12,PHI,2,2,100,0,2,2,8,8
9,MattBryant,ATL,K,2014,12,CLE,2,2,100,0,2,2,8,8
9,BillyCundiff,CLE,K,2014,12,ATL,2,2,100,0,2,2,8,8
9,BlairWalsh,MIN,K,2014,12,GB,2,2,100,0,2,2,8,8
9,MikeNugentIR,CIN,K,2014,12,HOU,2,2,100,0,2,2,8,8
9,RandyBullock,HOU,K,2014,12,CIN,2,2,100,0,2,2,8,8
9,MattPrater,DET,K,2014,12,NE,2,2,100,0,2,2,8,8
9,StephenGostkowski,NE,K,2014,12,DET,2,2,100,0,2,2,8,8
9,NickNovak,LAC,K,2014,12,LAR,2,2,100,0,2,2,8,8
9,GregZuerlein,LAR,K,2014,12,LAC,2,2,100,0,2,2,8,8
9,StevenHauschka,SEA,K,2014,12,ARI,2,2,100,0,2,2,8,8
9,ChandlerCatanzaro,ARI,K,2014,12,SEA,2,2,100,0,2,2,8,8
9,CalebSturgis,MIA,K,2014,12,DEN,2,2,100,0,2,2,8,8
9,KaiForbath,WAS,K,2014,12,SF,2,2,100,0,2,2,8,8
9,JoshBrown,NYG,K,2014,12,DAL,2,2,100,0,2,2,8,8
27,RobbieGould,CHI,K,2014,12,TB,1,1,100,0,3,3,6,6
27,MasonCrosby,GB,K,2014,12,MIN,1,2,50,0,3,3,6,6
29,JoshScobee,JAX,K,2014,12,IND,1,1,100,0,2,2,5,5
30,SebastianJanikowski,OAK,K,2014,12,KC,1,1,100,0,1,1,4,4
