Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DeAndreHopkinsQ,HOU,WR,2015,6,JAX,12,7,58.3,94,1,0,7.8,13.4,0,0,0,0,0,0,15.4,15.4
2,AJGreenP,CIN,WR,2015,6,BUF,9,6,66.7,85,1,0,9.4,14.2,0,0,0,0,0,0,14.5,14.5
2,OdellBeckhamJr,NYG,WR,2015,6,PHI,10,6,60,84,1,0,8.4,14,0,1,0,0,0,0,14.5,14.5
4,JulianEdelmanSUS,NE,WR,2015,6,IND,11,7,63.6,82,1,0,7.5,11.7,0,2,0,0,0,0,14.4,14.4
5,JulioJonesP,ATL,WR,2015,6,NO,9,6,66.7,82,1,0,9.1,13.7,0,0,0,0,0,0,14.2,14.2
6,BrandonMarshall,NYJ,WR,2015,6,WAS,10,6,60,80,1,0,8,13.3,0,0,0,0,0,0,14,14
6,DemaryiusThomas,DEN,WR,2015,6,CLE,9,6,66.7,80,1,0,8.9,13.3,0,0,0,0,0,0,14,14
8,LarryFitzgeraldQ,ARI,WR,2015,6,PIT,8,6,75,79,1,0,9.9,13.2,0,0,0,0,0,0,13.9,13.9
8,CalvinJohnson,DET,WR,2015,6,CHI,9,6,66.7,79,1,0,8.8,13.2,0,0,0,0,0,0,13.9,13.9
10,RandallCobbQ,GB,WR,2015,6,LAC,10,6,60,77,1,0,7.7,12.8,0,1,0,0,0,0,13.8,13.8
11,AntonioBrown,PIT,WR,2015,6,ARI,8,5,62.5,74,1,0,9.2,14.8,0,3,0,0,0,0,13.7,13.7
11,T.Y.Hilton,IND,WR,2015,6,NE,7,5,71.4,77,1,0,11,15.4,0,0,0,0,0,0,13.7,13.7
13,JeremyMaclin,KC,WR,2015,6,MIN,10,6,60,76,1,0,7.6,12.7,0,0,0,0,0,0,13.6,13.6
13,EmmanuelSanders,DEN,WR,2015,6,CLE,9,6,66.7,75,1,0,8.3,12.5,0,1,0,0,0,0,13.6,13.6
15,KeenanAllenQ,LAC,WR,2015,6,GB,10,6,60,75,1,0,7.5,12.5,0,0,0,0,0,0,13.5,13.5
16,BrandinCooks,NO,WR,2015,6,ATL,9,6,66.7,71,1,0,7.9,11.8,0,1,0,0,0,0,13.2,13.2
17,AllenRobinson,JAX,WR,2015,6,HOU,9,5,55.6,70,1,0,7.8,14,0,0,0,0,0,0,13,13
18,WillieSnead,NO,WR,2015,6,ATL,7,5,71.4,68,1,0,9.7,13.6,0,0,0,0,0,0,12.8,12.8
18,JarvisLandry,MIA,WR,2015,6,TEN,11,6,54.5,66,1,0,6,11,0,2,0,0,0,0,12.8,12.8
20,JordanMatthewsP,PHI,WR,2015,6,NYG,9,5,55.6,67,1,0,7.4,13.4,0,0,0,0,0,0,12.7,12.7
21,JohnBrown,ARI,WR,2015,6,PIT,9,5,55.6,64,1,0,7.1,12.8,0,1,0,0,0,0,12.5,12.5
22,AlshonJefferyQ,CHI,WR,2015,6,DET,7,5,71.4,64,1,0,9.1,12.8,0,0,0,0,0,0,12.4,12.4
23,JamesJones,GB,WR,2015,6,LAC,5,4,80,62,1,0,12.4,15.5,0,0,0,0,0,0,12.2,12.2
23,AnquanBoldin,SF,WR,2015,6,BAL,7,5,71.4,62,1,0,8.9,12.4,0,0,0,0,0,0,12.2,12.2
25,MikeWallaceIR,MIN,WR,2015,6,KC,6,4,66.7,60,1,0,10,15,0,0,0,0,0,0,12,12
26,AllenHurns,JAX,WR,2015,6,HOU,7,4,57.1,59,1,0,8.4,14.8,0,0,0,0,0,0,11.9,11.9
26,KendallWright,TEN,WR,2015,6,MIA,7,5,71.4,58,1,0,8.3,11.6,0,1,0,0,0,0,11.9,11.9
28,EricDecker,NYJ,WR,2015,6,WAS,6,4,66.7,57,1,0,9.5,14.2,0,0,0,0,0,0,11.7,11.7
28,TravisBenjaminQ,CLE,WR,2015,6,DEN,6,4,66.7,57,1,0,9.5,14.2,0,0,0,0,0,0,11.7,11.7
30,LeonardHankerson,ATL,WR,2015,6,NO,7,4,57.1,54,1,0,7.7,13.5,0,0,0,0,0,0,11.4,11.4
31,GoldenTateQ,DET,WR,2015,6,CHI,8,5,62.5,62,0,0,7.8,12.4,0,1,0,0,0,0,6.3,6.3
32,PierreGarcon,WAS,WR,2015,6,NYJ,9,5,55.6,57,0,0,6.3,11.4,0,0,0,0,0,0,5.7,5.7
33,KamarAiken,BAL,WR,2015,6,SF,5,4,80,55,0,0,11,13.8,0,0,0,0,0,0,5.5,5.5
33,DonteMoncrief,IND,WR,2015,6,NE,7,4,57.1,54,0,0,7.7,13.5,0,1,0,0,0,0,5.5,5.5
35,TorreySmith,SF,WR,2015,6,BAL,5,3,60,52,0,0,10.4,17.3,0,0,0,0,0,0,5.2,5.2
36,SammyWatkins,BUF,WR,2015,6,CIN,5,4,80,50,0,0,10,12.5,0,0,0,0,0,0,5,5
37,JamisonCrowder,WAS,WR,2015,6,NYJ,7,4,57.1,48,0,0,6.9,12,0,1,0,0,0,0,4.9,4.9
37,DougBaldwinQ,SEA,WR,2015,6,CAR,6,4,66.7,49,0,0,8.2,12.2,0,0,0,0,0,0,4.9,4.9
37,RuebenRandleIR,NYG,WR,2015,6,PHI,5,4,80,49,0,0,9.8,12.2,0,0,0,0,0,0,4.9,4.9
40,TedGinnP,CAR,WR,2015,6,SEA,5,3,60,48,0,0,9.6,16,0,0,0,0,0,0,4.8,4.8
41,MarvinJones,CIN,WR,2015,6,BUF,5,3,60,46,0,0,9.2,15.3,0,1,0,0,0,0,4.7,4.7
42,CecilShorts,HOU,WR,2015,6,JAX,6,4,66.7,44,0,0,7.3,11,0,0,0,0,0,0,4.4,4.4
42,AndreJohnson,IND,WR,2015,6,NE,7,4,57.1,44,0,0,6.3,11,0,0,0,0,0,0,4.4,4.4
44,MarquessWilson,CHI,WR,2015,6,DET,5,3,60,42,0,0,8.4,14,0,0,0,0,0,0,4.2,4.2
44,RishardMatthews,MIA,WR,2015,6,TEN,5,3,60,42,0,0,8.4,14,0,0,0,0,0,0,4.2,4.2
44,MalcomFloyd,LAC,WR,2015,6,GB,4,3,75,42,0,0,10.5,14,0,0,0,0,0,0,4.2,4.2
47,MartavisBryant,PIT,WR,2015,6,ARI,5,3,60,41,0,0,8.2,13.7,0,0,0,0,0,0,4.1,4.1
48,EddieRoyal,CHI,WR,2015,6,DET,5,3,60,38,0,0,7.6,12.7,0,0,0,0,0,0,3.8,3.8
48,JermaineKearse,SEA,WR,2015,6,CAR,5,3,60,38,0,0,7.6,12.7,0,0,0,0,0,0,3.8,3.8
50,RoddyWhite,ATL,WR,2015,6,NO,4,3,75,37,0,0,9.2,12.3,0,0,0,0,0,0,3.7,3.7
50,TylerLockett,SEA,WR,2015,6,CAR,4,3,75,33,0,0,8.2,11,0,4,0,0,0,0,3.7,3.7
50,DwayneHarris,NYG,WR,2015,6,PHI,4,3,75,37,0,0,9.2,12.3,0,0,0,0,0,0,3.7,3.7
53,MichaelFloyd,ARI,WR,2015,6,PIT,3,2,66.7,35,0,0,11.7,17.5,0,0,0,0,0,0,3.5,3.5
54,BrandonColeman,NO,WR,2015,6,ATL,3,2,66.7,34,0,0,11.3,17,0,0,0,0,0,0,3.4,3.4
54,SteveSmith,BAL,WR,2015,6,SF,3,2,66.7,34,0,0,11.3,17,0,0,0,0,0,0,3.4,3.4
56,MarkusWheaton,PIT,WR,2015,6,ARI,3,2,66.7,33,0,0,11,16.5,0,0,0,0,0,0,3.3,3.3
56,MohamedSanu,CIN,WR,2015,6,BUF,4,2,50,32,0,0,8,16,0,1,0,0,0,0,3.3,3.3
56,AndrewHawkins,CLE,WR,2015,6,DEN,4,3,75,33,0,0,8.2,11,0,0,0,0,0,0,3.3,3.3
56,RileyCooper,PHI,WR,2015,6,NYG,4,2,50,33,0,0,8.2,16.5,0,0,0,0,0,0,3.3,3.3
60,KennyStills,MIA,WR,2015,6,TEN,3,2,66.7,32,0,0,10.7,16,0,0,0,0,0,0,3.2,3.2
61,BrianHartline,CLE,WR,2015,6,DEN,3,2,66.7,31,0,0,10.3,15.5,0,0,0,0,0,0,3.1,3.1
61,DannyAmendola,NE,WR,2015,6,IND,5,3,60,31,0,0,6.2,10.3,0,0,0,0,0,0,3.1,3.1
63,JustinHunter,TEN,WR,2015,6,MIA,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
63,MarlonBrownIR,BAL,WR,2015,6,SF,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
65,De'AnthonyThomas,KC,WR,2015,6,MIN,3,2,66.7,19,0,0,6.3,9.5,2,10,5,0,0,0,2.9,2.9
65,HarryDouglas,TEN,WR,2015,6,MIA,3,2,66.7,28,0,0,9.3,14,0,1,0,0,0,0,2.9,2.9
67,JoshHuff,PHI,WR,2015,6,NYG,3,2,66.7,27,0,0,9,13.5,0,1,0,0,0,0,2.8,2.8
68,JerrichoCotchery,CAR,WR,2015,6,SEA,3,2,66.7,27,0,0,9,13.5,0,0,0,0,0,0,2.7,2.7
68,CoreyBrown,CAR,WR,2015,6,SEA,3,2,66.7,26,0,0,8.7,13,0,1,0,0,0,0,2.7,2.7
70,DevinSmith,NYJ,WR,2015,6,WAS,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
70,RobertWoods,BUF,WR,2015,6,CIN,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
70,TaylorGabriel,CLE,WR,2015,6,DEN,4,2,50,26,0,0,6.5,13,0,0,0,0,0,0,2.6,2.6
73,RyanGrant,WAS,WR,2015,6,NYJ,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
73,JariusWright,MIN,WR,2015,6,KC,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
73,LanceMoore,DET,WR,2015,6,CHI,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
73,BryanWalters,JAX,WR,2015,6,HOU,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
77,PhillipDorsettP,IND,WR,2015,6,NE,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
77,KeshawnMartin,NE,WR,2015,6,IND,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
79,StefonDiggs,MIN,WR,2015,6,KC,3,2,66.7,23,0,0,7.7,11.5,0,0,0,0,0,0,2.3,2.3
79,GregJennings,MIA,WR,2015,6,TEN,3,2,66.7,23,0,0,7.7,11.5,0,0,0,0,0,0,2.3,2.3
81,DorialGreen-Beckham,TEN,WR,2015,6,MIA,4,2,50,22,0,0,5.5,11,0,0,0,0,0,0,2.2,2.2
81,ChrisGivens,BAL,WR,2015,6,SF,3,2,66.7,22,0,0,7.3,11,0,0,0,0,0,0,2.2,2.2
83,JordanNorwood,DEN,WR,2015,6,CLE,3,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,2.1,2.1
83,JaelenStrong,HOU,WR,2015,6,JAX,3,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,2.1,2.1
83,DevanteParkerQ,MIA,WR,2015,6,TEN,3,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,2.1,2.1
86,ChrisOwusu,NYJ,WR,2015,6,WAS,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
86,KeithMumphery,HOU,WR,2015,6,JAX,4,2,50,20,0,0,5,10,0,0,0,0,0,0,2,2
86,DevinFunchess,CAR,WR,2015,6,SEA,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
89,DarriusHeyward-Bey,PIT,WR,2015,6,ARI,4,2,50,19,0,0,4.8,9.5,0,0,0,0,0,0,1.9,1.9
89,AlbertWilson,KC,WR,2015,6,MIN,3,2,66.7,19,0,0,6.3,9.5,0,0,0,0,0,0,1.9,1.9
89,CameronMeredithP,CHI,WR,2015,6,DET,3,2,66.7,19,0,0,6.3,9.5,0,0,0,0,0,0,1.9,1.9
89,QuintonPatton,SF,WR,2015,6,BAL,3,2,66.7,18,0,0,6,9,0,1,0,0,0,0,1.9,1.9
93,MilesAustin,PHI,WR,2015,6,NYG,3,2,66.7,18,0,0,6,9,0,0,0,0,0,0,1.8,1.8
94,ChrisHogan,BUF,WR,2015,6,CIN,1,1,100,17,0,0,17,17,0,0,0,0,0,0,1.7,1.7
94,JeremyRoss,BAL,WR,2015,6,SF,3,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,1.7,1.7
96,ChrisConleyP,KC,WR,2015,6,MIN,2,1,50,16,0,0,8,16,0,0,0,0,0,0,1.6,1.6
97,CoreyFuller,DET,WR,2015,6,CHI,1,1,100,15,0,0,15,15,0,0,0,0,0,0,1.5,1.5
97,BennieFowler,DEN,WR,2015,6,CLE,2,1,50,15,0,0,7.5,15,0,0,0,0,0,0,1.5,1.5
97,ChrisMatthewsIR,SEA,WR,2015,6,CAR,2,1,50,15,0,0,7.5,15,0,0,0,0,0,0,1.5,1.5
100,JaronBrown,ARI,WR,2015,6,PIT,1,1,100,14,0,0,14,14,0,0,0,0,0,0,1.4,1.4
100,DontrelleInman,LAC,WR,2015,6,GB,2,1,50,14,0,0,7,14,0,0,0,0,0,0,1.4,1.4
102,JeremyKerley,NYJ,WR,2015,6,WAS,2,1,50,13,0,0,6.5,13,0,0,0,0,0,0,1.3,1.3
102,JasonAvant,KC,WR,2015,6,MIN,1,1,100,13,0,0,13,13,0,0,0,0,0,0,1.3,1.3
104,NickWilliams,ATL,WR,2015,6,NO,1,1,100,12,0,0,12,12,0,0,0,0,0,0,1.2,1.2
104,AaronDobsonIR,NE,WR,2015,6,IND,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
106,JosephMorgan,NO,WR,2015,6,ATL,2,1,50,11,0,0,5.5,11,0,0,0,0,0,0,1.1,1.1
106,CordarrellePatterson,MIN,WR,2015,6,KC,2,1,50,9,0,0,4.5,9,0,2,0,0,0,0,1.1,1.1
108,AndreCaldwell,DEN,WR,2015,6,CLE,2,1,50,10,0,0,5,10,0,0,0,0,0,0,1,1
108,BruceEllingtonIR,SF,WR,2015,6,BAL,2,1,50,9,0,0,4.5,9,0,1,0,0,0,0,1,1
110,QuincyEnunwa,NYJ,WR,2015,6,WAS,2,1,50,9,0,0,4.5,9,0,0,0,0,0,0,0.9,0.9
111,RashadRoss,WAS,WR,2015,6,NYJ,1,1,100,7,0,0,7,7,0,1,0,0,0,0,0.8,0.8
111,SammieCoatesQ,PIT,WR,2015,6,ARI,2,1,50,8,0,0,4,8,0,0,0,0,0,0,0.8,0.8
111,JoshBellamy,CHI,WR,2015,6,DET,1,1,100,8,0,0,8,8,0,0,0,0,0,0,0.8,0.8
111,RicardoLockette,SEA,WR,2015,6,CAR,1,1,100,8,0,0,8,8,0,0,0,0,0,0,0.8,0.8
115,AndreRoberts,WAS,WR,2015,6,NYJ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0.6
115,AdamThielen,MIN,WR,2015,6,KC,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0.6
115,BrandonTate,CIN,WR,2015,6,BUF,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0.6
115,MarquiseGoodwinP,BUF,WR,2015,6,CIN,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0.6
