Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AdamVinatieri,IND,K,2014,6,HOU,2,2,100,0,3,3,9,9
1,MattBryant,ATL,K,2014,6,CHI,2,2,100,0,3,3,9,9
1,BrandonMcManus,DEN,K,2014,6,NYJ,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2014,6,MIA,2,2,100,0,3,3,9,9
1,MikeNugentIR,CIN,K,2014,6,CAR,2,2,100,0,3,3,9,9
1,NickNovak,LAC,K,2014,6,OAK,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2014,6,DAL,2,2,100,0,3,3,9,9
1,JoshBrown,NYG,K,2014,6,PHI,2,2,100,0,3,3,9,9
1,CodyParkey,PHI,K,2014,6,NYG,2,2,100,0,3,3,9,9
10,ShaunSuisham,PIT,K,2014,6,CLE,2,2,100,0,2,2,8,8
10,BillyCundiff,CLE,K,2014,6,PIT,2,2,100,0,2,2,8,8
10,NickFolk,NYJ,K,2014,6,DEN,2,2,100,0,2,2,8,8
10,BlairWalsh,MIN,K,2014,6,DET,2,2,100,0,2,2,8,8
10,MattPrater,DET,K,2014,6,MIN,2,2,100,0,2,2,8,8
10,CalebSturgis,MIA,K,2014,6,GB,2,2,100,0,2,2,8,8
10,RyanSuccopP,TEN,K,2014,6,JAX,2,2,100,0,2,2,8,8
10,JoshScobee,JAX,K,2014,6,TEN,2,2,100,0,2,2,8,8
10,JustinTucker,BAL,K,2014,6,TB,2,2,100,0,2,2,8,8
10,PatrickMurray,TB,K,2014,6,BAL,2,2,100,0,2,2,8,8
10,StephenGostkowski,NE,K,2014,6,BUF,2,2,100,0,2,2,8,8
10,DanCarpenter,BUF,K,2014,6,NE,2,2,100,0,2,2,8,8
10,DanBailey,DAL,K,2014,6,SEA,2,2,100,0,2,2,8,8
10,ChandlerCatanzaro,ARI,K,2014,6,WAS,2,2,100,0,2,2,8,8
10,PhilDawson,SF,K,2014,6,LAR,2,2,100,0,2,2,8,8
10,GregZuerlein,LAR,K,2014,6,SF,2,2,100,0,2,2,8,8
26,GrahamGano,CAR,K,2014,6,CIN,2,2,100,0,1,1,7,7
27,RobbieGould,CHI,K,2014,6,ATL,1,1,100,0,3,3,6,6
28,RandyBullock,HOU,K,2014,6,IND,1,1,100,0,2,2,5,5
28,KaiForbath,WAS,K,2014,6,ARI,1,2,50,0,2,2,5,5
30,SebastianJanikowski,OAK,K,2014,6,LAC,1,1,100,0,1,1,4,4
