Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,EzekielElliott,DAL,RB,2016,9,CLE,23.7,113.8,4.8,0.9,3.19,2.4,20.8,0.1,0.2,0.2,19.1,19.06
2,Le'VeonBellO,PIT,RB,2016,9,BAL,17.6,69.1,3.8,0.4,8.96,6.1,51.2,0.2,0.2,0.2,15.2,15.23
3,CharcandrickWest,KC,RB,2016,9,JAX,18.4,73.7,4.1,0.8,4.44,3,21.3,0.1,0.1,0.1,14.7,14.7
4,DevontaFreemanO,ATL,RB,2016,9,TB,16.2,66.4,4.1,0.6,5.13,3.8,32.6,0.2,0.1,0.1,14.5,14.5
5,DevontaeBooker,DEN,RB,2016,9,OAK,17.6,79.4,4.4,0.6,4.46,3.1,25.3,0.1,0.2,0.2,14.3,14.27
6,MattForteIR,NYJ,RB,2016,9,MIA,20.4,81,4,0.6,3.77,2.6,21.2,0.1,0.2,0.2,14,14.02
7,ToddGurley,LAR,RB,2016,9,CAR,19.4,71.7,3.8,0.6,4.21,3.1,26.9,0.1,0.1,0.1,13.9,13.86
8,MelvinGordon,LAC,RB,2016,9,TEN,20.1,74,3.7,0.6,4.73,3.2,24.3,0.1,0.2,0.2,13.6,13.63
9,DeMarcoMurray,TEN,RB,2016,9,LAC,17.7,76.5,4.2,0.5,3.9,3,21.5,0.2,0.2,0.2,13.6,13.6
10,ChristineMichael,SEA,RB,2016,9,BUF,16.9,71.9,4.2,0.6,2.77,1.9,14.2,0.1,0.1,0.1,12.6,12.61
11,MarkIngramSUS,NO,RB,2016,9,SF,14.4,68.1,4.9,0.6,3.12,2.3,17.2,0.1,0.1,0.1,12.5,12.53
12,JayAjayiP,MIA,RB,2016,9,NYJ,16.5,66.7,4.2,0.6,2.2,1.6,13.6,0,0.1,0.1,11.4,11.43
13,LeSeanMcCoyQ,BUF,RB,2016,9,SEA,15.4,61.1,4.1,0.4,4.35,3.2,22.4,0.1,0.1,0.1,11.2,11.15
14,JonathanStewartIR,CAR,RB,2016,9,LAR,16.5,69.9,4.4,0.5,1.52,1.1,7.7,0,0.2,0.2,10.4,10.36
15,TheoRiddick,DET,RB,2016,9,MIN,10.1,38,3.8,0.2,7.69,5.2,41.4,0.2,0.1,0.1,10.1,10.14
16,IsaiahCrowell,CLE,RB,2016,9,DAL,13.1,56.4,4.3,0.5,2.64,1.8,13.5,0,0.1,0.1,9.8,9.79
17,FrankGore,IND,RB,2016,9,GB,14.4,56.1,4,0.3,3.08,2.3,19.3,0.1,0.1,0.1,9.7,9.74
18,AntoneSmith,TB,RB,2016,9,ATL,11.5,52.8,4.4,0.3,3.02,2.1,19.9,0.1,0.1,0.1,9.5,9.47
19,TerranceWest,BAL,RB,2016,9,PIT,14.2,61.5,4.4,0.4,2.3,1.6,11,0,0.1,0.1,9.4,9.45
20,LataviusMurray,OAK,RB,2016,9,DEN,12.5,51.3,4.2,0.4,3.05,2.3,14,0.1,0.1,0.1,9.3,9.33
21,JerickMcKinnonIR,MIN,RB,2016,9,DET,13.4,56.5,4.3,0.2,3.42,2.3,18.4,0.1,0.1,0.1,9.1,9.09
22,TyMontgomery,GB,RB,2016,9,IND,6.7,30.9,4.4,0.3,6.16,4.4,39.7,0.1,0.2,0.2,9.1,9.06
23,DuJuanHarris,SF,RB,2016,9,NO,13.1,52.1,4,0.5,1.65,1.2,9.9,0,0.1,0.1,9,9
24,RashadJennings,NYG,RB,2016,9,PHI,12.3,51.9,4.3,0.3,2.79,2.1,15.7,0,0.1,0.1,8.4,8.36
25,MattAsiata,MIN,RB,2016,9,DET,9.6,37,3.7,0.3,3.33,2.4,18.5,0.1,0.1,0.1,7.8,7.75
26,DarrenSprolesO,PHI,RB,2016,9,NYG,8,34,4.2,0.2,4.46,3.1,24.6,0.1,0.1,0.1,7.5,7.46
27,DukeJohnson,CLE,RB,2016,9,DAL,5.4,22.6,4.6,0.2,5.98,4.4,34.8,0.1,0.1,0.1,7.3,7.34
28,TerronWard,ATL,RB,2016,9,TB,8,33.1,4.1,0.3,1.8,1.3,11.6,0.1,0.1,0.1,6.7,6.67
29,CJProsiseD,SEA,RB,2016,9,BUF,6.4,25.8,4.3,0.2,3.4,2.6,24.6,0.1,0.1,0.1,6.6,6.64
30,TimHightower,NO,RB,2016,9,SF,6.9,31.3,4.4,0.3,1.94,1.4,10.7,0.1,0.1,0.1,6.4,6.4
31,RyanMathews,PHI,RB,2016,9,NYG,10.1,41.5,4.2,0.3,1.45,1.1,7.5,0,0.2,0.2,6.3,6.3
32,DerrickHenry,TEN,RB,2016,9,LAC,8,32.5,4,0.2,2.53,1.7,14,0.1,0.1,0.1,6.2,6.25
33,TJYeldonP,JAX,RB,2016,9,KC,7.7,31.9,4,0.1,3.7,2.5,18.6,0.1,0.1,0.1,6,6.05
34,MikeDavis,SF,RB,2016,9,NO,8.3,32.8,4.1,0.4,0.74,0.5,3.6,0,0.1,0.1,5.8,5.84
35,BilalPowell,NYJ,RB,2016,9,MIA,5,22,4.4,0.1,4.64,3.2,24.1,0.1,0.1,0.1,5.6,5.61
36,ChrisIvory,JAX,RB,2016,9,KC,8.6,36.1,4,0.2,2,1.4,9.3,0,0.1,0.1,5.5,5.54
37,PeytonBarber,TB,RB,2016,9,ATL,8.6,35.2,3.9,0.2,1.35,1,7.4,0,0.1,0.1,5.3,5.26
38,AaronRipkowski,GB,FB,2016,9,IND,6,25.2,4.2,0.2,1.19,0.9,7.1,0.1,0,0,5,5.03
39,BobbyRainey,NYG,RB,2016,9,PHI,4,16.9,4.2,0.1,3.01,2.2,16.2,0.1,0,0,4.5,4.51
40,DonJackson,GB,RB,2016,9,IND,6.2,25.6,4.3,0.2,1.48,1.1,7.6,0,0.1,0.1,4.3,4.32
41,JalenRichard,OAK,RB,2016,9,DEN,4.2,18.8,4.8,0.1,2.2,1.5,10.4,0.1,0,0,4.1,4.12
42,ShaunDraughn,SF,RB,2016,9,NO,3.6,13.8,3.5,0.1,2.75,1.9,15,0.1,0.1,0.1,3.9,3.88
43,AlfredMorrisQ,DAL,RB,2016,9,CLE,5.3,23.3,4.6,0.2,0.26,0.2,1.8,0,0,0,3.7,3.71
44,DeandreWashingtonQ,OAK,RB,2016,9,DEN,5.4,23.6,4.8,0.1,1.34,1,7.2,0,0.1,0.1,3.5,3.48
45,RobertTurbinSUS,IND,RB,2016,9,GB,2.5,9.3,4.5,0,2.64,2,16.4,0.1,0,0,3.2,3.17
46,PaulPerkins,NYG,RB,2016,9,PHI,4.4,18.5,4.5,0.1,1.59,1.1,9.1,0,0.1,0.1,3.2,3.16
46,ZachZenner,DET,RB,2016,9,MIN,5.5,21,3.5,0.1,1.34,0.9,6.6,0,0.1,0.1,3.2,3.16
48,KennethDixonIR,BAL,RB,2016,9,PIT,4.2,17.5,4.5,0.1,1.59,1.2,9.5,0,0.1,0.1,3.1,3.1
49,FozzyWhittakerIR,CAR,RB,2016,9,LAR,2.9,11.5,4,0.1,2.36,1.6,12.2,0,0.1,0.1,2.8,2.77
50,KapriBibbs,DEN,RB,2016,9,OAK,4.1,18,4.5,0.1,0.93,0.7,5.6,0,0.1,0.1,2.8,2.76
