Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AdrianPetersonQ,MIN,RB,2013,7,NYG,24,112,4.7,1,3,3,17,0,0,0,18.9,18.9
2,LeSeanMcCoyQ,PHI,RB,2013,7,DAL,23,110,4.8,0,4,3,58,0,0,0,16.8,16.8
3,RayRice,BAL,RB,2013,7,PIT,19,67,3.5,1,8,7,29,0,0,0,15.6,15.6
4,MattForteIR,CHI,RB,2013,7,WAS,21,103,4.9,0,8,8,52,0,0,0,15.5,15.5
5,KnowshonMoreno,DEN,RB,2013,7,IND,12,59,4.9,1,3,3,26,0,0,0,14.5,14.5
6,DougMartin,TB,RB,2013,7,ATL,35,122,3.5,0,5,3,17,0,0,0,13.9,13.9
7,JamaalCharles,KC,RB,2013,7,HOU,20,81,4,0,9,6,56,0,0,0,13.7,13.7
8,ArianFoster,HOU,RB,2013,7,KC,20,96,4.8,0,5,3,30,0,0,0,12.6,12.6
8,DeAngeloWilliams,CAR,RB,2013,7,LAR,24,102,4.2,0,3,3,24,0,0,0,12.6,12.6
10,ReggieBush,DET,RB,2013,7,CIN,15,72,4.8,0,5,4,50,0,0,0,12.2,12.2
11,FrankGore,SF,RB,2013,7,TEN,21,109,5.2,0,2,1,8,0,0,0,11.7,11.7
12,RyanMathews,LAC,RB,2013,7,JAX,25,100,4,0,2,2,14,0,0,0,11.4,11.4
12,EddieLacy,GB,RB,2013,7,CLE,23,102,4.4,0,1,1,12,0,0,0,11.4,11.4
14,MarshawnLynchP,SEA,RB,2013,7,ARI,17,74,4.4,0,2,2,27,0,0,0,10.1,10.1
15,JosephRandle,DAL,RB,2013,7,PHI,6,21,3.5,1,3,3,18,0,0,0,9.9,9.9
15,ZacStacy,LAR,RB,2013,7,CAR,19,93,4.9,0,1,1,6,0,0,0,9.9,9.9
17,AlfredMorrisQ,WAS,RB,2013,7,CHI,18,92,5.1,0,1,1,5,0,0,0,9.7,9.7
18,BilalPowell,NYJ,RB,2013,7,NE,16,70,4.4,0,3,2,21,0,0,0,9.1,9.1
18,DannyWoodheadIR,LAC,RB,2013,7,JAX,9,33,3.7,0,8,8,58,0,0,0,9.1,9.1
20,GiovaniBernardP,CIN,RB,2013,7,DET,12,46,3.8,0,4,4,41,0,0,0,8.7,8.7
21,ChrisJohnson,TEN,RB,2013,7,SF,18,63,3.5,0,3,3,23,0,0,0,8.6,8.6
22,JacquizzRodgers,ATL,RB,2013,7,TB,15,53,3.5,0,5,5,32,0,0,0,8.5,8.5
23,CJSpiller,BUF,RB,2013,7,MIA,16,75,4.7,0,2,2,9,0,0,0,8.4,8.4
24,TrentRichardson,IND,RB,2013,7,DEN,21,71,3.4,0,3,2,11,0,0,0,8.2,8.2
25,LamarMiller,MIA,RB,2013,7,BUF,17,71,4.2,0,2,2,7,0,0,0,7.8,7.8
25,MauriceJones-Drew,JAX,RB,2013,7,LAC,19,66,3.5,0,2,2,12,0,0,0,7.8,7.8
27,StevanRidley,NE,RB,2013,7,NYJ,16,62,3.9,0,1,1,11,0,0,0,7.3,7.3
28,FredJackson,BUF,RB,2013,7,MIA,12,51,4.2,0,4,3,21,0,0,0,7.2,7.2
29,AndreEllington,ARI,RB,2013,7,SEA,5,36,7.2,0,5,4,34,0,0,0,7,7
30,BrandonBolden,NE,RB,2013,7,NYJ,7,38,5.4,0,4,4,26,0,0,0,6.4,6.4
31,JoiqueBell,DET,RB,2013,7,CIN,8,27,3.4,0,4,3,31,0,0,0,5.8,5.8
32,BenJarvusGreen-Ellis,CIN,RB,2013,7,DET,16,56,3.5,0,0,0,1,0,0,0,5.7,5.7
32,Le'VeonBellO,PIT,RB,2013,7,BAL,11,37,3.4,0,3,3,20,0,0,0,5.7,5.7
34,ChrisOgbonnaya,CLE,RB,2013,7,GB,3,18,6,0,6,5,35,0,0,0,5.3,5.3
35,JasonSnelling,ATL,RB,2013,7,TB,6,23,3.8,0,3,3,28,0,0,0,5.1,5.1
35,WillisMcGahee,CLE,RB,2013,7,GB,14,47,3.4,0,0,0,4,0,0,0,5.1,5.1
37,RonnieHillman,DEN,RB,2013,7,IND,7,30,4.3,0,2,2,19,0,0,0,4.9,4.9
38,BenTate,HOU,RB,2013,7,KC,8,40,5,0,2,2,8,0,0,0,4.8,4.8
38,BryceBrown,PHI,RB,2013,7,DAL,8,29,3.6,0,2,2,19,0,0,0,4.8,4.8
40,RoyHelu,WAS,RB,2013,7,CHI,4,19,4.8,0,2,2,28,0,0,0,4.7,4.7
41,ChrisIvory,NYJ,RB,2013,7,NE,13,46,3.5,0,0,0,0,0,0,0,4.6,4.6
41,PhillipTanner,DAL,RB,2013,7,PHI,9,32,3.6,0,1,1,14,0,0,0,4.6,4.6
43,RashardMendenhall,ARI,RB,2013,7,SEA,10,34,3.4,0,2,2,10,0,0,0,4.4,4.4
44,DonaldBrown,IND,RB,2013,7,DEN,5,36,7.2,0,1,1,6,0,0,0,4.2,4.2
45,DarylRichardson,LAR,RB,2013,7,CAR,7,24,3.4,0,2,2,15,0,0,0,3.9,3.9
46,DexterMcCluster,KC,RB,2013,7,HOU,0,1,0,0,5,4,37,0,0,0,3.8,3.8
47,MichaelCox,NYG,RB,2013,7,MIN,14,27,1.9,0,2,2,7,0,0,0,3.4,3.4
48,BernardPierce,BAL,RB,2013,7,PIT,8,28,3.5,0,1,1,4,0,0,0,3.2,3.2
49,MikeTolbert,CAR,FB,2013,7,LAR,6,22,3.7,0,1,1,8,0,0,0,3,3
50,PeytonHillis,NYG,RB,2013,7,MIN,6,21,3.5,0,0,0,2,0,0,0,2.3,2.3
51,ShonnGreene,TEN,RB,2013,7,SF,5,18,3.6,0,0,0,3,0,0,0,2.1,2.1
52,KendallHunter,SF,RB,2013,7,TEN,4,16,4,0,0,0,1,0,0,0,1.7,1.7
53,StepfanTaylor,ARI,RB,2013,7,SEA,0,0,0,0,0,0,0,0,0,0,0,0
53,RobertTurbinSUS,SEA,RB,2013,7,ARI,0,0,0,0,0,0,0,0,0,0,0,0
53,MikeJames,TB,RB,2013,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0
53,BrianLeonard,TB,RB,2013,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0
53,ErikLorig,TB,FB,2013,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0
53,AntoneSmith,ATL,RB,2013,7,TB,0,0,0,0,0,0,0,0,0,0,0,0
53,CedricPeerman,CIN,RB,2013,7,DET,0,0,0,0,0,0,0,0,0,0,0,0
53,MikelLeshoure,DET,RB,2013,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0
53,CyrusGray,KC,RB,2013,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0
53,KnileDavis,KC,RB,2013,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0
53,AnthonySherman,KC,FB,2013,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0
53,MarcusThigpen,MIA,RB,2013,7,BUF,0,0,0,0,0,0,0,0,0,0,0,0
53,FrankSummers,BUF,FB,2013,7,MIA,0,0,0,0,0,0,0,0,0,0,0,0
53,TashardChoice,BUF,RB,2013,7,MIA,0,0,0,0,0,0,0,0,0,0,0,0
53,AlexGreen,NYJ,RB,2013,7,NE,0,0,0,0,0,0,0,0,0,0,0,0
53,LeGarretteBlount,NE,RB,2013,7,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
53,TonyFiammetta,CHI,FB,2013,7,WAS,0,0,0,0,0,0,0,0,0,0,0,0
53,DarrelYoung,WAS,FB,2013,7,CHI,0,0,0,0,0,0,0,0,0,0,0,0
53,EvanRoyster,WAS,RB,2013,7,CHI,0,0,0,0,0,0,0,0,0,0,0,0
53,RichieBrockel,CAR,FB,2013,7,LAR,0,0,0,0,0,0,0,0,0,0,0,0
53,LeRonMcClain,LAC,RB,2013,7,JAX,0,0,0,0,0,0,0,0,0,0,0,0
53,RonnieBrown,LAC,RB,2013,7,JAX,0,0,0,0,0,0,0,0,0,0,0,0
53,WillTa'ufo'ou,JAX,FB,2013,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0
53,JustinForsett,JAX,RB,2013,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0
