Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,WilLutz,NO,K,2017,6,DET,2,2.1,100,0,3.2,3.2,9.2,9.2
1,DustinHopkins,WAS,K,2017,6,SF,2.1,2.2,100,0,2.9,2.9,9.2,9.2
3,StephenGostkowski,NE,K,2017,6,NYJ,2,2.1,100,0,3.1,3.1,9.1,9.1
4,Ka'imiFairbairn,HOU,K,2017,6,CLE,2,2.1,100,0,3,3,9,9
4,GiorgioTavecchio,OAK,K,2017,6,LAC,2,2.1,100,0,3,3,9,9
6,MattBryant,ATL,K,2017,6,MIA,2,2.1,100,0,2.8,2.8,8.8,8.8
6,RyanSuccopP,TEN,K,2017,6,IND,2,2,100,0,2.8,2.8,8.8,8.8
8,HarrisonButker,KC,K,2017,6,PIT,1.9,2.1,100,0,2.7,2.7,8.4,8.4
8,BrandonMcManus,DEN,K,2017,6,NYG,2,2.1,100,0,2.4,2.4,8.4,8.4
10,GrahamGano,CAR,K,2017,6,PHI,2,2.1,100,0,2.3,2.3,8.3,8.3
10,JustinTucker,BAL,K,2017,6,CHI,2,2.1,100,0,2.3,2.3,8.3,8.3
10,MattPrater,DET,K,2017,6,NO,1.9,2,100,0,2.6,2.6,8.3,8.3
13,JasonMyers,JAX,K,2017,6,LAR,2,2.1,100,0,2.1,2.1,8.1,8.1
13,AdamVinatieri,IND,K,2017,6,TEN,1.9,1.9,100,0,2.4,2.4,8.1,8.1
15,JakeElliott,PHI,K,2017,6,CAR,2,2.1,100,0,2,2,8,8
16,GregZuerlein,LAR,K,2017,6,JAX,1.9,2,100,0,2.1,2.1,7.8,7.8
17,KaiForbath,MIN,K,2017,6,GB,1.8,1.9,100,0,2.3,2.3,7.7,7.7
17,RobbieGould,SF,K,2017,6,WAS,1.9,2,100,0,2,2,7.7,7.7
19,PhilDawson,ARI,K,2017,6,TB,1.6,1.7,100,0,2.7,2.7,7.5,7.5
20,MasonCrosby,GB,K,2017,6,MIN,1.5,1.5,100,0,2.8,2.8,7.3,7.3
20,ChandlerCatanzaro,NYJ,K,2017,6,NE,1.8,1.8,100,0,1.9,1.9,7.3,7.3
22,NickNovak,LAC,K,2017,6,OAK,1.6,1.7,100,0,2.3,2.3,7.1,7.1
23,ChrisBoswell,PIT,K,2017,6,KC,1.5,1.6,100,0,2.3,2.3,6.8,6.8
24,PatrickMurray,TB,K,2017,6,ARI,1.5,1.8,100,0,2.2,2.2,6.7,6.7
25,ZaneGonzalez,CLE,K,2017,6,HOU,1.1,1.3,100,0,1.8,1.8,5.1,5.1
26,CodyParkey,MIA,K,2017,6,ATL,1.1,1.1,100,0,1.7,1.7,5,5
27,ConnorBarth,CHI,K,2017,6,BAL,1,1.1,100,0,1.8,1.8,4.8,4.8
28,AldrickRosas,NYG,K,2017,6,DEN,1,1,100,0,1.3,1.3,4.3,4.3
29,CalebSturgis,PHI,K,2017,6,CAR,0,0,0,0,0,0,0,0
29,NickFolk,TB,K,2017,6,ARI,0,0,0,0,0,0,0,0
29,SebastianJanikowski,OAK,K,2017,6,LAC,0,0,0,0,0,0,0,0
