Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JulioJonesP,ATL,WR,2017,7,NE,8.64,6,66.7,84.4,0.5,0,9.3,14,0,0,0,0,0,0,11.4,11.44
2,AntonioBrown,PIT,WR,2017,7,CIN,10.43,6.4,60,82.6,0.5,0,8.3,13.8,0,0,0,0,0,0,11.3,11.26
3,AJGreenP,CIN,WR,2017,7,PIT,7.72,5.4,62.5,78.9,0.5,0,9.9,15.8,0,0,0,0,0,0,10.9,10.89
4,MichaelThomas,NO,WR,2017,7,GB,8,5.2,62.5,71.1,0.6,0,8.9,14.2,0,0,0,0,0,0,10.7,10.71
5,DezBryant,DAL,WR,2017,7,SF,7.29,4.8,71.4,69.2,0.6,0,9.9,13.8,0,0,0,0,0,0,10.5,10.52
6,MikeEvans,TB,WR,2017,7,BUF,7.35,4.9,71.4,72.4,0.5,0,10.3,14.4,0,0,0,0,0,0,10.2,10.24
7,BrandinCooks,NE,WR,2017,7,ATL,6.72,4.7,71.4,73,0.4,0,10.4,14.6,0.2,0.5,0,0,0,0,9.8,9.75
8,DemaryiusThomas,DEN,WR,2017,7,LAC,8.32,5.7,75,70.8,0.4,0,8.9,11.8,0,0,0,0,0,0,9.5,9.48
9,MichaelCrabtree,OAK,WR,2017,7,KC,7.65,5,62.5,63.7,0.5,0,8,12.8,0,0,0,0,0,0,9.4,9.37
10,LarryFitzgeraldQ,ARI,WR,2017,7,LAR,8.35,6.1,75,69.2,0.4,0,8.6,11.5,0,0,0,0,0,0,9.3,9.32
11,ChrisHogan,NE,WR,2017,7,ATL,6.53,4.6,71.4,62.5,0.5,0,8.9,12.4,0.2,0.3,0,0,0,0,9.3,9.28
12,JordyNelson,GB,WR,2017,7,NO,8.52,4.9,55.6,62.2,0.5,0,6.9,12.4,0,0,0,0,0,0,9.2,9.22
13,T.Y.Hilton,IND,WR,2017,7,JAX,6.19,4.3,66.7,65.9,0.4,0,11,16.5,0,0,0,0,0,0,9,8.99
14,DougBaldwinQ,SEA,WR,2017,7,NYG,8.21,5.2,62.5,65.5,0.4,0,8.2,13.2,0.2,0.1,0,0,0,0,9,8.96
15,AdamThielen,MIN,WR,2017,7,BAL,6.7,5,71.4,66.4,0.3,0,9.4,13.2,0.1,0.3,0,0,0,0,8.5,8.47
16,PierreGarcon,SF,WR,2017,7,DAL,9.96,5.6,60,66.3,0.3,0,6.6,11,0,0,0,0,0,0,8.4,8.43
17,TyreekHill,KC,WR,2017,7,OAK,7.05,5,71.4,57.9,0.3,0,8.3,11.6,1.37,6.6,7,0,0,0,8.2,8.25
18,AlshonJefferyQ,PHI,WR,2017,7,WAS,6.06,4.1,66.7,57.7,0.4,0,9.7,14.5,0,0,0,0,0,0,8.2,8.17
19,JarvisLandry,MIA,WR,2017,7,NYJ,10.68,6,54.5,62.5,0.3,0,5.6,10.3,0.2,0.2,0,0,0,0,8.1,8.07
20,DavanteAdams,GB,WR,2017,7,NO,5.45,4.1,80,53.8,0.4,0,10.8,13.5,0,0,0,0,0,0,7.8,7.78
21,RishardMatthews,TEN,WR,2017,7,CLE,8.44,4.8,62.5,58.9,0.3,0,7.4,11.8,0,0.1,0,0,0,0,7.7,7.7
22,KelvinBenjamin,CAR,WR,2017,7,CHI,6.92,4,57.1,57.7,0.3,0,8.3,14.5,0,0,0,0,0,0,7.6,7.57
22,KeenanAllenQ,LAC,WR,2017,7,DEN,8.67,5.1,55.6,57.7,0.3,0,6.4,11.6,0,0,0,0,0,0,7.6,7.57
24,DeSeanJackson,TB,WR,2017,7,BUF,6.31,3.9,66.7,57.4,0.3,0,9.5,14.2,0,0,0,0,0,0,7.5,7.54
25,DevinFunchess,CAR,WR,2017,7,CHI,7.13,4.6,71.4,56.1,0.3,0,8,11.2,0,0.1,0,0,0,0,7.4,7.42
26,EricDecker,TEN,WR,2017,7,CLE,6,3.9,66.7,47.9,0.4,0,8,12,0,0,0,0,0,0,7.2,7.19
27,TerrellePryorP,WAS,WR,2017,7,PHI,5.76,4,66.7,53.6,0.3,0,9,13.5,0.1,0,0,0,0,0,7.2,7.16
28,TedGinnP,NO,WR,2017,7,GB,6.38,3.8,66.7,50.3,0.3,0,8.3,12.5,0.7,1.7,2,0,0,0,7,7
29,RandallCobbQ,GB,WR,2017,7,NO,7.05,4.1,57.1,45.3,0.4,0,6.4,11.2,0.3,0.4,0,0,0,0,7,6.97
30,JohnBrown,ARI,WR,2017,7,LAR,6.26,3.6,66.7,50,0.3,0,8.3,12.5,0.2,0.3,0,0,0,0,6.8,6.83
31,AmariCooper,OAK,WR,2017,7,KC,5.14,3.7,80,49.6,0.3,0,10,12.5,0,0.1,0,0,0,0,6.8,6.77
32,NelsonAgholor,PHI,WR,2017,7,WAS,4.86,3.1,60,42.9,0.4,0,8.6,14.3,0.1,0.3,0,0,0,0,6.7,6.72
33,DannyAmendola,NE,WR,2017,7,ATL,7.78,4.5,50,48.1,0.3,0,6,12,0,0,0,0,0,0,6.6,6.61
34,AllenHurns,JAX,WR,2017,7,IND,6.43,3.9,66.7,48,0.3,0,8,12,0,0,0,0,0,0,6.6,6.6
35,RobertWoods,LAR,WR,2017,7,ARI,6.6,4,57.1,53.2,0.2,0,7.6,13.2,0,0.2,0,0,0,0,6.5,6.54
36,CooperKupp,LAR,WR,2017,7,ARI,5.1,3.7,80,46.9,0.3,0,9.4,11.8,0,0.2,0,0,0,0,6.5,6.51
37,MartavisBryant,PIT,WR,2017,7,CIN,5.61,3.3,50,46.2,0.3,0,7.7,15.3,0.2,0.8,0,0,0,0,6.5,6.5
38,MohamedSanu,ATL,WR,2017,7,NE,7.08,4,57.1,45.2,0.3,0,6.4,11.2,0.1,0.5,0,0,0,0,6.4,6.37
39,TaylorGabriel,ATL,WR,2017,7,NE,5.8,3.3,50,43.9,0.3,0,7.3,14.7,0.2,0.6,0,0,0,0,6.2,6.25
