Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,MinnesotaVikings,MIN,DST,2016,14,JAX,0,2.9,0,1.4,0.8,0,0,0,17,10.1,10.1
2,CincinnatiBengals,CIN,DST,2016,14,CLE,0,2.4,0,1.2,0.6,0,0,0,16.8,8.8,8.8
3,DenverBroncos,DEN,DST,2016,14,TEN,0,2.5,0,1.1,0.7,0,0,0,20.2,8.3,8.3
4,ArizonaCardinals,ARI,DST,2016,14,MIA,0,2.6,0,1,0.7,0,0,0,20.2,8.2,8.2
4,IndianapolisColts,IND,DST,2016,14,HOU,0,2,0,1,0.7,0,0,0,20.6,8.2,8.2
6,DallasCowboys,DAL,DST,2016,14,NYG,0,2.1,0,0.8,0.8,0,0,0,20.6,8.1,8.1
7,NewEnglandPatriots,NE,DST,2016,14,BAL,0,2.2,0,1,0.8,0,0,0,19,8,8
8,AtlantaFalcons,ATL,DST,2016,14,LAR,0,2.2,0,1,0.7,0,0,0,19,7.8,7.8
8,MiamiDolphins,MIA,DST,2016,14,ARI,0,2.4,0,1,0.7,0.1,0,0,23.1,7.8,7.8
10,DetroitLions,DET,DST,2016,14,CHI,0,1.9,0,1,0.6,0.1,0,0,19.7,7.5,7.5
11,TampaBayBuccaneers,TB,DST,2016,14,NO,0,2.1,0,1.1,0.9,0,0,0,24.7,7.3,7.3
11,CarolinaPanthers,CAR,DST,2016,14,LAC,0,2.5,0,1.1,0.7,0,0,0,21.6,7.3,7.3
13,LosAngelesChargers,LAC,DST,2016,14,CAR,0,2.2,0,1.1,0.8,0,0,0,24.1,7.2,7.2
14,OaklandRaiders,OAK,DST,2016,14,KC,0,2,0,0.8,0.7,0,0,0,25.3,6.8,6.8
14,WashingtonRedskins,WAS,DST,2016,14,PHI,0,2.4,0,0.9,0.7,0,0,0,22.4,6.8,6.8
14,SeattleSeahawks,SEA,DST,2016,14,GB,0,2.2,0,0.8,0.7,0,0,0,20.9,6.8,6.8
14,TennesseeTitans,TEN,DST,2016,14,DEN,0,2.4,0,1.1,0.5,0,0,0,22.1,6.8,6.8
18,HoustonTexans,HOU,DST,2016,14,IND,0,2.3,0,1,0.6,0,0,0,22.4,6.7,6.7
19,NewOrleansSaints,NO,DST,2016,14,TB,0,2,0,0.9,0.8,0,0,0,25.5,6.6,6.6
19,BuffaloBills,BUF,DST,2016,14,PIT,0,2,0,0.9,0.5,0,0,0,24.8,6.6,6.6
21,PittsburghSteelers,PIT,DST,2016,14,BUF,0,2.5,0,0.8,0.6,0,0,0,21.9,6.5,6.5
21,PhiladelphiaEagles,PHI,DST,2016,14,WAS,0,1.9,0,0.9,0.8,0,0,0,23.9,6.5,6.5
21,JacksonvilleJaguars,JAX,DST,2016,14,MIN,0,2.5,0,0.7,0.6,0.1,0,0,21.2,6.5,6.5
24,KansasCityChiefs,KC,DST,2016,14,OAK,0,1.8,0,0.9,0.7,0,0,0,24.1,6.2,6.2
24,SanFrancisco49ers,SF,DST,2016,14,NYJ,0,1.8,0,1,0.6,0,0,0,21.9,6.2,6.2
26,ChicagoBears,CHI,DST,2016,14,DET,0,2.5,0,0.8,0.5,0.1,0,0,24.2,5.9,5.9
26,NewYorkGiants,NYG,DST,2016,14,DAL,0,1.9,0,0.7,0.7,0,0,0,25.8,5.9,5.9
28,LosAngelesRams,LAR,DST,2016,14,ATL,0,1.9,0,0.8,0.5,0,0,0,25.7,5.7,5.7
29,NewYorkJets,NYJ,DST,2016,14,SF,0,2.2,0,0.7,0.7,0,0,0,21.7,5.6,5.6
30,BaltimoreRavens,BAL,DST,2016,14,NE,0,2.1,0,0.7,0.6,0.1,0,0,25.1,5.5,5.5
30,ClevelandBrowns,CLE,DST,2016,14,CIN,0,1.9,0,0.7,0.5,0,0,0,25.5,5.5,5.5
32,GreenBayPackers,GB,DST,2016,14,SEA,0,2.4,0,0.7,0.5,0,0,0,23,5.4,5.4
