Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JimmyGrahamP,NO,TE,2013,15,LAR,10,7,70,87,1,39,8.7,12.4,0,0,0,0,0,0,14.7,14.7
2,JuliusThomas,DEN,TE,2013,15,LAC,6,5,83.3,65,1,29,10.8,13,0,0,0,0,0,0,12.5,12.5
3,AntonioGates,LAC,TE,2013,15,DEN,11,8,72.7,91,0,41,8.3,11.4,0,0,0,0,0,0,9.1,9.1
3,JordanCameron,CLE,TE,2013,15,CHI,12,9,75,91,0,41,7.6,10.1,0,0,0,0,0,0,9.1,9.1
5,HeathMiller,PIT,TE,2013,15,CIN,9,8,88.9,82,0,36,9.1,10.2,0,0,0,0,0,0,8.2,8.2
6,ScottChandler,BUF,TE,2013,15,JAX,8,6,75,80,0,36,10,13.3,0,0,0,0,0,0,8,8
7,CharlesClayQ,MIA,TE,2013,15,NE,9,7,77.8,77,0,34,8.6,11,0,0,0,0,0,0,7.7,7.7
8,GregOlsenO,CAR,TE,2013,15,NYJ,11,8,72.7,75,0,34,6.8,9.4,0,0,0,0,0,0,7.5,7.5
9,CobyFleener,IND,TE,2013,15,HOU,9,6,66.7,73,0,33,8.1,12.2,0,0,0,0,0,0,7.3,7.3
10,DelanieWalkerIR,TEN,TE,2013,15,ARI,8,7,87.5,71,0,32,8.9,10.1,0,0,0,0,0,0,7.1,7.1
11,MartellusBennett,CHI,TE,2013,15,CLE,7,6,85.7,68,0,30,9.7,11.3,0,0,0,0,0,0,6.8,6.8
12,TonyGonzalez,ATL,TE,2013,15,WAS,9,7,77.8,66,0,29,7.3,9.4,0,0,0,0,0,0,6.6,6.6
13,SeanMcGrath,KC,TE,2013,15,OAK,6,5,83.3,63,0,28,10.5,12.6,0,0,0,0,0,0,6.3,6.3
14,JasonWittenIR,DAL,TE,2013,15,GB,6,4,66.7,54,0,24,9,13.5,0,0,0,0,0,0,5.4,5.4
15,JacobTamme,DEN,TE,2013,15,LAC,5,5,100,51,0,23,10.2,10.2,0,0,0,0,0,0,5.1,5.1
15,ZachMiller,SEA,TE,2013,15,NYG,4,3,75,51,0,23,12.8,17,0,0,0,0,0,0,5.1,5.1
17,VernonDavis,SF,TE,2013,15,TB,5,4,80,49,0,22,9.8,12.2,0,0,0,0,0,0,4.9,4.9
18,TylerEifert,CIN,TE,2013,15,PIT,7,5,71.4,47,0,21,6.7,9.4,0,0,0,0,0,0,4.7,4.7
19,JaredCook,LAR,TE,2013,15,NO,5,3,60,44,0,19,8.8,14.7,0,0,0,0,0,0,4.4,4.4
20,TimWright,TB,TE,2013,15,SF,5,4,80,43,0,19,8.6,10.8,0,0,0,0,0,0,4.3,4.3
20,DennisPitta,BAL,TE,2013,15,DET,6,4,66.7,43,0,19,7.2,10.8,0,0,0,0,0,0,4.3,4.3
22,JimDray,ARI,TE,2013,15,TEN,4,4,100,39,0,17,9.8,9.8,0,0,0,0,0,0,3.9,3.9
23,RyanGriffin,HOU,TE,2013,15,IND,4,3,75,38,0,17,9.5,12.7,0,0,0,0,0,0,3.8,3.8
24,LadariusGreen,LAC,TE,2013,15,DEN,3,2,66.7,37,0,16,12.3,18.5,0,0,0,0,0,0,3.7,3.7
25,FredDavis,WAS,TE,2013,15,ATL,4,3,75,36,0,16,9,12,0,0,0,0,0,0,3.6,3.6
