Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AdamVinatieri,IND,K,2014,17,TEN,2,2,100,0,4,4,10,10
1,ConnorBarth,DEN,K,2014,17,OAK,2,2,100,0,4,4,10,10
3,CalebSturgis,MIA,K,2014,17,NYJ,2,2,100,0,3,3,9,9
3,StephenGostkowski,NE,K,2014,17,BUF,2,2,100,0,3,3,9,9
3,MikeNugentIR,CIN,K,2014,17,PIT,2,2,100,0,3,3,9,9
3,ShaunSuisham,PIT,K,2014,17,CIN,2,2,100,0,3,3,9,9
3,BlairWalsh,MIN,K,2014,17,CHI,2,2,100,0,3,3,9,9
3,ShayneGraham,NO,K,2014,17,TB,2,2,100,0,3,3,9,9
3,JustinTucker,BAL,K,2014,17,CLE,2,2,100,0,3,3,9,9
3,MasonCrosby,GB,K,2014,17,DET,2,2,100,0,3,3,9,9
3,CairoSantos,KC,K,2014,17,LAC,2,2,100,0,3,3,9,9
3,MattBryant,ATL,K,2014,17,CAR,2,2,100,0,3,3,9,9
3,DanBailey,DAL,K,2014,17,WAS,2,2,100,0,3,3,9,9
3,CodyParkey,PHI,K,2014,17,NYG,2,2,100,0,3,3,9,9
3,JoshBrown,NYG,K,2014,17,PHI,2,2,100,0,3,3,9,9
3,StevenHauschka,SEA,K,2014,17,LAR,2,2,100,0,3,3,9,9
17,NickFolk,NYJ,K,2014,17,MIA,2,2,100,0,2,2,8,8
17,DanCarpenter,BUF,K,2014,17,NE,2,2,100,0,2,2,8,8
17,RandyBullock,HOU,K,2014,17,JAX,2,2,100,0,2,2,8,8
17,JayFeely,CHI,K,2014,17,MIN,2,2,100,0,2,2,8,8
17,PatrickMurray,TB,K,2014,17,NO,2,2,100,0,2,2,8,8
17,RyanSuccopP,TEN,K,2014,17,IND,2,2,100,0,2,2,8,8
17,GarrettHartley,CLE,K,2014,17,BAL,2,2,100,0,2,2,8,8
17,MattPrater,DET,K,2014,17,GB,2,2,100,0,2,2,8,8
17,NickNovak,LAC,K,2014,17,KC,2,2,100,0,2,2,8,8
17,GrahamGano,CAR,K,2014,17,ATL,2,2,100,0,2,2,8,8
17,PhilDawson,SF,K,2014,17,ARI,2,2,100,0,2,2,8,8
28,JoshScobee,JAX,K,2014,17,HOU,2,2,100,0,1,1,7,7
28,ChandlerCatanzaro,ARI,K,2014,17,SF,2,2,100,0,1,1,7,7
28,GregZuerlein,LAR,K,2014,17,SEA,2,2,100,0,1,1,7,7
31,KaiForbath,WAS,K,2014,17,DAL,1,1,100,0,2,2,5,5
31,SebastianJanikowski,OAK,K,2014,17,DEN,1,1,100,0,2,2,5,5
