Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,DrewBrees,NO,QB,2016,13,DET,24.9,40.5,62.5,302.8,7.6,2.7,0.9,100.31,1.7,1.2,0.5,0,20.8,20.83
2,AaronRodgersQ,GB,QB,2016,13,HOU,26.5,38.3,68.4,283.3,7.4,2.1,0.8,96.71,3.6,19.6,5,0,19.7,19.69
3,TomBrady,NE,QB,2016,13,LAR,23.3,37.1,62.2,275.6,7.5,2.4,0.7,91.72,2.8,1.6,0.7,0,18.8,18.78
4,ColinKaepernick,SF,QB,2016,13,CHI,20.7,31.5,65.6,222.5,6.9,1.6,0.9,93.49,6.7,37.6,5.4,0.2,18.1,18.06
5,BenRoethlisberger,PIT,QB,2016,13,NYG,25,38.1,65.8,290.9,7.7,2.2,0.9,95.39,2,1.8,1,0,18,18.02
6,MatthewStafford,DET,QB,2016,13,NO,23.3,36.6,62.2,283.5,7.7,2.2,0.9,92.62,2.4,2.6,1.5,0,18,18
7,RussellWilson,SEA,QB,2016,13,CAR,24.8,35.9,69.4,262.6,7.3,1.8,0.8,97.34,4.5,18.3,4.5,0.1,17.9,17.93
8,MattRyan,ATL,QB,2016,13,KC,23.2,36.8,62.2,291.3,7.9,2,1,93.41,2.4,6.4,3,0,17.9,17.89
8,AndrewLuckP,IND,QB,2016,13,NYJ,23,38.1,60.5,269.2,7.1,2,0.9,88.6,4.2,17.2,4.2,0,17.9,17.89
10,TyrodTaylorQ,BUF,QB,2016,13,OAK,18.8,29.5,63.3,230.9,7.7,1.5,0.7,95.28,6.2,26.9,4.5,0.2,17.1,17.13
11,PhilipRivers,LAC,QB,2016,13,TB,23.2,37.1,62.2,280.3,7.6,2.1,1,92.17,1.5,0.9,0.5,0,17.1,17.1
12,DerekCarr,OAK,QB,2016,13,BUF,22.2,37,59.5,270.7,7.3,1.9,0.8,88.91,2.3,5.5,3,0,17,16.98
13,DakPrescott,DAL,QB,2016,13,MIN,20.2,32.2,62.5,239.3,7.5,1.6,0.6,93.1,3.7,18.1,4.5,0.1,16.6,16.58
14,EliManning,NYG,QB,2016,13,PIT,24,37.7,63.2,268.7,7.1,1.9,0.9,90.79,1.8,3.2,1.5,0,16.5,16.47
15,JameisWinston,TB,QB,2016,13,LAC,21.9,35.8,61.1,252.8,7,1.9,1,89.24,3,9.4,3,0,16,16.05
16,CamNewton,CAR,QB,2016,13,SEA,18.5,30.8,58.1,246.4,7.9,1.4,1.1,80.85,6.7,20.6,3,0.2,15.9,15.92
17,RyanFitzpatrick,NYJ,QB,2016,13,IND,22.5,33,66.7,249,7.5,1.7,0.9,96.65,3.2,12,4,0,15.8,15.76
18,CarsonPalmer,ARI,QB,2016,13,WAS,23.2,38.3,60.5,268,7.1,1.8,1.1,88.49,1.4,3,3,0,15.4,15.42
19,AlexSmith,KC,QB,2016,13,ATL,23.1,35,65.7,244.8,7,1.5,0.5,105.06,2.9,10.7,3.7,0,15.1,15.06
20,KirkCousins,WAS,QB,2016,13,ARI,24.1,36.9,64.9,269,7.3,1.5,0.8,93.19,2,4.8,2.5,0,15,15.04
21,RyanTannehillP,MIA,QB,2016,13,BAL,19.1,30.6,61.3,238.7,7.7,1.4,1,82.59,2.9,10.5,3.3,0,13.8,13.8
22,BrockOsweiler,HOU,QB,2016,13,GB,23.5,34.9,68.6,235.7,6.7,1.4,1.1,84.94,2.6,8.6,3,0,13.5,13.49
23,AndyDalton,CIN,QB,2016,13,PHI,21.8,34.4,64.7,238.1,7,1.2,0.9,82.72,3.4,14.6,5,0,13.4,13.38
24,SamBradfordQ,MIN,QB,2016,13,DAL,18.1,30.2,60,241.9,8.1,1.4,0.6,82.92,1.5,0.7,0.5,0,13.4,13.35
25,JoeFlacco,BAL,QB,2016,13,MIA,21.6,39.7,55,259.7,6.5,1.4,1.1,72.92,1.9,1.4,0.5,0,13.3,13.33
26,MattBarkley,CHI,QB,2016,13,SF,20,34,58.8,236.9,7,1.4,1.1,77.7,2,4.7,2.5,0,13,12.95
27,BlakeBortles,JAX,QB,2016,13,DEN,21.7,36.6,59.5,222.7,6,1.3,1.4,74.49,3.6,20.1,5,0,12.7,12.72
28,CarsonWentz,PHI,QB,2016,13,CIN,22.1,36.3,61.1,223.1,6.2,1.2,1,76.5,2.6,10.8,3.7,0,12.2,12.2
29,PaxtonLynch,DEN,QB,2016,13,JAX,15,24.9,60,199.4,8,1.2,0.8,81.92,1.85,8.9,4.5,0,12.1,12.07
30,JaredGoff,LAR,QB,2016,13,NE,16.3,27.2,59.3,217.4,8,1.3,1.3,81.87,2,1.7,1,0,10.7,10.67
31,TonyRomo,DAL,QB,2016,13,MIN,0.7,1.1,100,8.8,9,0.1,0,104.17,0.1,0.3,0,0,0.8,0.78
32,AJMcCarron,CIN,QB,2016,13,PHI,0.6,1.1,100,8.7,9,0,0,104.17,0.1,0.3,0,0,0.4,0.38
33,BlaineGabbertQ,SF,QB,2016,13,CHI,0.5,0.9,100,7,7,0,0,95.83,0.2,0.9,0,0,0.4,0.37
34,BrycePetty,NYJ,QB,2016,13,IND,0.6,1,100,7.7,8,0,0,100,0.1,0.4,0,0,0.4,0.35
35,CaseKeenum,LAR,QB,2016,13,NE,0.5,0.9,100,6.9,7,0,0,95.83,0.1,0.3,0,0,0.3,0.31
35,ChaseDaniel,PHI,QB,2016,13,CIN,0.5,0.9,100,7.1,7,0,0,95.83,0.1,0.3,0,0,0.3,0.31
37,ChadHenne,JAX,QB,2016,13,DEN,0.5,0.8,0,6.5,6,0,0,52.08,0.1,0.2,0,0,0.3,0.28
37,ColtMcCoy,WAS,QB,2016,13,ARI,0.5,0.8,0,6.3,6,0,0,52.08,0.1,0.3,0,0,0.3,0.28
39,LandryJones,PIT,QB,2016,13,NYG,0.4,0.7,0,5.8,6,0,0,52.08,0,0.4,0,0,0.3,0.27
39,RyanNassib,NYG,QB,2016,13,PIT,0.4,0.8,0,6.1,6,0,0,52.08,0.1,0.3,0,0,0.3,0.27
41,MattMoore,MIA,QB,2016,13,BAL,0.4,0.7,0,5.7,6,0,0,52.08,0.1,0.2,0,0,0.2,0.25
42,DanOrlovsky,DET,QB,2016,13,NO,0.4,0.7,0,5.4,5,0,0,47.92,0.1,0.2,0,0,0.2,0.24
43,NickFoles,KC,QB,2016,13,ATL,0.4,0.6,0,5.2,5,0,0,47.92,0,0.2,0,0,0.2,0.23
43,MattSchaub,ATL,QB,2016,13,KC,0.4,0.7,0,5.3,5,0,0,47.92,0.1,0.2,0,0,0.2,0.23
45,ShaunHill,MIN,QB,2016,13,DAL,0.4,0.6,0,5,5,0,0,47.92,0.1,0.2,0,0,0.2,0.22
45,LukeMcCown,NO,QB,2016,13,DET,0.4,0.6,0,5.1,5,0,0,47.92,0.1,0.2,0,0,0.2,0.22
47,DerekAnderson,CAR,QB,2016,13,SEA,0.3,0.5,0,4.2,4,0,0,43.75,0,0,0,0,0.2,0.17
48,RyanMallett,BAL,QB,2016,13,MIA,0.3,0.4,0,3.6,0,0,0,0,0,0.2,0,0,0.2,0.16
48,EJManuel,BUF,QB,2016,13,OAK,0.2,0.4,0,3.2,0,0,0,0,0.1,0.3,0,0,0.2,0.16
48,ScottTolzien,IND,QB,2016,13,NYJ,0.3,0.5,0,4.1,4,0,0,43.75,0,0,0,0,0.2,0.16
