Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,PittsburghSteelers,PIT,DST,2015,16,BAL,0,3,0,2,1,0,0,0,20,10,10
2,KansasCityChiefs,KC,DST,2015,16,CLE,0,3,0,1,1,0,0,0,18,8,8
2,CarolinaPanthers,CAR,DST,2015,16,ATL,0,3,0,1,1,0,0,0,19,8,8
2,DenverBroncos,DEN,DST,2015,16,CIN,0,3,0,1,1,0,0,0,20,8,8
2,HoustonTexans,HOU,DST,2015,16,TEN,0,3,0,1,1,0,0,0,18,8,8
2,CincinnatiBengals,CIN,DST,2015,16,DEN,0,3,0,1,1,0,0,0,17,8,8
2,BuffaloBills,BUF,DST,2015,16,DAL,0,3,0,1,1,0,0,0,20,8,8
2,DetroitLions,DET,DST,2015,16,SF,0,3,0,1,1,0,0,0,20,8,8
9,SeattleSeahawks,SEA,DST,2015,16,LAR,0,2,0,1,1,0,0,0,15,7,7
9,ArizonaCardinals,ARI,DST,2015,16,GB,0,3,0,1,1,0,0,0,22,7,7
9,MinnesotaVikings,MIN,DST,2015,16,NYG,0,3,0,1,1,0,0,0,22,7,7
9,WashingtonRedskins,WAS,DST,2015,16,PHI,0,3,0,1,1,0,0,0,23,7,7
9,OaklandRaiders,OAK,DST,2015,16,LAC,0,3,0,1,1,0,0,0,21,7,7
9,TennesseeTitans,TEN,DST,2015,16,HOU,0,3,0,1,1,0,0,0,22,7,7
15,PhiladelphiaEagles,PHI,DST,2015,16,WAS,0,2,0,1,1,0,0,0,25,6,6
15,IndianapolisColts,IND,DST,2015,16,MIA,0,2,0,1,1,0,0,0,25,6,6
17,MiamiDolphins,MIA,DST,2015,16,IND,0,3,0,1,0,0,0,0,21,5,5
17,NewEnglandPatriots,NE,DST,2015,16,NYJ,0,2,0,1,0,0,0,0,20,5,5
17,TampaBayBuccaneers,TB,DST,2015,16,CHI,0,3,0,1,0,0,0,0,21,5,5
17,NewYorkJets,NYJ,DST,2015,16,NE,0,3,0,1,0,0,0,0,24,5,5
17,NewOrleansSaints,NO,DST,2015,16,JAX,0,2,0,1,1,0,0,0,28,5,5
17,DallasCowboys,DAL,DST,2015,16,BUF,0,3,0,1,0,0,0,0,23,5,5
23,LosAngelesRams,LAR,DST,2015,16,SEA,0,2,0,1,0,0,0,0,25,4,4
23,GreenBayPackers,GB,DST,2015,16,ARI,0,2,0,1,0,0,0,0,25,4,4
23,NewYorkGiants,NYG,DST,2015,16,MIN,0,2,0,1,0,0,0,0,24,4,4
23,SanFrancisco49ers,SF,DST,2015,16,DET,0,2,0,1,0,0,0,0,23,4,4
23,ChicagoBears,CHI,DST,2015,16,TB,0,2,0,1,0,0,0,0,24,4,4
23,JacksonvilleJaguars,JAX,DST,2015,16,NO,0,2,0,1,0,0,0,0,27,4,4
23,LosAngelesChargers,LAC,DST,2015,16,OAK,0,2,0,1,0,0,0,0,23,4,4
30,AtlantaFalcons,ATL,DST,2015,16,CAR,0,2,0,1,0,0,0,0,28,3,3
30,BaltimoreRavens,BAL,DST,2015,16,PIT,0,2,0,1,0,0,0,0,28,3,3
32,ClevelandBrowns,CLE,DST,2015,16,KC,0,2,0,0,0,0,0,0,28,1,1
