Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CincinnatiBengals,CIN,DST,2013,6,BUF,4,2,5,0,0,0,0,0,16,0,0
1,PittsburghSteelers,PIT,DST,2013,6,NYJ,3,2,4,0,0,0,0,0,24,0,0
1,NewOrleansSaints,NO,DST,2013,6,NE,3,1,6,0,0,0,0,0,18,0,0
1,DetroitLions,DET,DST,2013,6,CLE,4,2,5,1,0,0,0,0,27,0,0
1,GreenBayPackers,GB,DST,2013,6,BAL,5,2,4,0,0,0,0,0,24,0,0
1,LosAngelesRams,LAR,DST,2013,6,HOU,5,2,4,0,0,0,0,0,26,0,0
1,JacksonvilleJaguars,JAX,DST,2013,6,DEN,3,0,4,0,0,0,0,0,31,0,0
1,IndianapolisColts,IND,DST,2013,6,LAC,3,1,4,0,0,0,0,0,16,0,0
1,OaklandRaiders,OAK,DST,2013,6,KC,5,1,5,0,0,0,0,0,18,0,0
1,WashingtonRedskins,WAS,DST,2013,6,DAL,5,2,6,0,0,0,0,0,24,0,0
1,NewYorkGiants,NYG,DST,2013,6,CHI,4,2,4,1,0,0,0,0,32,0,0
1,CarolinaPanthers,CAR,DST,2013,6,MIN,4,2,4,0,0,0,0,0,16,0,0
1,PhiladelphiaEagles,PHI,DST,2013,6,TB,4,3,3,1,1,0,0,0,32,0,0
1,ArizonaCardinals,ARI,DST,2013,6,SF,6,1,5,0,0,0,0,0,20,0,0
1,TennesseeTitans,TEN,DST,2013,6,SEA,4,1,7,0,0,0,0,0,22,0,0
1,BuffaloBills,BUF,DST,2013,6,CIN,4,2,5,1,0,0,0,0,26,0,0
1,NewYorkJets,NYJ,DST,2013,6,PIT,5,5,5,0,0,0,0,0,23,0,0
1,NewEnglandPatriots,NE,DST,2013,6,NO,4,1,6,0,0,0,0,0,15,0,0
1,ClevelandBrowns,CLE,DST,2013,6,DET,4,2,5,0,0,0,0,0,23,0,0
1,BaltimoreRavens,BAL,DST,2013,6,GB,5,1,6,0,0,0,0,0,23,0,0
1,HoustonTexans,HOU,DST,2013,6,LAR,5,3,5,0,0,0,0,0,27,0,0
1,DenverBroncos,DEN,DST,2013,6,JAX,5,4,6,1,0,0,0,0,24,0,0
1,LosAngelesChargers,LAC,DST,2013,6,IND,4,2,4,0,0,0,0,0,24,0,0
1,KansasCityChiefs,KC,DST,2013,6,OAK,4,2,4,0,1,0,0,0,16,0,0
1,DallasCowboys,DAL,DST,2013,6,WAS,4,2,3,0,0,0,0,0,27,0,0
1,ChicagoBears,CHI,DST,2013,6,NYG,4,2,2,1,2,0,0,0,24,0,0
1,MinnesotaVikings,MIN,DST,2013,6,CAR,5,2,5,0,0,0,0,0,26,0,0
1,TampaBayBuccaneers,TB,DST,2013,6,PHI,5,3,6,0,0,0,0,0,22,0,0
1,SanFrancisco49ers,SF,DST,2013,6,ARI,4,2,5,1,1,0,0,0,23,0,0
1,SeattleSeahawks,SEA,DST,2013,6,TEN,3,1,5,1,0,0,0,0,17,0,0
