Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2017,14,MIA,2.1,2.2,100,0,3.2,3.2,9.5,9.5
2,GregZuerlein,LAR,K,2017,14,PHI,2.3,2.4,100,0,2.5,2.5,9.4,9.4
3,MattBryant,ATL,K,2017,14,NO,2,2.1,100,0,2.8,2.8,8.8,8.8
3,WilLutz,NO,K,2017,14,ATL,2,2.2,100,0,2.8,2.8,8.8,8.8
5,HarrisonButker,KC,K,2017,14,OAK,2,2.1,100,0,2.4,2.4,8.4,8.4
5,ChrisBoswell,PIT,K,2017,14,BAL,2.1,2.2,100,0,2.1,2.1,8.4,8.4
7,RyanSuccopP,TEN,K,2017,14,ARI,2,2.1,100,0,2.3,2.3,8.3,8.3
8,MattPrater,DET,K,2017,14,TB,2,2.1,100,0,2.2,2.2,8.2,8.2
8,TravisCoons,LAC,K,2017,14,WAS,1.9,2.4,100,0,2.5,2.5,8.2,8.2
10,PhilDawson,ARI,K,2017,14,TEN,1.9,2.1,100,0,2.3,2.3,8,8
11,GrahamGano,CAR,K,2017,14,MIN,2,2.1,100,0,1.9,1.9,7.9,7.9
12,StevenHauschka,BUF,K,2017,14,IND,1.9,2.1,100,0,2.1,2.1,7.8,7.8
12,Ka'imiFairbairn,HOU,K,2017,14,SF,1.9,2.1,100,0,2.1,2.1,7.8,7.8
12,DanBailey,DAL,K,2017,14,NYG,1.7,1.8,100,0,2.7,2.7,7.8,7.8
12,JustinTucker,BAL,K,2017,14,PIT,2,2.1,100,0,1.8,1.8,7.8,7.8
16,RobbieGould,SF,K,2017,14,HOU,1.9,2,100,0,2,2,7.7,7.7
16,BrandonMcManus,DEN,K,2017,14,NYJ,1.9,2,100,0,2,2,7.7,7.7
18,JoshLamboP,JAX,K,2017,14,SEA,1.9,2.1,100,0,1.9,1.9,7.6,7.6
19,ChandlerCatanzaro,NYJ,K,2017,14,DEN,1.8,1.9,100,0,2.1,2.1,7.5,7.5
20,KaiForbath,MIN,K,2017,14,CAR,1.8,1.9,100,0,2,2,7.4,7.4
21,JakeElliott,PHI,K,2017,14,LAR,1.6,1.7,100,0,2.4,2.4,7.2,7.2
22,MasonCrosby,GB,K,2017,14,CLE,1.5,1.6,100,0,2.4,2.4,6.9,6.9
23,AdamVinatieri,IND,K,2017,14,BUF,1.6,1.7,100,0,1.8,1.8,6.6,6.6
23,PatrickMurray,TB,K,2017,14,DET,1.6,1.7,100,0,1.8,1.8,6.6,6.6
25,BlairWalsh,SEA,K,2017,14,JAX,1.5,1.6,100,0,2,2,6.5,6.5
26,RandyBullock,CIN,K,2017,14,CHI,1.4,1.5,50,0,2.2,2.2,6.4,6.4
27,GiorgioTavecchio,OAK,K,2017,14,KC,1.3,1.4,100,0,2.4,2.4,6.3,6.3
28,NickRose,WAS,K,2017,14,LAC,1.4,1.4,100,0,2,2,6.2,6.2
29,MikeNugentIR,CHI,K,2017,14,CIN,1.4,1.6,50,0,1.7,1.7,5.9,5.9
30,ZaneGonzalez,CLE,K,2017,14,GB,1.2,1.3,100,0,2,2,5.6,5.6
31,AldrickRosas,NYG,K,2017,14,DAL,1.2,1.3,100,0,1.5,1.5,5.1,5.1
31,CodyParkey,MIA,K,2017,14,NE,1.1,1.2,100,0,1.8,1.8,5.1,5.1
33,CairoSantos,CHI,K,2017,14,CIN,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,14,KC,0,0,0,0,0,0,0,0
33,NickFolk,TB,K,2017,14,DET,0,0,0,0,0,0,0,0
33,NickNovak,LAC,K,2017,14,WAS,0,0,0,0,0,0,0,0
33,DustinHopkins,WAS,K,2017,14,LAC,0,0,0,0,0,0,0,0
33,CalebSturgis,PHI,K,2017,14,LAR,0,0,0,0,0,0,0,0
