Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,NewEnglandPatriots,NE,DST,2016,5,CLE,0,2.9,0,1.1,0.7,0,0,0,16,9.3,9.3
2,MinnesotaVikings,MIN,DST,2016,5,HOU,0,3.1,0,1.2,0.7,0,0,0,16.4,9.1,9.1
3,CarolinaPanthers,CAR,DST,2016,5,TB,0,2.6,0,1.4,0.7,0,0,0,20.2,9,9
4,PhiladelphiaEagles,PHI,DST,2016,5,DET,0,2.9,0,1,0.6,0,0,0,19,8.3,8.3
5,ArizonaCardinals,ARI,DST,2016,5,SF,0,2.4,0,1.2,0.6,0,0,0,20,8.2,8.2
6,BuffaloBills,BUF,DST,2016,5,LAR,0,2.1,0,1.1,0.6,0,0,0,17.4,7.7,7.7
7,PittsburghSteelers,PIT,DST,2016,5,NYJ,0,2.2,0,1.1,0.7,0,0,0,21.2,7.6,7.6
8,DenverBroncos,DEN,DST,2016,5,ATL,0,3.1,0,1,0.6,0,0,0,21.4,7.5,7.5
9,GreenBayPackers,GB,DST,2016,5,NYG,0,2.6,0,1,0.5,0,0,0,21.7,7.4,7.4
10,WashingtonRedskins,WAS,DST,2016,5,BAL,0,2.5,0,1,0.6,0,0,0,24.3,6.9,6.9
10,MiamiDolphins,MIA,DST,2016,5,TEN,0,2.5,0,0.9,0.5,0,0,0,20.2,6.9,6.9
10,LosAngelesRams,LAR,DST,2016,5,BUF,0,2.3,0,0.8,0.7,0,0,0,19.9,6.9,6.9
13,TampaBayBuccaneers,TB,DST,2016,5,CAR,0,2.4,0,1,0.5,0,0,0,25.5,6.6,6.6
13,SanFrancisco49ers,SF,DST,2016,5,ARI,0,2,0,1.2,0.5,0,0,0,24.3,6.6,6.6
15,NewYorkJets,NYJ,DST,2016,5,PIT,0,2.5,0,0.9,0.5,0,0,0,25.6,6.5,6.5
15,OaklandRaiders,OAK,DST,2016,5,LAC,0,2.1,0,0.9,0.7,0,0,0,23.1,6.5,6.5
17,HoustonTexans,HOU,DST,2016,5,MIN,0,2.3,0,0.8,0.6,0,0,0,21.2,6.3,6.3
17,CincinnatiBengals,CIN,DST,2016,5,DAL,0,2.3,0,0.9,0.5,0,0,0,21.2,6.3,6.3
19,ChicagoBears,CHI,DST,2016,5,IND,0,2.3,0,0.9,0.4,0,0,0,25.5,6.1,6.1
20,NewYorkGiants,NYG,DST,2016,5,GB,0,2,0,0.6,0.5,0,0,0,26.6,6,6
21,BaltimoreRavens,BAL,DST,2016,5,WAS,0,2.3,0,1.1,0.4,0,0,0,21.6,5.9,5.9
22,TennesseeTitans,TEN,DST,2016,5,MIA,0,2.5,0,0.9,0.4,0,0,0,22.3,5.7,5.7
22,DetroitLions,DET,DST,2016,5,PHI,0,2.1,0,0.7,0.5,0,0,0,25.8,5.7,5.7
24,IndianapolisColts,IND,DST,2016,5,CHI,0,2.2,0,0.8,0.6,0,0,0,21.9,5.6,5.6
25,AtlantaFalcons,ATL,DST,2016,5,DEN,0,1.7,0,1,0.5,0,0,0,23.6,5.3,5.3
26,LosAngelesChargers,LAC,DST,2016,5,OAK,0,1.7,0,0.9,0.5,0,0,0,26.3,5.1,5.1
27,DallasCowboys,DAL,DST,2016,5,CIN,0,2,0,0.8,0.4,0,0,0,21.9,5,5
28,ClevelandBrowns,CLE,DST,2016,5,NE,0,1.7,0,0.8,0.4,0,0,0,29.4,4.3,4.3
