Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DevontaFreemanO,ATL,RB,2015,17,NO,18,83,4.6,1,7,5,41,0,0,0,18.4,18.4
2,DeAngeloWilliams,PIT,RB,2015,17,CLE,19,84,4.4,1,4,3,24,0,0,0,16.8,16.8
3,AdrianPetersonQ,MIN,RB,2015,17,GB,21,98,4.7,1,1,1,9,0,0,0,16.7,16.7
4,DavidJohnson,ARI,RB,2015,17,SEA,15,68,4.5,1,4,3,30,0,0,0,15.8,15.8
5,TimHightower,NO,RB,2015,17,ATL,17,72,4.2,1,3,2,20,0,0,0,15.2,15.2
6,DarrenMcFadden,DAL,RB,2015,17,WAS,18,75,4.2,1,3,2,13,0,0,0,14.8,14.8
7,ChrisIvory,NYJ,RB,2015,17,BUF,16,67,4.2,1,3,2,10,0,0,0,13.7,13.7
8,CharcandrickWest,KC,RB,2015,17,OAK,14,57,4.1,1,3,2,17,0,0,0,13.4,13.4
9,JeremyHillIR,CIN,RB,2015,17,BAL,15,64,4.3,1,1,1,9,0,0,0,13.3,13.3
10,LamarMiller,MIA,RB,2015,17,NE,12,55,4.6,1,3,2,17,0,0,0,13.2,13.2
11,EddieLacy,GB,RB,2015,17,MIN,13,60,4.6,1,1,1,11,0,0,0,13.1,13.1
12,KarlosWilliams,BUF,RB,2015,17,NYJ,13,54,4.2,1,3,2,16,0,0,0,13,13
13,TreMason,LAR,RB,2015,17,SF,14,59,4.2,1,1,1,10,0,0,0,12.9,12.9
14,JamesWhite,NE,RB,2015,17,MIA,3,11,3.7,0,6,4,40,1,0,0,11.1,11.1
14,RyanMathews,PHI,RB,2015,17,NYG,9,38,4.2,1,3,2,13,0,0,0,11.1,11.1
16,SpencerWare,KC,RB,2015,17,OAK,7,29,4.1,1,0,0,2,0,0,0,9.1,9.1
17,DougMartin,TB,RB,2015,17,CAR,16,68,4.2,0,3,2,14,0,0,0,8.2,8.2
18,RashadJennings,NYG,RB,2015,17,PHI,13,66,5.1,0,3,2,15,0,0,0,8.1,8.1
19,FrankGore,IND,RB,2015,17,TEN,17,63,3.7,0,3,2,17,0,0,0,8,8
20,LataviusMurray,OAK,RB,2015,17,KC,17,63,3.7,0,3,2,14,0,0,0,7.7,7.7
21,JavoriusAllen,BAL,RB,2015,17,CIN,13,47,3.6,0,4,3,27,0,0,0,7.4,7.4
22,JeremyLangford,CHI,RB,2015,17,DET,11,54,4.9,0,3,2,18,0,0,0,7.2,7.2
23,MattForteIR,CHI,RB,2015,17,DET,12,49,4.1,0,3,2,20,0,0,0,6.9,6.9
24,GiovaniBernardP,CIN,RB,2015,17,BAL,10,43,4.3,0,4,3,25,0,0,0,6.8,6.8
25,CJAnderson,DEN,RB,2015,17,LAC,12,56,4.7,0,1,1,11,0,0,0,6.7,6.7
26,RonnieHillman,DEN,RB,2015,17,LAC,12,52,4.3,0,3,2,13,0,0,0,6.5,6.5
