Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,CairoSantos,KC,K,2015,5,CHI,2,2,100,0,3,3,9,9
1,MattBryant,ATL,K,2015,5,WAS,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,5,LAR,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,5,DET,2,2,100,0,3,3,9,9
1,StephenGostkowski,NE,K,2015,5,DAL,2,2,100,0,3,3,9,9
1,BrandonMcManus,DEN,K,2015,5,OAK,2,2,100,0,3,3,9,9
1,JoshBrown,NYG,K,2015,5,SF,2,2,100,0,3,3,9,9
8,AdamVinatieri,IND,K,2015,5,HOU,2,2,100,0,2,2,8,8
8,NickNovak,HOU,K,2015,5,IND,2,2,100,0,2,2,8,8
8,RobbieGould,CHI,K,2015,5,KC,2,2,100,0,2,2,8,8
8,StevenHauschka,SEA,K,2015,5,CIN,2,2,100,0,2,2,8,8
8,MikeNugentIR,CIN,K,2015,5,SEA,2,2,100,0,2,2,8,8
8,DustinHopkins,WAS,K,2015,5,ATL,2,2,100,0,2,2,8,8
8,JasonMyers,JAX,K,2015,5,TB,2,2,100,0,2,2,8,8
8,ConnorBarth,TB,K,2015,5,JAX,2,2,100,0,2,2,8,8
8,CalebSturgis,PHI,K,2015,5,NO,2,2,100,0,2,2,8,8
8,JustinTucker,BAL,K,2015,5,CLE,2,2,100,0,2,2,8,8
8,RyanSuccopP,TEN,K,2015,5,BUF,2,2,100,0,2,2,8,8
8,SebastianJanikowski,OAK,K,2015,5,DEN,2,2,100,0,2,2,8,8
8,PhilDawson,SF,K,2015,5,NYG,2,2,100,0,2,2,8,8
8,JoshLamboP,LAC,K,2015,5,PIT,2,2,100,0,2,2,8,8
22,GregZuerlein,LAR,K,2015,5,GB,2,2,100,0,1,1,7,7
22,ChrisBoswell,PIT,K,2015,5,LAC,2,2,100,0,1,1,7,7
24,ZachHocker,NO,K,2015,5,PHI,1,2,50,0,2,2,5,5
24,TravisCoons,CLE,K,2015,5,BAL,1,1,100,0,2,2,5,5
24,DanCarpenter,BUF,K,2015,5,TEN,1,1,100,0,2,2,5,5
24,MattPrater,DET,K,2015,5,ARI,1,1,100,0,2,2,5,5
24,DanBailey,DAL,K,2015,5,NE,1,1,100,0,2,2,5,5
29,JayFeely,CHI,K,2015,5,KC,0,0,0,0,0,0,0,0
29,KaiForbath,WAS,K,2015,5,ATL,0,0,0,0,0,0,0,0
29,PatrickMurray,TB,K,2015,5,JAX,0,0,0,0,0,0,0,0
29,BillyCundiff,CLE,K,2015,5,BAL,0,0,0,0,0,0,0,0
29,JordanGay,BUF,K,2015,5,TEN,0,0,0,0,0,0,0,0
29,ShaunSuisham,PIT,K,2015,5,LAC,0,0,0,0,0,0,0,0
29,GarrettHartley,PIT,K,2015,5,LAC,0,0,0,0,0,0,0,0
29,JoshScobee,PIT,K,2015,5,LAC,0,0,0,0,0,0,0,0
