Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,JacksonvilleJaguars,JAX,DST,2017,11,CLE,0,3.5,0,1.6,0.5,0,0,0,13.4,13.5,13.5
2,HoustonTexans,HOU,DST,2017,11,ARI,0,2.7,0,1.1,0.8,0.1,0,0,19,8.9,8.9
3,ArizonaCardinals,ARI,DST,2017,11,HOU,0,2.9,0,1,0.7,0,0,0,19.7,8.5,8.5
3,LosAngelesChargers,LAC,DST,2017,11,BUF,0,3.1,0,1,0.6,0,0,0,18.3,8.5,8.5
5,BaltimoreRavens,BAL,DST,2017,11,GB,0,2.4,0,1.3,0.7,0,0,0,21.2,8.2,8.2
5,CincinnatiBengals,CIN,DST,2017,11,DEN,0,2.6,0,1.1,0.6,0,0,0,18.6,8.2,8.2
7,DetroitLions,DET,DST,2017,11,CHI,0,2.3,0,0.8,0.7,0.1,0,0,18,7.7,7.7
8,ChicagoBears,CHI,DST,2017,11,DET,0,2.8,0,0.7,0.6,0,0,0,20.7,7.6,7.6
9,DenverBroncos,DEN,DST,2017,11,CIN,0,2.6,0,0.7,0.6,0,0,0,18,7.4,7.4
10,GreenBayPackers,GB,DST,2017,11,BAL,0,2.1,0,0.9,0.6,0,0,0,19.6,7.3,7.3
10,KansasCityChiefs,KC,DST,2017,11,NYG,0,2.1,0,0.9,0.6,0,0,0,18.6,7.3,7.3
10,TampaBayBuccaneers,TB,DST,2017,11,MIA,0,1.9,0,1.1,0.5,0,0,0,20.4,7.3,7.3
13,PittsburghSteelers,PIT,DST,2017,11,TEN,0,2.3,0,0.8,0.5,0,0,0,18.2,7.1,7.1
14,MinnesotaVikings,MIN,DST,2017,11,LAR,0,2.2,0,0.7,0.8,0.1,0,0,23.8,6.6,6.6
15,DallasCowboys,DAL,DST,2017,11,PHI,0,2.9,0,0.6,0.6,0,0,0,25.4,6.5,6.5
15,AtlantaFalcons,ATL,DST,2017,11,SEA,0,2.7,0,0.6,0.6,0.1,0,0,23.3,6.5,6.5
17,NewOrleansSaints,NO,DST,2017,11,WAS,0,2.2,0,0.8,0.7,0,0,0,21.3,6.4,6.4
18,LosAngelesRams,LAR,DST,2017,11,MIN,0,2.1,0,1,0.5,0,0,0,21.7,6.3,6.3
18,PhiladelphiaEagles,PHI,DST,2017,11,DAL,0,2.7,0,0.6,0.6,0,0,0,24.4,6.3,6.3
18,MiamiDolphins,MIA,DST,2017,11,TB,0,2.1,0,1,0.5,0,0,0,22.6,6.3,6.3
21,SeattleSeahawks,SEA,DST,2017,11,ATL,0,2.1,0,0.8,0.6,0,0,0,21.4,6.1,6.1
22,BuffaloBills,BUF,DST,2017,11,LAC,0,1.8,0,1,0.4,0,0,0,23.3,5.8,5.8
23,ClevelandBrowns,CLE,DST,2017,11,JAX,0,1.8,0,0.9,0.4,0,0,0,23.8,5.6,5.6
24,NewEnglandPatriots,NE,DST,2017,11,OAK,0,1.5,0,0.9,0.5,0,0,0,22.9,5.5,5.5
25,TennesseeTitans,TEN,DST,2017,11,PIT,0,1.5,0,0.9,0.4,0,0,0,25.9,5.3,5.3
26,WashingtonRedskins,WAS,DST,2017,11,NO,0,1.7,0,0.6,0.5,0,0,0,29.9,4.1,4.1
27,NewYorkGiants,NYG,DST,2017,11,KC,0,1.6,0,0.4,0.4,0,0,0,27.5,3.8,3.8
28,OaklandRaiders,OAK,DST,2017,11,NE,0,1.8,0,0.5,0.4,0,0,0,30.3,3.2,3.2
