Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,JoshBrown,NYG,K,2016,3,WAS,1.9,2.1,100,0,2.4,2.4,8.1,8.1
2,JustinTucker,BAL,K,2016,3,JAX,2,2.2,100,0,2,2,8,8
3,StephenGostkowski,NE,K,2016,3,HOU,1.8,2.2,100,0,2.4,2.4,7.8,7.8
3,WilLutz,NO,K,2016,3,ATL,1.6,1.9,100,0,3,3,7.8,7.8
5,MasonCrosby,GB,K,2016,3,DET,1.6,1.9,100,0,2.9,2.9,7.7,7.7
5,GrahamGano,CAR,K,2016,3,MIN,1.7,2,100,0,2.6,2.6,7.7,7.7
7,SebastianJanikowski,OAK,K,2016,3,TEN,1.8,2.3,100,0,2.2,2.2,7.6,7.6
7,JoshLamboP,LAC,K,2016,3,IND,1.8,2.2,100,0,2.2,2.2,7.6,7.6
7,MattBryant,ATL,K,2016,3,NO,1.6,2,100,0,2.8,2.8,7.6,7.6
10,DustinHopkins,WAS,K,2016,3,NYG,1.6,1.8,100,0,2.6,2.6,7.4,7.4
11,StevenHauschka,SEA,K,2016,3,SF,1.5,1.7,100,0,2.8,2.8,7.3,7.3
12,JasonMyers,JAX,K,2016,3,BAL,1.7,2.1,100,0,2,2,7.1,7.1
12,AdamVinatieri,IND,K,2016,3,LAC,1.5,1.6,100,0,2.6,2.6,7.1,7.1
14,ChrisBoswell,PIT,K,2016,3,PHI,1.5,2,100,0,2.5,2.5,7,7
14,DanBailey,DAL,K,2016,3,CHI,1.6,1.9,100,0,2.2,2.2,7,7
16,ChandlerCatanzaro,ARI,K,2016,3,BUF,1.3,1.7,50,0,2.9,2.9,6.8,6.8
16,CodyParkey,CLE,K,2016,3,MIA,1.6,2,100,0,2,2,6.8,6.8
16,CairoSantos,KC,K,2016,3,NYJ,1.6,1.8,100,0,2,2,6.8,6.8
16,NickFolk,NYJ,K,2016,3,KC,1.6,1.9,100,0,2,2,6.8,6.8
20,MikeNugentIR,CIN,K,2016,3,DEN,1.6,1.9,100,0,1.9,1.9,6.7,6.7
20,RobertoAguayo,TB,K,2016,3,LAR,1.5,1.8,100,0,2.2,2.2,6.7,6.7
22,NickNovak,HOU,K,2016,3,NE,1.6,1.9,100,0,1.8,1.8,6.6,6.6
22,BrandonMcManus,DEN,K,2016,3,CIN,1.6,1.9,100,0,1.8,1.8,6.6,6.6
24,CalebSturgis,PHI,K,2016,3,PIT,1.6,1.9,100,0,1.7,1.7,6.5,6.5
25,DanCarpenter,BUF,K,2016,3,ARI,1.4,1.8,50,0,2.2,2.2,6.4,6.4
25,MattPrater,DET,K,2016,3,GB,1.4,1.7,50,0,2.2,2.2,6.4,6.4
25,BlairWalsh,MIN,K,2016,3,CAR,1.5,1.7,100,0,1.9,1.9,6.4,6.4
25,GregZuerlein,LAR,K,2016,3,TB,1.6,2,100,0,1.6,1.6,6.4,6.4
29,AndrewFranks,MIA,K,2016,3,CLE,1.3,1.8,50,0,2.4,2.4,6.3,6.3
30,PhilDawson,SF,K,2016,3,SEA,1.5,1.7,100,0,1.7,1.7,6.2,6.2
31,RyanSuccopP,TEN,K,2016,3,OAK,1.3,1.6,50,0,2,2,5.9,5.9
31,ConnorBarth,CHI,K,2016,3,DAL,1.3,1.9,50,0,2,2,5.9,5.9
33,JordanGay,BUF,K,2016,3,ARI,0,0,0,0,0,0,0,0
33,AldrickRosas,TEN,K,2016,3,OAK,0,0,0,0,0,0,0,0
33,PatrickMurray,CLE,K,2016,3,MIA,0,0,0,0,0,0,0,0
33,RandyBullock,NYG,K,2016,3,WAS,0,0,0,0,0,0,0,0
33,RobbieGould,CHI,K,2016,3,DAL,0,0,0,0,0,0,0,0
33,KaiForbath,NO,K,2016,3,ATL,0,0,0,0,0,0,0,0
33,ShayneGraham,ATL,K,2016,3,NO,0,0,0,0,0,0,0,0
