Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,ZachHocker,NO,K,2015,2,TB,2,2,100,0,3,3,9,9
1,MikeNugentIR,CIN,K,2015,2,LAC,2,2,100,0,3,3,9,9
1,JoshBrown,NYG,K,2015,2,ATL,2,2,100,0,3,3,9,9
1,JustinTucker,BAL,K,2015,2,OAK,2,2,100,0,3,3,9,9
1,CodyParkey,PHI,K,2015,2,DAL,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,2,SEA,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2015,2,NYJ,2,2,100,0,3,3,9,9
8,CairoSantos,KC,K,2015,2,DEN,2,2,100,0,2,2,8,8
8,GrahamGano,CAR,K,2015,2,HOU,2,2,100,0,2,2,8,8
8,JoshScobee,PIT,K,2015,2,SF,2,2,100,0,2,2,8,8
8,PhilDawson,SF,K,2015,2,PIT,2,2,100,0,2,2,8,8
8,BlairWalsh,MIN,K,2015,2,DET,2,2,100,0,2,2,8,8
8,ChandlerCatanzaro,ARI,K,2015,2,CHI,2,2,100,0,2,2,8,8
8,DanCarpenter,BUF,K,2015,2,NE,2,2,100,0,2,2,8,8
8,MattBryant,ATL,K,2015,2,NYG,2,2,100,0,2,2,8,8
8,GregZuerlein,LAR,K,2015,2,WAS,2,2,100,0,2,2,8,8
8,AndrewFranks,MIA,K,2015,2,JAX,2,2,100,0,2,2,8,8
8,SebastianJanikowski,OAK,K,2015,2,BAL,2,2,100,0,2,2,8,8
8,DanBailey,DAL,K,2015,2,PHI,2,2,100,0,2,2,8,8
8,StevenHauschka,SEA,K,2015,2,GB,2,2,100,0,2,2,8,8
21,BrandonMcManus,DEN,K,2015,2,KC,1,2,50,0,2,2,5,5
21,RandyBullock,HOU,K,2015,2,CAR,1,2,50,0,2,2,5,5
21,KyleBrindza,TB,K,2015,2,NO,1,1,100,0,2,2,5,5
21,MattPrater,DET,K,2015,2,MIN,1,2,50,0,2,2,5,5
21,RobbieGould,CHI,K,2015,2,ARI,1,2,50,0,2,2,5,5
21,StephenGostkowski,NE,K,2015,2,BUF,1,2,50,0,2,2,5,5
21,JoshLamboP,LAC,K,2015,2,CIN,1,1,100,0,2,2,5,5
21,RyanSuccopP,TEN,K,2015,2,CLE,1,2,50,0,2,2,5,5
21,TravisCoons,CLE,K,2015,2,TEN,1,1,100,0,2,2,5,5
21,KaiForbath,WAS,K,2015,2,LAR,1,1,100,0,2,2,5,5
21,NickFolk,NYJ,K,2015,2,IND,1,2,50,0,2,2,5,5
32,DustinHopkins,WAS,K,2015,2,LAR,1,2,50,0,1,1,4,4
32,JasonMyers,JAX,K,2015,2,MIA,1,2,50,0,1,1,4,4
34,ShaunSuisham,PIT,K,2015,2,SF,0,0,0,0,0,0,0,0
34,GarrettHartley,PIT,K,2015,2,SF,0,0,0,0,0,0,0,0
34,PatrickMurray,TB,K,2015,2,NO,0,0,0,0,0,0,0,0
34,JayFeely,CHI,K,2015,2,ARI,0,0,0,0,0,0,0,0
34,JordanGay,BUF,K,2015,2,NE,0,0,0,0,0,0,0,0
34,NickNovak,LAC,K,2015,2,CIN,0,0,0,0,0,0,0,0
34,BillyCundiff,CLE,K,2015,2,TEN,0,0,0,0,0,0,0,0
34,ChrisBoswell,NYG,K,2015,2,ATL,0,0,0,0,0,0,0,0
34,CalebSturgis,MIA,K,2015,2,JAX,0,0,0,0,0,0,0,0
