Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AntonioBrown,PIT,WR,2015,16,BAL,13,8,61.5,109,1,0,8.4,13.6,0,0,0,0,0,0,16.9,16.9
2,DeAndreHopkinsQ,HOU,WR,2015,16,TEN,10,6,60,89,1,0,8.9,14.8,0,0,0,0,0,0,14.9,14.9
3,JulioJonesP,ATL,WR,2015,16,CAR,10,7,70,84,1,0,8.4,12,0,0,0,0,0,0,14.4,14.4
4,AllenRobinson,JAX,WR,2015,16,NO,9,5,55.6,82,1,0,9.1,16.4,0,0,0,0,0,0,14.2,14.2
4,MikeEvans,TB,WR,2015,16,CHI,9,6,66.7,82,1,0,9.1,13.7,0,0,0,0,0,0,14.2,14.2
6,BrandinCooks,NO,WR,2015,16,JAX,9,6,66.7,76,1,0,8.4,12.7,0,0,0,0,0,0,13.6,13.6
6,MartavisBryant,PIT,WR,2015,16,BAL,8,5,62.5,75,1,0,9.4,15,0,1,0,0,0,0,13.6,13.6
8,DeSeanJackson,WAS,WR,2015,16,PHI,8,5,62.5,74,1,0,9.2,14.8,0,0,0,0,0,0,13.4,13.4
8,BrandonMarshall,NYJ,WR,2015,16,NE,10,6,60,74,1,0,7.4,12.3,0,0,0,0,0,0,13.4,13.4
8,DemaryiusThomas,DEN,WR,2015,16,CIN,9,6,66.7,74,1,0,8.2,12.3,0,0,0,0,0,0,13.4,13.4
11,AmariCooper,OAK,WR,2015,16,LAC,7,5,71.4,71,1,0,10.1,14.2,0,1,0,0,0,0,13.2,13.2
11,JeremyMaclin,KC,WR,2015,16,CLE,10,6,60,72,1,0,7.2,12,0,0,0,0,0,0,13.2,13.2
11,LarryFitzgeraldQ,ARI,WR,2015,16,GB,8,6,75,72,1,0,9,12,0,0,0,0,0,0,13.2,13.2
11,KamarAiken,BAL,WR,2015,16,PIT,8,6,75,72,1,0,9,12,0,0,0,0,0,0,13.2,13.2
15,SammyWatkins,BUF,WR,2015,16,DAL,7,5,71.4,71,1,0,10.1,14.2,0,0,0,0,0,0,13.1,13.1
16,EricDecker,NYJ,WR,2015,16,NE,9,6,66.7,70,1,0,7.8,11.7,0,0,0,0,0,0,13,13
16,GoldenTateQ,DET,WR,2015,16,SF,10,6,60,68,1,0,6.8,11.3,0,2,0,0,0,0,13,13
18,T.Y.Hilton,IND,WR,2015,16,MIA,7,5,71.4,69,1,0,9.9,13.8,0,0,0,0,0,0,12.9,12.9
18,JarvisLandry,MIA,WR,2015,16,IND,11,6,54.5,66,1,0,6,11,1,3,3,0,0,0,12.9,12.9
20,AJGreenP,CIN,WR,2015,16,DEN,7,5,71.4,68,1,0,9.7,13.6,0,0,0,0,0,0,12.8,12.8
21,CalvinJohnson,DET,WR,2015,16,SF,8,5,62.5,66,1,0,8.2,13.2,0,0,0,0,0,0,12.6,12.6
22,DougBaldwinQ,SEA,WR,2015,16,LAR,8,5,62.5,65,1,0,8.1,13,0,0,0,0,0,0,12.5,12.5
22,JohnBrown,ARI,WR,2015,16,GB,7,4,57.1,64,1,0,9.1,16,0,1,0,0,0,0,12.5,12.5
22,EmmanuelSanders,DEN,WR,2015,16,CIN,6,4,66.7,65,1,0,10.8,16.2,0,0,0,0,0,0,12.5,12.5
25,AllenHurns,JAX,WR,2015,16,NO,7,4,57.1,64,1,0,9.1,16,0,0,0,0,0,0,12.4,12.4
25,MichaelFloyd,ARI,WR,2015,16,GB,6,4,66.7,64,1,0,10.7,16,0,0,0,0,0,0,12.4,12.4
27,WillieSnead,NO,WR,2015,16,JAX,7,5,71.4,62,1,0,8.9,12.4,0,0,0,0,0,0,12.2,12.2
28,MichaelCrabtree,OAK,WR,2015,16,LAC,8,5,62.5,60,1,0,7.5,12,0,0,0,0,0,0,12,12
28,BrandonLaFell,NE,WR,2015,16,NYJ,7,5,71.4,60,1,0,8.6,12,0,0,0,0,0,0,12,12
28,TedGinnP,CAR,WR,2015,16,ATL,7,4,57.1,58,1,0,8.3,14.5,0,2,0,0,0,0,12,12
28,RuebenRandleIR,NYG,WR,2015,16,MIN,7,5,71.4,60,1,0,8.6,12,0,0,0,0,0,0,12,12
28,StefonDiggs,MIN,WR,2015,16,NYG,7,4,57.1,59,1,0,8.4,14.8,0,1,0,0,0,0,12,12
33,TylerLockett,SEA,WR,2015,16,LAR,5,4,80,52,1,0,10.4,13,0,1,0,0,0,0,11.3,11.3
34,JamesJones,GB,WR,2015,16,ARI,4,3,75,47,1,0,11.8,15.7,0,0,0,0,0,0,10.7,10.7
35,RandallCobbQ,GB,WR,2015,16,ARI,9,5,55.6,65,0,0,7.2,13,0,2,0,0,0,0,6.7,6.7
36,TravisBenjaminQ,CLE,WR,2015,16,KC,6,4,66.7,58,0,0,9.7,14.5,0,1,0,0,0,0,5.9,5.9
37,JordanMatthewsP,PHI,WR,2015,16,WAS,9,5,55.6,56,0,0,6.2,11.2,0,0,0,0,0,0,5.6,5.6
38,AnquanBoldin,SF,WR,2015,16,DET,7,5,71.4,54,0,0,7.7,10.8,0,0,0,0,0,0,5.4,5.4
39,DonteMoncrief,IND,WR,2015,16,MIA,7,4,57.1,52,0,0,7.4,13,0,0,0,0,0,0,5.2,5.2
39,TavonAustin,LAR,WR,2015,16,SEA,5,3,60,32,0,0,6.4,10.7,3,20,6.7,0,0,0,5.2,5.2
41,DorialGreen-Beckham,TEN,WR,2015,16,HOU,7,4,57.1,51,0,0,7.3,12.8,0,0,0,0,0,0,5.1,5.1
41,EddieRoyal,CHI,WR,2015,16,TB,9,5,55.6,51,0,0,5.7,10.2,0,0,0,0,0,0,5.1,5.1
43,NateWashington,HOU,WR,2015,16,TEN,7,4,57.1,50,0,0,7.1,12.5,0,0,0,0,0,0,5,5
44,JermaineKearse,SEA,WR,2015,16,LAR,7,4,57.1,48,0,0,6.9,12,0,0,0,0,0,0,4.8,4.8
44,MarkusWheaton,PIT,WR,2015,16,BAL,4,3,75,48,0,0,12,16,0,0,0,0,0,0,4.8,4.8
46,PierreGarcon,WAS,WR,2015,16,PHI,7,4,57.1,47,0,0,6.7,11.8,0,0,0,0,0,0,4.7,4.7
47,DevanteParkerQ,MIA,WR,2015,16,IND,4,3,75,46,0,0,11.5,15.3,0,0,0,0,0,0,4.6,4.6
48,TerranceWilliams,DAL,WR,2015,16,BUF,4,3,75,45,0,0,11.2,15,0,0,0,0,0,0,4.5,4.5
49,DwayneHarris,NYG,WR,2015,16,MIN,6,4,66.7,44,0,0,7.3,11,0,0,0,0,0,0,4.4,4.4
50,MarvinJones,CIN,WR,2015,16,DEN,7,4,57.1,43,0,0,6.1,10.8,0,0,0,0,0,0,4.3,4.3
51,DontrelleInman,LAC,WR,2015,16,OAK,5,3,60,42,0,0,8.4,14,0,0,0,0,0,0,4.2,4.2
51,KeshawnMartin,NE,WR,2015,16,NYJ,5,4,80,42,0,0,8.4,10.5,0,0,0,0,0,0,4.2,4.2
51,KendallWright,TEN,WR,2015,16,HOU,6,4,66.7,41,0,0,6.8,10.2,0,1,0,0,0,0,4.2,4.2
54,MikeWallaceIR,MIN,WR,2015,16,NYG,5,3,60,39,0,0,7.8,13,0,0,0,0,0,0,3.9,3.9
55,MalcomFloyd,LAC,WR,2015,16,OAK,4,3,75,38,0,0,9.5,12.7,0,0,0,0,0,0,3.8,3.8
56,JavonteeHerndon,LAC,WR,2015,16,OAK,7,4,57.1,37,0,0,5.3,9.2,0,0,0,0,0,0,3.7,3.7
57,AlbertWilson,KC,WR,2015,16,CLE,5,3,60,35,0,0,7,11.7,0,1,0,0,0,0,3.6,3.6
57,RoddyWhite,ATL,WR,2015,16,CAR,4,3,75,36,0,0,9,12,0,0,0,0,0,0,3.6,3.6
57,KennyBritt,LAR,WR,2015,16,SEA,3,2,66.7,36,0,0,12,18,0,0,0,0,0,0,3.6,3.6
60,ChrisHogan,BUF,WR,2015,16,DAL,4,3,75,35,0,0,8.8,11.7,0,0,0,0,0,0,3.5,3.5
61,TorreySmith,SF,WR,2015,16,DET,3,2,66.7,34,0,0,11.3,17,0,0,0,0,0,0,3.4,3.4
61,MarcMariani,CHI,WR,2015,16,TB,4,3,75,34,0,0,8.5,11.3,0,0,0,0,0,0,3.4,3.4
61,DevinFunchess,CAR,WR,2015,16,ATL,5,3,60,34,0,0,6.8,11.3,0,0,0,0,0,0,3.4,3.4
61,CoreyBrown,CAR,WR,2015,16,ATL,3,2,66.7,32,0,0,10.7,16,0,2,0,0,0,0,3.4,3.4
61,DavanteAdams,GB,WR,2015,16,ARI,4,3,75,34,0,0,8.5,11.3,0,0,0,0,0,0,3.4,3.4
66,ColeBeasleyQ,DAL,WR,2015,16,BUF,4,3,75,33,0,0,8.2,11,0,0,0,0,0,0,3.3,3.3
66,JeremyButler,BAL,WR,2015,16,PIT,4,3,75,33,0,0,8.2,11,0,0,0,0,0,0,3.3,3.3
68,JerrichoCotchery,CAR,WR,2015,16,ATL,5,3,60,31,0,0,6.2,10.3,0,0,0,0,0,0,3.1,3.1
68,JariusWright,MIN,WR,2015,16,NYG,5,3,60,31,0,0,6.2,10.3,0,0,0,0,0,0,3.1,3.1
70,NelsonAgholor,PHI,WR,2015,16,WAS,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
70,QuintonPatton,SF,WR,2015,16,DET,3,2,66.7,29,0,0,9.7,14.5,0,1,0,0,0,0,3,3
72,JoshHuff,PHI,WR,2015,16,WAS,3,2,66.7,29,0,0,9.7,14.5,0,0,0,0,0,0,2.9,2.9
73,JamisonCrowder,WAS,WR,2015,16,PHI,5,3,60,28,0,0,5.6,9.3,0,0,0,0,0,0,2.8,2.8
73,RileyCooper,PHI,WR,2015,16,WAS,4,2,50,28,0,0,7,14,0,0,0,0,0,0,2.8,2.8
73,TaylorGabriel,CLE,WR,2015,16,KC,4,2,50,28,0,0,7,14,0,0,0,0,0,0,2.8,2.8
73,AndreJohnson,IND,WR,2015,16,MIA,3,2,66.7,28,0,0,9.3,14,0,0,0,0,0,0,2.8,2.8
73,JustinHardy,ATL,WR,2015,16,CAR,4,2,50,28,0,0,7,14,0,0,0,0,0,0,2.8,2.8
73,HakeemNicks,NYG,WR,2015,16,MIN,3,2,66.7,28,0,0,9.3,14,0,0,0,0,0,0,2.8,2.8
79,SethRoberts,OAK,WR,2015,16,LAC,3,2,66.7,27,0,0,9,13.5,0,0,0,0,0,0,2.7,2.7
80,KennyStills,MIA,WR,2015,16,IND,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
80,JoshBellamy,CHI,WR,2015,16,TB,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
80,AdamHumphries,TB,WR,2015,16,CHI,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
83,BrandonColeman,NO,WR,2015,16,JAX,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
83,DonteeaDye,TB,WR,2015,16,CHI,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
83,JaredAbbrederis,GB,WR,2015,16,ARI,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
86,JaelenStrong,HOU,WR,2015,16,TEN,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
86,LanceMoore,DET,WR,2015,16,SF,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
86,ChrisGivens,BAL,WR,2015,16,PIT,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
86,MohamedSanu,CIN,WR,2015,16,DEN,4,2,50,23,0,0,5.8,11.5,0,1,0,0,0,0,2.4,2.4
90,MarqiseLeeIR,JAX,WR,2015,16,NO,3,2,66.7,20,0,0,6.7,10,0,1,0,0,0,0,2.1,2.1
