Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,13,KC,31,50,62,375,7.5,3,1,96.67,0,-1,0,0,24.9,24.9
2,JoshMcCown,CHI,QB,2013,13,MIN,30,46,65.2,344,7.5,2,0,102.08,3,17,5.7,0,23.5,23.46
3,MatthewStafford,DET,QB,2013,13,GB,28,50,56,383,7.7,2,1,85.67,2,9,4.5,0,22.2,22.22
3,TomBrady,NE,QB,2013,13,HOU,30,48,62.5,353,7.4,2,0,98.7,0,1,0,0,22.2,22.22
5,DrewBrees,NO,QB,2013,13,SEA,29,41,70.7,340,8.3,2,0,111.84,-1,-1,1,0,21.5,21.5
6,CarsonPalmer,ARI,QB,2013,13,PHI,27,39,69.2,317,8.1,2,0,110.74,1,2,2,0,20.9,20.88
7,TonyRomo,DAL,QB,2013,13,OAK,32,55,58.2,354,6.4,2,1,81.93,1,4,4,0,20.6,20.56
8,BenRoethlisberger,PIT,QB,2013,13,BAL,25,40,62.5,289,7.2,2,0,100.94,1,1,1,0,19.7,19.66
9,MattFlynn,GB,QB,2013,13,DET,20,31,64.5,258,8.3,2,0,112.03,2,6,3,0,18.9,18.92
10,RussellWilson,SEA,QB,2013,13,NO,16,23,69.6,217,9.4,2,0,128.35,4,22,5.5,0,18.9,18.88
11,NickFoles,PHI,QB,2013,13,ARI,14,22,63.6,217,9.9,2,0,126.52,4,20,5,0,18.7,18.68
12,PhilipRivers,LAC,QB,2013,13,CIN,27,39,69.2,347,8.9,1,0,105.4,2,7,3.5,0,18.6,18.58
13,CamNewton,CAR,QB,2013,13,TB,23,39,59,236,6.1,1,0,84.99,9,46,5.1,0,18,18.04
14,EJManuel,BUF,QB,2013,13,ATL,25,45,55.6,281,6.2,1,0,81.81,7,24,3.4,0,17.6,17.64
15,AndyDalton,CIN,QB,2013,13,LAC,25,43,58.1,312,7.3,2,2,76.89,3,8,2.7,0,17.3,17.28
16,MattRyan,ATL,QB,2013,13,BUF,45,72,62.5,446,6.2,1,3,67.25,3,14,4.7,0,17.2,17.24
17,AlexSmith,KC,QB,2013,13,DEN,25,40,62.5,243,6.1,1,0,87.81,5,27,5.4,0,16.4,16.42
17,RobertGriffinIII,WAS,QB,2013,13,NYG,24,40,60,273,6.8,1,1,78.44,8,35,4.4,0,16.4,16.42
19,RyanFitzpatrick,TEN,QB,2013,13,IND,22,34,64.7,238,7,1,0,94.98,5,28,5.6,0,16.3,16.32
20,EliManning,NYG,QB,2013,13,WAS,29,48,60.4,303,6.3,1,0,85.68,0,1,0,0,16.2,16.22
21,BrandonWeeden,CLE,QB,2013,13,JAX,27,51,52.9,317,6.2,1,1,70.47,3,11,3.7,0,15.8,15.78
22,RyanTannehillP,MIA,QB,2013,13,NYJ,29,47,61.7,298,6.3,1,1,78.15,3,17,5.7,0,15.6,15.62
23,AndrewLuckP,IND,QB,2013,13,TEN,19,35,54.3,217,6.2,1,0,82.68,3,18,6,0,14.5,14.48
24,ColinKaepernick,SF,QB,2013,13,LAR,14,23,60.9,167,7.3,1,0,97.55,7,37,5.3,0,14.4,14.38
25,CaseKeenum,HOU,QB,2013,13,NE,18,32,56.2,233,7.3,1,0,89.71,2,10,5,0,14.3,14.32
26,KellenClemens,LAR,QB,2013,13,SF,15,29,51.7,226,7.8,1,0,89.15,2,8,4,0,13.8,13.84
27,ChristianPonder,MIN,QB,2013,13,CHI,20,29,69,204,7,1,0,100.36,4,16,4,0,13.8,13.76
28,JoeFlacco,BAL,QB,2013,13,PIT,25,41,61,255,6.2,1,1,76.78,2,15,7.5,0,13.7,13.7
29,MattMcGloin,OAK,QB,2013,13,DAL,18,32,56.2,218,6.8,1,0,87.76,0,1,0,0,12.8,12.82
30,MikeGlennon,TB,QB,2013,13,CAR,18,27,66.7,202,7.5,1,0,101.16,0,0,0,0,12.1,12.08
31,ChadHenne,JAX,QB,2013,13,CLE,32,49,65.3,333,6.8,0,1,76.32,1,2,2,0,11.5,11.52
32,GenoSmith,NYJ,QB,2013,13,MIA,18,33,54.5,201,6.1,0,1,60.29,5,17,3.4,0,8,8.04
33,ShaunHill,DET,QB,2013,13,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,DerekAnderson,CAR,QB,2013,13,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,MattCassel,MIN,QB,2013,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,LukeMcCown,NO,QB,2013,13,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
