Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AdamVinatieri,IND,K,2015,4,JAX,2,2,100,0,3,3,9,9
1,MattBryant,ATL,K,2015,4,HOU,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,4,SF,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,4,LAR,2,2,100,0,3,3,9,9
5,JustinTucker,BAL,K,2015,4,PIT,2,2,100,0,2,2,8,8
5,AndrewFranks,MIA,K,2015,4,NYJ,2,2,100,0,2,2,8,8
5,NickFolk,NYJ,K,2015,4,MIA,2,2,100,0,2,2,8,8
5,JasonMyers,JAX,K,2015,4,IND,2,2,100,0,2,2,8,8
5,DanCarpenter,BUF,K,2015,4,NYG,2,2,100,0,2,2,8,8
5,JoshBrown,NYG,K,2015,4,BUF,2,2,100,0,2,2,8,8
5,GrahamGano,CAR,K,2015,4,TB,2,2,100,0,2,2,8,8
5,CalebSturgis,PHI,K,2015,4,WAS,2,2,100,0,2,2,8,8
5,DustinHopkins,WAS,K,2015,4,PHI,2,2,100,0,2,2,8,8
5,SebastianJanikowski,OAK,K,2015,4,CHI,2,2,100,0,2,2,8,8
5,RobbieGould,CHI,K,2015,4,OAK,2,2,100,0,2,2,8,8
5,MikeNugentIR,CIN,K,2015,4,KC,2,2,100,0,2,2,8,8
5,CairoSantos,KC,K,2015,4,CIN,2,2,100,0,2,2,8,8
5,NickNovak,LAC,K,2015,4,CLE,2,2,100,0,2,2,8,8
5,JoshLamboP,LAC,K,2015,4,CLE,2,2,100,0,2,2,8,8
5,PhilDawson,SF,K,2015,4,GB,2,2,100,0,2,2,8,8
5,GregZuerlein,LAR,K,2015,4,ARI,2,2,100,0,2,2,8,8
5,BrandonMcManus,DEN,K,2015,4,MIN,2,2,100,0,2,2,8,8
5,BlairWalsh,MIN,K,2015,4,DEN,2,2,100,0,2,2,8,8
5,ZachHocker,NO,K,2015,4,DAL,2,2,100,0,2,2,8,8
5,DanBailey,DAL,K,2015,4,NO,2,2,100,0,2,2,8,8
5,StevenHauschka,SEA,K,2015,4,DET,2,2,100,0,2,2,8,8
5,MattPrater,DET,K,2015,4,SEA,2,2,100,0,2,2,8,8
28,JoshScobee,PIT,K,2015,4,BAL,2,2,100,0,1,1,7,7
29,KyleBrindza,TB,K,2015,4,CAR,1,2,50,0,2,2,5,5
29,TravisCoons,CLE,K,2015,4,LAC,1,1,100,0,2,2,5,5
31,GarrettHartley,PIT,K,2015,4,BAL,0,0,0,0,0,0,0,0
31,ShaunSuisham,PIT,K,2015,4,BAL,0,0,0,0,0,0,0,0
31,JordanGay,BUF,K,2015,4,NYG,0,0,0,0,0,0,0,0
31,ChrisBoswell,NYG,K,2015,4,BUF,0,0,0,0,0,0,0,0
31,PatrickMurray,TB,K,2015,4,CAR,0,0,0,0,0,0,0,0
31,KaiForbath,WAS,K,2015,4,PHI,0,0,0,0,0,0,0,0
31,CodyParkey,PHI,K,2015,4,WAS,0,0,0,0,0,0,0,0
31,JayFeely,CHI,K,2015,4,OAK,0,0,0,0,0,0,0,0
31,RandyBullock,HOU,K,2015,4,ATL,0,0,0,0,0,0,0,0
31,BillyCundiff,CLE,K,2015,4,LAC,0,0,0,0,0,0,0,0
