Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JimmyGrahamP,NO,TE,2013,11,SF,6,6,100,81,1,36,13.5,13.5,0,0,0,0,0,0,14.1,14.1
2,AntonioGates,LAC,TE,2013,11,MIA,16,13,81.2,117,0,52,7.3,9,0,0,0,0,0,0,11.7,11.7
3,RobGronkowskiQ,NE,TE,2013,11,CAR,9,6,66.7,101,0,45,11.2,16.8,0,0,0,0,0,0,10.1,10.1
4,JordanReed,WAS,TE,2013,11,PHI,10,8,80,93,0,42,9.3,11.6,0,4,0,0,0,0,9.7,9.7
5,TonyGonzalez,ATL,TE,2013,11,TB,10,8,80,92,0,41,9.2,11.5,0,0,0,0,0,0,9.2,9.2
6,JordanCameron,CLE,TE,2013,11,CIN,8,7,87.5,80,0,36,10,11.4,0,0,0,0,0,0,8,8
7,GarrettGraham,HOU,TE,2013,11,OAK,9,7,77.8,73,0,32,8.1,10.4,0,0,0,0,0,0,7.3,7.3
8,MarcedesLewis,JAX,TE,2013,11,ARI,8,6,75,64,0,28,8,10.7,0,0,0,0,0,0,6.4,6.4
9,VernonDavis,SF,TE,2013,11,NO,5,3,60,60,0,27,12,20,0,0,0,0,0,0,6,6
10,ScottChandler,BUF,TE,2013,11,NYJ,8,6,75,59,0,26,7.4,9.8,0,0,0,0,0,0,5.9,5.9
10,MartellusBennett,CHI,TE,2013,11,BAL,7,6,85.7,59,0,26,8.4,9.8,0,0,0,0,0,0,5.9,5.9
10,HeathMiller,PIT,TE,2013,11,DET,8,6,75,59,0,26,7.4,9.8,0,0,0,0,0,0,5.9,5.9
13,BrandonPettigrew,DET,TE,2013,11,PIT,6,5,83.3,55,0,25,9.2,11,0,0,0,0,0,0,5.5,5.5
14,JuliusThomas,DEN,TE,2013,11,KC,5,4,80,54,0,24,10.8,13.5,0,0,0,0,0,0,5.4,5.4
14,JohnCarlson,MIN,TE,2013,11,SEA,6,6,100,54,0,24,9,9,0,0,0,0,0,0,5.4,5.4
16,RobHousler,ARI,TE,2013,11,JAX,5,5,100,50,0,22,10,10,0,0,0,0,0,0,5,5
17,CobyFleener,IND,TE,2013,11,TEN,7,5,71.4,49,0,22,7,9.8,0,0,0,0,0,0,4.9,4.9
18,AnthonyFasano,KC,TE,2013,11,DEN,6,5,83.3,47,0,21,7.8,9.4,0,0,0,0,0,0,4.7,4.7
