Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,ZachErtz,PHI,TE,2017,5,ARI,10.2,5.9,60,65.6,0.3,0,6.6,11,0,0,0,0,0.1,0.1,8.2,8.16
2,TravisKelce,KC,TE,2017,5,HOU,7.08,5.1,71.4,61.8,0.3,0,8.9,12.4,0,0,0,0,0,0,8,7.98
3,DelanieWalkerIR,TEN,TE,2017,5,MIA,5.71,4.2,66.7,49.6,0.3,0,8.3,12.5,0,0,0,0,0,0,6.8,6.76
4,CharlesClayQ,BUF,TE,2017,5,CIN,5.52,4,66.7,43,0.3,0,7.2,10.8,0,0,0,0,0,0,6.1,6.1
5,CameronBrate,TB,TE,2017,5,NE,4.52,3.1,60,36.1,0.4,0,7.2,12,0,0,0,0,0,0,6,6.01
6,EvanEngramO,NYG,TE,2017,5,LAC,6.66,3.9,57.1,41.7,0.3,0,6,10.5,0,0,0,0,0,0,6,5.97
7,JimmyGrahamP,SEA,TE,2017,5,LAR,5.58,3.8,66.7,43.3,0.3,0,7.2,10.8,0,0,0,0,0.1,0.1,5.9,5.93
8,AustinSeferian-JenkinsP,NYJ,TE,2017,5,CLE,4.96,3.6,80,40.9,0.3,0,8.2,10.2,0,0,0,0,0,0,5.9,5.89
9,JasonWittenIR,DAL,TE,2017,5,GB,7,4,57.1,41.7,0.3,0,6,10.5,0,0,0,0,0.1,0.1,5.8,5.77
10,DwayneAllen,NE,TE,2017,5,TB,5.04,2.9,60,33.3,0.4,0,6.6,11,0,0,0,0,0,0,5.7,5.73
11,MartellusBennett,GB,TE,2017,5,DAL,5.94,3.6,66.7,38.5,0.3,0,6.3,9.5,0,0,0,0,0,0,5.6,5.65
12,KyleRudolph,MIN,TE,2017,5,CHI,6.68,3.8,57.1,37.8,0.3,0,5.4,9.5,0,0,0,0,0,0,5.6,5.58
13,JaredCook,OAK,TE,2017,5,BAL,4.59,3.4,60,38.6,0.3,0,7.8,13,0,0,0,0,0.1,0.1,5.5,5.46
14,TylerKroft,CIN,TE,2017,5,BUF,5.11,3.3,60,33.5,0.3,0,6.8,11.3,0,0,0,0,0,0,5.2,5.15
15,JesseJames,PIT,TE,2017,5,JAX,4.55,3.3,60,33.2,0.3,0,6.6,11,0,0,0,0,0,0,5.1,5.12
16,HunterHenryPUP,LAC,TE,2017,5,NYG,4.23,2.9,75,33,0.3,0,8.2,11,0,0,0,0,0,0,5.1,5.1
17,BenjaminWatson,BAL,TE,2017,5,OAK,5.43,3.7,80,38.1,0.2,0,7.6,9.5,0,0,0,0,0,0,5,5.01
18,EricEbronP,DET,TE,2017,5,CAR,4.52,3.3,60,37.5,0.2,0,7.6,12.7,0,0,0,0,0,0,5,4.95
19,ZachMillerIR,CHI,TE,2017,5,MIN,5.15,3.2,60,34.8,0.2,0,7,11.7,0,0,0,0,0,0,4.7,4.68
