Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AdrianPetersonQ,MIN,RB,2015,15,CHI,22,101,4.6,1,3,2,14,0,0,0,17.5,17.5
2,LeSeanMcCoyQ,BUF,RB,2015,15,WAS,17,85,5,1,4,3,24,0,0,0,16.9,16.9
3,DavidJohnson,ARI,RB,2015,15,PHI,17,77,4.5,1,4,3,26,0,0,0,16.3,16.3
4,DevontaFreemanO,ATL,RB,2015,15,JAX,16,60,3.8,1,5,4,34,0,0,0,15.4,15.4
5,LamarMiller,MIA,RB,2015,15,LAC,14,71,5.1,1,3,2,18,0,0,0,14.9,14.9
6,ChrisIvory,NYJ,RB,2015,15,DAL,17,79,4.6,1,1,1,8,0,0,0,14.7,14.7
7,DougMartin,TB,RB,2015,15,LAR,18,76,4.2,1,3,2,10,0,0,0,14.6,14.6
7,DeAngeloWilliams,PIT,RB,2015,15,DEN,18,62,3.4,1,4,3,24,0,0,0,14.6,14.6
9,EddieLacy,GB,RB,2015,15,OAK,15,73,4.9,1,3,2,12,0,0,0,14.5,14.5
10,ToddGurley,LAR,RB,2015,15,TB,17,72,4.2,1,1,1,11,0,0,0,14.3,14.3
11,MattForteIR,CHI,RB,2015,15,MIN,14,60,4.3,1,3,2,20,0,0,0,14,14
11,DenardRobinson,JAX,RB,2015,15,ATL,15,62,4.1,1,3,2,18,0,0,0,14,14
13,LataviusMurray,OAK,RB,2015,15,GB,16,64,4,1,3,2,14,0,0,0,13.8,13.8
14,CharcandrickWest,KC,RB,2015,15,BAL,14,56,4,1,3,2,21,0,0,0,13.7,13.7
15,TimHightower,NO,RB,2015,15,DET,16,60,3.8,1,3,2,16,0,0,0,13.6,13.6
16,JeremyHillIR,CIN,RB,2015,15,SF,16,66,4.1,1,1,1,8,0,0,0,13.4,13.4
17,BrandonBolden,NE,RB,2015,15,TEN,14,51,3.6,1,1,1,12,0,0,0,12.3,12.3
18,SpencerWare,KC,RB,2015,15,BAL,6,24,4,1,0,0,3,0,0,0,8.7,8.7
19,JavoriusAllen,BAL,RB,2015,15,KC,14,47,3.4,0,6,4,34,0,0,0,8.1,8.1
20,FrankGore,IND,RB,2015,15,HOU,15,64,4.3,0,3,2,14,0,0,0,7.8,7.8
21,DarrenMcFadden,DAL,RB,2015,15,NYJ,15,58,3.9,0,3,2,16,0,0,0,7.4,7.4
22,ShaunDraughn,SF,RB,2015,15,CIN,12,48,4,0,4,3,24,0,0,0,7.2,7.2
23,MelvinGordon,LAC,RB,2015,15,MIA,15,59,3.9,0,3,2,11,0,0,0,7,7
24,MattJones,WAS,RB,2015,15,BUF,12,52,4.3,0,3,2,16,0,0,0,6.8,6.8
25,GiovaniBernardP,CIN,RB,2015,15,SF,9,38,4.2,0,4,3,27,0,0,0,6.5,6.5
26,JeremyLangford,CHI,RB,2015,15,MIN,9,41,4.6,0,4,3,22,0,0,0,6.3,6.3
27,JamesStarks,GB,RB,2015,15,OAK,8,32,4,0,5,4,29,0,0,0,6.1,6.1
28,DarrenSprolesO,PHI,RB,2015,15,ARI,7,27,3.9,0,6,4,31,0,0,0,5.8,5.8
28,BryceBrown,SEA,RB,2015,15,CLE,11,49,4.5,0,1,1,9,0,0,0,5.8,5.8
