Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CincinnatiBengals,CIN,DST,2015,13,CLE,0,3,0,1,1,0,0,0,13,11,11
2,DenverBroncos,DEN,DST,2015,13,LAC,0,3,0,1,1,0,0,0,20,8,8
2,CarolinaPanthers,CAR,DST,2015,13,NO,0,3,0,1,1,0,0,0,20,8,8
2,NewEnglandPatriots,NE,DST,2015,13,PHI,0,3,0,1,1,0,0,0,18,8,8
5,ArizonaCardinals,ARI,DST,2015,13,LAR,0,2,0,1,1,0,0,0,19,7,7
5,NewYorkJets,NYJ,DST,2015,13,NYG,0,3,0,1,1,0,0,0,23,7,7
5,BuffaloBills,BUF,DST,2015,13,HOU,0,3,0,1,1,0,0,0,21,7,7
8,KansasCityChiefs,KC,DST,2015,13,OAK,0,2,0,1,1,0,0,0,21,6,6
8,LosAngelesRams,LAR,DST,2015,13,ARI,0,2,0,1,1,0,0,0,25,6,6
8,MinnesotaVikings,MIN,DST,2015,13,SEA,0,3,0,1,0,0,0,0,20,6,6
8,PittsburghSteelers,PIT,DST,2015,13,IND,0,2,0,1,1,0,0,0,22,6,6
8,ChicagoBears,CHI,DST,2015,13,SF,0,3,0,1,0,0,0,0,19,6,6
8,TampaBayBuccaneers,TB,DST,2015,13,ATL,0,2,0,1,1,0,0,0,24,6,6
14,HoustonTexans,HOU,DST,2015,13,BUF,0,3,0,1,0,0,0,0,21,5,5
14,SeattleSeahawks,SEA,DST,2015,13,MIN,0,3,0,1,0,0,0,0,21,5,5
14,GreenBayPackers,GB,DST,2015,13,DET,0,2,0,1,0,0,0,0,19,5,5
14,MiamiDolphins,MIA,DST,2015,13,BAL,0,3,0,1,0,0,0,0,24,5,5
14,BaltimoreRavens,BAL,DST,2015,13,MIA,0,3,0,1,0,0,0,0,24,5,5
14,TennesseeTitans,TEN,DST,2015,13,JAX,0,3,0,1,0,0,0,0,21,5,5
14,JacksonvilleJaguars,JAX,DST,2015,13,TEN,0,3,0,1,0,0,0,0,23,5,5
21,DetroitLions,DET,DST,2015,13,GB,0,3,0,1,0,0,0,0,29,4,4
21,NewYorkGiants,NYG,DST,2015,13,NYJ,0,2,0,1,0,0,0,0,26,4,4
21,WashingtonRedskins,WAS,DST,2015,13,DAL,0,2,0,1,0,0,0,0,21,4,4
21,DallasCowboys,DAL,DST,2015,13,WAS,0,2,0,1,0,0,0,0,23,4,4
21,IndianapolisColts,IND,DST,2015,13,PIT,0,2,0,1,0,0,0,0,26,4,4
21,LosAngelesChargers,LAC,DST,2015,13,DEN,0,2,0,1,0,0,0,0,26,4,4
21,SanFrancisco49ers,SF,DST,2015,13,CHI,0,2,0,1,0,0,0,0,24,4,4
28,AtlantaFalcons,ATL,DST,2015,13,TB,0,1,0,1,0,0,0,0,24,3,3
28,OaklandRaiders,OAK,DST,2015,13,KC,0,2,0,1,0,0,0,0,28,3,3
28,ClevelandBrowns,CLE,DST,2015,13,CIN,0,2,0,1,0,0,0,0,32,3,3
31,NewOrleansSaints,NO,DST,2015,13,CAR,0,1,0,1,0,0,0,0,33,2,2
32,PhiladelphiaEagles,PHI,DST,2015,13,NE,0,2,0,0,0,0,0,0,33,1,1
