Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,JacksonvilleJaguars,JAX,DST,2017,12,ARI,0,4,0,1.3,0.8,0.1,0,0,16.6,10.6,10.6
2,CincinnatiBengals,CIN,DST,2017,12,CLE,0,3.3,0,1.5,0.6,0,0,0,15.2,10.3,10.3
3,PittsburghSteelers,PIT,DST,2017,12,GB,0,3.5,0,1.3,0.6,0,0,0,16.1,10.1,10.1
4,BaltimoreRavens,BAL,DST,2017,12,HOU,0,3.1,0,1.1,0.8,0,0,0,16.2,9.1,9.1
5,PhiladelphiaEagles,PHI,DST,2017,12,CHI,0,3.2,0,0.9,0.7,0.1,0,0,15,8.8,8.8
6,CarolinaPanthers,CAR,DST,2017,12,NYJ,0,3,0,0.8,0.7,0,0,0,17.5,8.2,8.2
6,SeattleSeahawks,SEA,DST,2017,12,SF,0,3,0,1,0.5,0,0,0,17.9,8.2,8.2
8,NewEnglandPatriots,NE,DST,2017,12,MIA,0,2.5,0,1.3,0.4,0,0,0,16.5,8.1,8.1
9,OaklandRaiders,OAK,DST,2017,12,DEN,0,2.5,0,0.8,0.7,0,0,0,20.6,7.7,7.7
10,WashingtonRedskins,WAS,DST,2017,12,NYG,0,2.1,0,1,0.6,0,0,0,18.9,7.5,7.5
10,AtlantaFalcons,ATL,DST,2017,12,TB,0,2.3,0,1,0.5,0,0,0,19.3,7.5,7.5
12,ArizonaCardinals,ARI,DST,2017,12,JAX,0,2.3,0,0.9,0.5,0,0,0,20.9,7.3,7.3
13,MinnesotaVikings,MIN,DST,2017,12,DET,0,2.8,0,0.8,0.6,0,0,0,21.6,6.8,6.8
14,LosAngelesChargers,LAC,DST,2017,12,DAL,0,2.7,0,0.7,0.7,0,0,0,24.4,6.7,6.7
14,TennesseeTitans,TEN,DST,2017,12,IND,0,2.9,0,0.6,0.7,0,0,0,22.5,6.7,6.7
14,KansasCityChiefs,KC,DST,2017,12,BUF,0,2.7,0,0.6,0.6,0,0,0,19.2,6.7,6.7
17,LosAngelesRams,LAR,DST,2017,12,NO,0,2.1,0,0.9,0.6,0,0,0,25.3,6.3,6.3
18,HoustonTexans,HOU,DST,2017,12,BAL,0,2,0,1,0.5,0,0,0,22.6,6.2,6.2
19,NewOrleansSaints,NO,DST,2017,12,LAR,0,1.9,0,0.6,0.8,0.1,0,0,25.8,6.1,6.1
20,DallasCowboys,DAL,DST,2017,12,LAC,0,2.2,0,0.8,0.5,0,0,0,22.3,6,6
20,NewYorkJets,NYJ,DST,2017,12,CAR,0,2,0,0.8,0.6,0,0,0,22.2,6,6
22,SanFrancisco49ers,SF,DST,2017,12,SEA,0,2.3,0,0.8,0.4,0,0,0,25.4,5.9,5.9
23,DetroitLions,DET,DST,2017,12,MIN,0,1.8,0,1,0.4,0,0,0,24.5,5.8,5.8
24,TampaBayBuccaneers,TB,DST,2017,12,ATL,0,1.6,0,0.8,0.6,0,0,0,27.6,5.6,5.6
25,NewYorkGiants,NYG,DST,2017,12,WAS,0,1.5,0,0.7,0.7,0,0,0,24.6,5.5,5.5
25,DenverBroncos,DEN,DST,2017,12,OAK,0,1.9,0,0.6,0.6,0,0,0,23.2,5.5,5.5
27,ClevelandBrowns,CLE,DST,2017,12,CIN,0,1.7,0,0.6,0.6,0,0,0,22.4,5.3,5.3
27,IndianapolisColts,IND,DST,2017,12,TEN,0,1.7,0,0.7,0.5,0,0,0,24,5.3,5.3
29,BuffaloBills,BUF,DST,2017,12,KC,0,2,0,0.7,0.3,0,0,0,27.9,5.2,5.2
30,GreenBayPackers,GB,DST,2017,12,PIT,0,1.8,0,0.8,0.4,0,0,0,28.2,4.4,4.4
31,ChicagoBears,CHI,DST,2017,12,PHI,0,2.2,0,0.4,0.6,0,0,0,29.1,3.8,3.8
32,MiamiDolphins,MIA,DST,2017,12,NE,0,1.8,0,0.5,0.4,0.1,0,0,31.9,3.4,3.4
