Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,MinnesotaVikings,MIN,DST,2017,17,CHI,0,3,0,0.9,0.7,0,0,0,13.6,11.4,11.4
2,NewEnglandPatriots,NE,DST,2017,17,NYJ,0,3,0,1.3,0.5,0,0,0,14.5,8.8,8.8
3,PittsburghSteelers,PIT,DST,2017,17,CLE,0,3,0,1.1,0.6,0,0,0,15.8,8.6,8.6
4,DetroitLions,DET,DST,2017,17,GB,0,2.7,0,1.2,0.6,0,0,0,19,8.5,8.5
4,IndianapolisColts,IND,DST,2017,17,HOU,0,2.7,0,1.1,0.7,0,0,0,18.2,8.5,8.5
6,SeattleSeahawks,SEA,DST,2017,17,ARI,0,2.8,0,1.1,0.6,0,0,0,15,8.4,8.4
7,WashingtonRedskins,WAS,DST,2017,17,NYG,0,2.8,0,1,0.6,0,0,0,18.2,8.2,8.2
7,SanFrancisco49ers,SF,DST,2017,17,LAR,0,2.6,0,1,0.7,0,0,0,20.9,8.2,8.2
9,BaltimoreRavens,BAL,DST,2017,17,CIN,0,2.7,0,1,0.6,0,0,0,15.4,8.1,8.1
10,JacksonvilleJaguars,JAX,DST,2017,17,TEN,0,2.8,0,1,0.5,0,0,0,20.7,8,8
10,KansasCityChiefs,KC,DST,2017,17,DEN,0,2.6,0,1,0.6,0,0,0,20.7,8,8
10,DenverBroncos,DEN,DST,2017,17,KC,0,2.8,0,0.9,0.6,0,0,0,17.2,8,8
13,LosAngelesChargers,LAC,DST,2017,17,OAK,0,2.5,0,0.9,0.7,0,0,0,18,7.9,7.9
14,BuffaloBills,BUF,DST,2017,17,MIA,0,2.3,0,1.1,0.5,0,0,0,19.5,7.7,7.7
14,DallasCowboys,DAL,DST,2017,17,PHI,0,2.5,0,0.9,0.6,0,0,0,19.5,7.7,7.7
16,TennesseeTitans,TEN,DST,2017,17,JAX,0,2.5,0,0.8,0.6,0,0,0,20.2,7.5,7.5
17,AtlantaFalcons,ATL,DST,2017,17,CAR,0,2.2,0,0.7,0.6,0,0,0,20.9,7,7
18,NewOrleansSaints,NO,DST,2017,17,TB,0,2.5,0,1,0.6,0,0,0,21.3,6.9,6.9
19,LosAngelesRams,LAR,DST,2017,17,SF,0,2.8,0,0.7,0.5,0,0,0,23.8,6.4,6.4
19,ArizonaCardinals,ARI,DST,2017,17,SEA,0,2.6,0,0.8,0.5,0,0,0,23.1,6.4,6.4
21,GreenBayPackers,GB,DST,2017,17,DET,0,2.4,0,0.7,0.6,0,0,0,25.5,6.2,6.2
21,PhiladelphiaEagles,PHI,DST,2017,17,DAL,0,2.2,0,0.9,0.5,0,0,0,21.1,6.2,6.2
23,CarolinaPanthers,CAR,DST,2017,17,ATL,0,2.5,0,0.7,0.5,0,0,0,24.6,6.1,6.1
23,CincinnatiBengals,CIN,DST,2017,17,BAL,0,2.3,0,0.8,0.5,0,0,0,24.4,6.1,6.1
25,HoustonTexans,HOU,DST,2017,17,IND,0,2.4,0,0.7,0.5,0,0,0,23.3,6,6
26,MiamiDolphins,MIA,DST,2017,17,BUF,0,2.7,0,0.7,0.6,0,0,0,22,5.9,5.9
27,NewYorkGiants,NYG,DST,2017,17,WAS,0,2,0,0.7,0.6,0,0,0,22,5.8,5.8
28,ClevelandBrowns,CLE,DST,2017,17,PIT,0,1.7,0,0.8,0.6,0,0,0,22.7,5.1,5.1
29,ChicagoBears,CHI,DST,2017,17,MIN,0,1.9,0,0.7,0.5,0,0,0,25,4.9,4.9
30,OaklandRaiders,OAK,DST,2017,17,LAC,0,1.9,0,0.6,0.5,0,0,0,25.2,4.7,4.7
31,TampaBayBuccaneers,TB,DST,2017,17,NO,0,1.5,0,0.8,0.4,0,0,0,27.7,4.5,4.5
32,NewYorkJets,NYJ,DST,2017,17,NE,0,1.5,0,0.5,0.4,0,0,0,29,2.9,2.9
