Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2014,16,NYJ,10,6,60,77,1,0,7.7,12.8,0,0,0,0,0,0,13.7,13.7
2,JimmyGrahamP,NO,TE,2014,16,ATL,7,5,71.4,70,1,0,10,14,0,0,0,0,0,0,13,13
3,MartellusBennett,CHI,TE,2014,16,DET,10,6,60,65,1,0,6.5,10.8,0,0,0,0,0,0,12.5,12.5
4,DelanieWalkerIR,TEN,TE,2014,16,JAX,8,6,75,63,1,0,7.9,10.5,0,0,0,0,0,0,12.3,12.3
5,GregOlsenO,CAR,TE,2014,16,CLE,9,5,55.6,62,1,0,6.9,12.4,0,0,0,0,0,0,12.2,12.2
6,JuliusThomas,DEN,TE,2014,16,CIN,9,6,66.7,60,1,0,6.7,10,0,0,0,0,0,0,12,12
7,JasonWittenIR,DAL,TE,2014,16,IND,9,5,55.6,54,1,0,6,10.8,0,0,0,0,0,0,11.4,11.4
8,TravisKelce,KC,TE,2014,16,PIT,4,3,75,50,1,0,12.5,16.7,0,0,0,0,0,0,11,11
9,AntonioGates,LAC,TE,2014,16,SF,6,4,66.7,41,1,0,6.8,10.2,0,0,0,0,0,0,10.1,10.1
10,JordanReed,WAS,TE,2014,16,PHI,6,4,66.7,40,1,0,6.7,10,0,0,0,0,0,0,10,10
11,DwayneAllen,IND,TE,2014,16,DAL,5,3,60,37,1,0,7.4,12.3,0,0,0,0,0,0,9.7,9.7
12,CobyFleener,IND,TE,2014,16,DAL,11,8,72.7,84,0,0,7.6,10.5,0,0,0,0,0,0,8.4,8.4
13,MychalRivera,OAK,TE,2014,16,BUF,10,6,60,57,0,0,5.7,9.5,0,0,0,0,0,0,5.7,5.7
14,OwenDaniels,BAL,TE,2014,16,HOU,9,6,66.7,56,0,0,6.2,9.3,0,0,0,0,0,0,5.6,5.6
15,HeathMiller,PIT,TE,2014,16,KC,8,5,62.5,50,0,0,6.2,10,0,0,0,0,0,0,5,5
16,LarryDonnell,NYG,TE,2014,16,LAR,8,5,62.5,49,0,0,6.1,9.8,0,0,0,0,0,0,4.9,4.9
17,VernonDavis,SF,TE,2014,16,LAC,7,4,57.1,46,0,0,6.6,11.5,0,0,0,0,0,0,4.6,4.6
18,ZachErtz,PHI,TE,2014,16,WAS,7,4,57.1,41,0,0,5.9,10.2,0,0,0,0,0,0,4.1,4.1
19,CharlesClayQ,MIA,TE,2014,16,MIN,6,4,66.7,40,0,0,6.7,10,0,0,0,0,0,0,4,4
19,JaredCook,LAR,TE,2014,16,NYG,5,4,80,40,0,0,8,10,0,0,0,0,0,0,4,4
21,AndrewQuarless,GB,TE,2014,16,TB,6,4,66.7,38,0,0,6.3,9.5,0,0,0,0,0,0,3.8,3.8
22,JaceAmaro,NYJ,TE,2014,16,NE,6,4,66.7,34,0,0,5.7,8.5,0,0,0,0,0,0,3.4,3.4
22,ScottChandler,BUF,TE,2014,16,OAK,4,3,75,34,0,0,8.5,11.3,0,0,0,0,0,0,3.4,3.4
24,MarcedesLewis,JAX,TE,2014,16,TEN,5,3,60,29,0,0,5.8,9.7,0,0,0,0,0,0,2.9,2.9
24,ClayHarbor,JAX,TE,2014,16,TEN,5,4,80,29,0,0,5.8,7.2,0,0,0,0,0,0,2.9,2.9
24,EricEbronP,DET,TE,2014,16,CHI,4,3,75,29,0,0,7.2,9.7,0,0,0,0,0,0,2.9,2.9
24,LevineToilolo,ATL,TE,2014,16,NO,5,3,60,29,0,0,5.8,9.7,0,0,0,0,0,0,2.9,2.9
28,GavinEscobar,DAL,TE,2014,16,IND,5,3,60,27,0,0,5.4,9,0,0,0,0,0,0,2.7,2.7
28,JermaineGreshamQ,CIN,TE,2014,16,DEN,5,3,60,27,0,0,5.4,9,0,0,0,0,0,0,2.7,2.7
30,RichardRodgersIR,GB,TE,2014,16,TB,3,2,66.7,25,0,0,8.3,12.5,0,0,0,0,0,0,2.5,2.5
31,JordanCameron,CLE,TE,2014,16,CAR,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
32,AnthonyFasano,KC,TE,2014,16,PIT,3,2,66.7,22,0,0,7.3,11,0,0,0,0,0,0,2.2,2.2
33,BrentCelek,PHI,TE,2014,16,WAS,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
33,LanceKendricks,LAR,TE,2014,16,NYG,4,2,50,20,0,0,5,10,0,0,0,0,0,0,2,2
35,CJFiedorowiczIR,HOU,TE,2014,16,BAL,3,2,66.7,19,0,0,6.3,9.5,0,0,0,0,0,0,1.9,1.9
36,LadariusGreen,LAC,TE,2014,16,SF,3,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,1.7,1.7
36,JeffCumberland,NYJ,TE,2014,16,NE,3,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,1.7,1.7
36,TimWright,NE,TE,2014,16,NYJ,3,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,1.7,1.7
39,NilesPaul,WAS,TE,2014,16,PHI,1,1,100,16,0,0,16,16,0,0,0,0,0,0,1.6,1.6
39,EdDickson,CAR,TE,2014,16,CLE,3,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,1.6,1.6
39,BrandonMyers,TB,TE,2014,16,GB,2,1,50,16,0,0,8,16,0,0,0,0,0,0,1.6,1.6
39,LukeWillson,SEA,TE,2014,16,ARI,3,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,1.6,1.6
43,CrockettGillmore,BAL,TE,2014,16,HOU,2,1,50,15,0,0,7.5,15,0,0,0,0,0,0,1.5,1.5
43,BenjaminWatson,NO,TE,2014,16,ATL,3,2,66.7,15,0,0,5,7.5,0,0,0,0,0,0,1.5,1.5
45,ChaseFord,MIN,TE,2014,16,MIA,3,2,66.7,14,0,0,4.7,7,0,0,0,0,0,0,1.4,1.4
46,JimDray,CLE,TE,2014,16,CAR,3,2,66.7,13,0,0,4.3,6.5,0,0,0,0,0,0,1.3,1.3
47,LoganPaulsen,WAS,TE,2014,16,PHI,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
47,BrandonPettigrew,DET,TE,2014,16,CHI,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
47,JohnCarlson,ARI,TE,2014,16,SEA,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
50,RyanGriffin,HOU,TE,2014,16,BAL,1,1,100,11,0,0,11,11,0,0,0,0,0,0,1.1,1.1
