Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2017,13,BUF,2.1,2.2,100,0,3,3,9.3,9.3
2,WilLutz,NO,K,2017,13,CAR,2,2.1,100,0,3,3,9,9
3,MattBryant,ATL,K,2017,13,MIN,2,2.1,100,0,2.8,2.8,8.8,8.8
3,JoshLamboP,JAX,K,2017,13,IND,2.1,2.2,100,0,2.5,2.5,8.8,8.8
5,RyanSuccopP,TEN,K,2017,13,HOU,2,2.1,100,0,2.7,2.7,8.7,8.7
6,GregZuerlein,LAR,K,2017,13,ARI,2,2.1,100,0,2.5,2.5,8.5,8.5
7,DanBailey,DAL,K,2017,13,WAS,1.9,1.9,100,0,2.7,2.7,8.4,8.4
8,JakeElliott,PHI,K,2017,13,SEA,1.9,2,100,0,2.5,2.5,8.2,8.2
9,HarrisonButker,KC,K,2017,13,NYJ,2,2,100,0,2.1,2.1,8.1,8.1
10,KaiForbath,MIN,K,2017,13,ATL,1.9,2,100,0,2.3,2.3,8,8
10,MattPrater,DET,K,2017,13,BAL,1.9,1.9,100,0,2.3,2.3,8,8
10,ChrisBoswell,PIT,K,2017,13,CIN,2,2,100,0,2,2,8,8
13,JustinTucker,BAL,K,2017,13,DET,1.9,2,100,0,2.1,2.1,7.8,7.8
14,PatrickMurray,TB,K,2017,13,GB,1.9,2,100,0,2,2,7.7,7.7
14,BrandonMcManus,DEN,K,2017,13,MIA,1.9,2,100,0,2,2,7.7,7.7
14,GrahamGano,CAR,K,2017,13,NO,1.8,1.8,100,0,2.3,2.3,7.7,7.7
17,NickRose,WAS,K,2017,13,DAL,1.7,1.7,100,0,2.4,2.4,7.5,7.5
17,PhilDawson,ARI,K,2017,13,LAR,1.8,1.9,100,0,2.1,2.1,7.5,7.5
17,GiorgioTavecchio,OAK,K,2017,13,NYG,1.7,1.9,100,0,2.4,2.4,7.5,7.5
20,RobbieGould,SF,K,2017,13,CHI,1.7,1.7,100,0,1.9,1.9,7,7
20,MasonCrosby,GB,K,2017,13,TB,1.4,1.5,50,0,2.8,2.8,7,7
22,StevenHauschka,BUF,K,2017,13,NE,1.6,1.6,100,0,2.1,2.1,6.9,6.9
23,CairoSantos,CHI,K,2017,13,SF,1.6,1.7,100,0,2,2,6.8,6.8
23,BlairWalsh,SEA,K,2017,13,PHI,1.5,1.7,100,0,2.3,2.3,6.8,6.8
25,ChandlerCatanzaro,NYJ,K,2017,13,KC,1.6,1.7,100,0,1.9,1.9,6.7,6.7
25,Ka'imiFairbairn,HOU,K,2017,13,TEN,1.6,1.6,100,0,1.9,1.9,6.7,6.7
27,CodyParkey,MIA,K,2017,13,DEN,1.4,1.5,50,0,2,2,6.2,6.2
28,AdamVinatieri,IND,K,2017,13,JAX,1.3,1.3,100,0,2,2,5.9,5.9
29,AldrickRosas,NYG,K,2017,13,OAK,1.1,1.2,100,0,1.9,1.9,5.2,5.2
30,RandyBullock,CIN,K,2017,13,PIT,1,1.1,100,0,1.9,1.9,4.9,4.9
31,ZaneGonzalez,CLE,K,2017,13,LAC,1,1.2,100,0,1.5,1.5,4.5,4.5
32,NickNovak,LAC,K,2017,13,CLE,0.4,0.4,0,0,0.6,0.6,1.8,1.8
33,DustinHopkins,WAS,K,2017,13,DAL,0,0,0,0,0,0,0,0
33,NickFolk,TB,K,2017,13,GB,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,13,NYG,0,0,0,0,0,0,0,0
33,CalebSturgis,PHI,K,2017,13,SEA,0,0,0,0,0,0,0,0
