Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MattPrater,DET,K,2014,8,ATL,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2014,8,CAR,2,2,100,0,3,3,9,9
1,RobbieGould,CHI,K,2014,8,NE,2,2,100,0,3,3,9,9
1,StephenGostkowski,NE,K,2014,8,CHI,2,2,100,0,3,3,9,9
1,BlairWalsh,MIN,K,2014,8,TB,2,2,100,0,3,3,9,9
1,CodyParkey,PHI,K,2014,8,ARI,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2014,8,PIT,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2014,8,NO,2,2,100,0,3,3,9,9
1,ShayneGraham,NO,K,2014,8,GB,2,2,100,0,3,3,9,9
1,DanBailey,DAL,K,2014,8,WAS,2,2,100,0,3,3,9,9
11,NickNovak,LAC,K,2014,8,DEN,2,2,100,0,2,2,8,8
11,MattBryant,ATL,K,2014,8,DET,2,2,100,0,2,2,8,8
11,JustinTucker,BAL,K,2014,8,CIN,2,2,100,0,2,2,8,8
11,MikeNugentIR,CIN,K,2014,8,BAL,2,2,100,0,2,2,8,8
11,DanCarpenter,BUF,K,2014,8,NYJ,2,2,100,0,2,2,8,8
11,NickFolk,NYJ,K,2014,8,BUF,2,2,100,0,2,2,8,8
11,GrahamGano,CAR,K,2014,8,SEA,2,2,100,0,2,2,8,8
11,JoshScobee,JAX,K,2014,8,MIA,2,2,100,0,2,2,8,8
11,CalebSturgis,MIA,K,2014,8,JAX,2,2,100,0,2,2,8,8
11,RyanSuccopP,TEN,K,2014,8,HOU,2,2,100,0,2,2,8,8
11,CairoSantos,KC,K,2014,8,LAR,2,2,100,0,2,2,8,8
11,GregZuerlein,LAR,K,2014,8,KC,2,2,100,0,2,2,8,8
11,PatrickMurray,TB,K,2014,8,MIN,2,2,100,0,2,2,8,8
11,ChandlerCatanzaro,ARI,K,2014,8,PHI,2,2,100,0,2,2,8,8
11,SebastianJanikowski,OAK,K,2014,8,CLE,2,2,100,0,2,2,8,8
11,ShaunSuisham,PIT,K,2014,8,IND,2,2,100,0,2,2,8,8
27,BrandonMcManus,DEN,K,2014,8,LAC,1,1,100,0,3,3,6,6
27,BillyCundiff,CLE,K,2014,8,OAK,1,1,100,0,3,3,6,6
29,RandyBullock,HOU,K,2014,8,TEN,1,2,50,0,2,2,5,5
29,KaiForbath,WAS,K,2014,8,DAL,1,2,50,0,2,2,5,5
