Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,GrahamGano,CAR,K,2017,3,NO,2.3,2.5,100,0,3,3,9.9,9.9
2,StephenGostkowski,NE,K,2017,3,HOU,2,2.1,100,0,3,3,9,9
3,MattBryant,ATL,K,2017,3,DET,1.9,2,100,0,3,3,8.7,8.7
4,ChrisBoswell,PIT,K,2017,3,CHI,1.9,2,100,0,2.8,2.8,8.5,8.5
4,MasonCrosby,GB,K,2017,3,CIN,1.9,2,100,0,2.8,2.8,8.5,8.5
4,CairoSantos,KC,K,2017,3,LAC,2,2.1,100,0,2.5,2.5,8.5,8.5
7,BrandonMcManus,DEN,K,2017,3,BUF,1.9,2.1,100,0,2.1,2.1,7.8,7.8
7,MattPrater,DET,K,2017,3,ATL,1.7,1.7,100,0,2.7,2.7,7.8,7.8
9,DanBailey,DAL,K,2017,3,ARI,1.8,2,100,0,2.2,2.2,7.6,7.6
10,DustinHopkins,WAS,K,2017,3,OAK,1.6,1.8,100,0,2.7,2.7,7.5,7.5
11,GiorgioTavecchio,OAK,K,2017,3,WAS,1.4,1.6,50,0,3.2,3.2,7.4,7.4
12,RobbieGould,SF,K,2017,3,LAR,1.8,1.8,100,0,1.7,1.7,7.1,7.1
13,GregZuerlein,LAR,K,2017,3,SF,1.6,1.7,100,0,2,2,6.8,6.8
13,JakeElliott,PHI,K,2017,3,NYG,1.7,1.9,100,0,1.7,1.7,6.8,6.8
13,BlairWalsh,SEA,K,2017,3,TEN,1.6,1.8,100,0,2,2,6.8,6.8
16,CodyParkey,MIA,K,2017,3,NYJ,1.4,1.5,50,0,2.5,2.5,6.7,6.7
17,JustinTucker,BAL,K,2017,3,JAX,1.5,1.6,100,0,2,2,6.5,6.5
18,AdamVinatieri,IND,K,2017,3,CLE,1.5,1.5,100,0,1.9,1.9,6.4,6.4
18,KaiForbath,MIN,K,2017,3,TB,1.5,1.6,100,0,1.9,1.9,6.4,6.4
20,RyanSuccopP,TEN,K,2017,3,SEA,1.3,1.4,100,0,2.4,2.4,6.3,6.3
21,ZaneGonzalez,CLE,K,2017,3,IND,1.4,1.5,50,0,2,2,6.2,6.2
22,WilLutz,NO,K,2017,3,CAR,1.1,1.2,100,0,2.5,2.5,5.8,5.8
22,NickFolk,TB,K,2017,3,MIN,1.3,1.4,100,0,1.9,1.9,5.8,5.8
22,AldrickRosas,NYG,K,2017,3,PHI,1.4,1.5,50,0,1.6,1.6,5.8,5.8
25,JasonMyers,JAX,K,2017,3,BAL,1.3,1.4,100,0,1.8,1.8,5.7,5.7
25,PhilDawson,ARI,K,2017,3,DAL,1.2,1.4,100,0,2.1,2.1,5.7,5.7
27,ChandlerCatanzaro,NYJ,K,2017,3,MIA,1.3,1.4,100,0,1.7,1.7,5.6,5.6
28,StevenHauschka,BUF,K,2017,3,DEN,1.2,1.3,100,0,1.7,1.7,5.3,5.3
29,RandyBullock,CIN,K,2017,3,GB,1.1,1.2,100,0,1.9,1.9,5.2,5.2
30,YounghoeKoo,LAC,K,2017,3,KC,0.9,1.1,100,0,2.2,2.2,4.9,4.9
31,ConnorBarth,CHI,K,2017,3,PIT,0.9,0.9,100,0,1.5,1.5,4.2,4.2
31,Ka'imiFairbairn,HOU,K,2017,3,NE,0.9,1,100,0,1.5,1.5,4.2,4.2
33,HarrisonButker,CAR,K,2017,3,NO,0,0,0,0,0,0,0,0
33,CalebSturgis,PHI,K,2017,3,NYG,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,3,WAS,0,0,0,0,0,0,0,0
