Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MattBryant,ATL,K,2013,1,NO,2,2,100,34,4,4,10,10
2,RobbieGould,CHI,K,2013,1,CIN,2,2,100,28,3,3,9,9
3,JustinTucker,BAL,K,2013,1,DEN,1,1,100,31,5,5,8.2,8.2
4,BlairWalsh,MIN,K,2013,1,DET,2,2,100,39,2,2,8,8
4,PhilDawson,SF,K,2013,1,GB,2,2,100,35,2,2,8,8
6,KaiForbath,WAS,K,2013,1,PHI,1,2,50,27,4,4,7,7
7,MattPrater,DEN,K,2013,1,BAL,1,1,100,32,3,3,6,6
7,StephenGostkowski,NE,K,2013,1,BUF,1,2,50,31,3,3,6,6
7,MikeNugentIR,CIN,K,2013,1,CHI,1,2,50,31,3,3,6,6
7,GarrettHartley,NO,K,2013,1,ATL,1,2,50,42,3,3,6,6
7,ShaunSuisham,PIT,K,2013,1,TEN,1,2,50,41,3,3,6,6
7,StevenHauschka,SEA,K,2013,1,CAR,1,2,50,29,3,3,6,6
7,GregZuerlein,LAR,K,2013,1,ARI,1,2,50,18,3,3,6,6
7,MasonCrosby,GB,K,2013,1,SF,1,1,100,30,3,3,6,6
7,DanBailey,DAL,K,2013,1,NYG,1,2,50,44,3,3,6,6
16,BillyCundiff,CLE,K,2013,1,MIA,1,1,100,29,2,2,5,5
16,RianLindell,TB,K,2013,1,NYJ,1,1,100,34,2,2,5,5
16,RobBironas,TEN,K,2013,1,PIT,1,1,100,25,2,2,5,5
16,DavidAkers,DET,K,2013,1,MIN,1,1,100,33,2,2,5,5
16,AdamVinatieri,IND,K,2013,1,OAK,1,2,50,35,2,2,5,5
16,GrahamGano,CAR,K,2013,1,SEA,1,1,100,33,2,2,5,5
16,AlexHenery,PHI,K,2013,1,WAS,1,2,50,26,2,2,5,5
16,NickNovak,LAC,K,2013,1,HOU,1,1,100,30,2,2,5,5
24,DanCarpenter,BUF,K,2013,1,NE,1,1,100,38,1,1,4,4
24,NickFolk,NYJ,K,2013,1,TB,1,1,100,30,1,1,4,4
24,SebastianJanikowski,OAK,K,2013,1,IND,1,2,50,27,1,1,4,4
24,JoshScobee,JAX,K,2013,1,KC,1,1,100,29,1,1,4,4
24,RyanSuccopP,KC,K,2013,1,JAX,1,2,50,34,1,1,4,4
24,JayFeely,ARI,K,2013,1,LAR,1,1,100,43,1,1,4,4
24,JoshBrown,NYG,K,2013,1,DAL,1,2,50,44,1,1,4,4
31,CalebSturgis,MIA,K,2013,1,CLE,0,0,0,0,0,0,0,0
31,RandyBullock,HOU,K,2013,1,LAC,0,0,0,0,0,0,0,0
