Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,ShaunSuisham,PIT,K,2014,2,BAL,2,2,100,0,3,3,9,9
1,MikeNugentIR,CIN,K,2014,2,ATL,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2014,2,LAC,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2014,2,NYJ,2,2,100,0,3,3,9,9
1,PhilDawson,SF,K,2014,2,CHI,2,2,100,0,3,3,9,9
6,DanBailey,DAL,K,2014,2,TEN,2,2,100,0,2,2,8,8
6,GrahamGano,CAR,K,2014,2,DET,2,2,100,0,2,2,8,8
6,DanCarpenter,BUF,K,2014,2,MIA,2,2,100,0,2,2,8,8
6,CalebSturgis,MIA,K,2014,2,BUF,2,2,100,0,2,2,8,8
6,BlairWalsh,MIN,K,2014,2,NE,2,2,100,0,2,2,8,8
6,StephenGostkowski,NE,K,2014,2,MIN,2,2,100,0,2,2,8,8
6,BillyCundiff,CLE,K,2014,2,NO,2,2,100,0,2,2,8,8
6,MattBryant,ATL,K,2014,2,CIN,2,2,100,0,2,2,8,8
6,JoshScobee,JAX,K,2014,2,WAS,2,2,100,0,2,2,8,8
6,JoshBrown,NYG,K,2014,2,ARI,2,2,100,0,2,2,8,8
6,ChandlerCatanzaro,ARI,K,2014,2,NYG,2,2,100,0,2,2,8,8
6,NickNovak,LAC,K,2014,2,SEA,2,2,100,0,2,2,8,8
6,PatrickMurray,TB,K,2014,2,LAR,2,2,100,0,2,2,8,8
6,RandyBullock,HOU,K,2014,2,OAK,2,2,100,0,2,2,8,8
6,NickFolk,NYJ,K,2014,2,GB,2,2,100,0,2,2,8,8
6,CairoSantos,KC,K,2014,2,DEN,2,2,100,0,2,2,8,8
6,RobbieGould,CHI,K,2014,2,SF,2,2,100,0,2,2,8,8
23,ShayneGraham,NO,K,2014,2,CLE,1,1,100,0,4,4,7,7
23,GregZuerlein,LAR,K,2014,2,TB,2,2,100,0,1,1,7,7
23,SebastianJanikowski,OAK,K,2014,2,HOU,2,2,100,0,1,1,7,7
26,JustinTucker,BAL,K,2014,2,PIT,1,1,100,0,3,3,6,6
26,KaiForbath,WAS,K,2014,2,JAX,1,2,50,0,3,3,6,6
26,BrandonMcManus,DEN,K,2014,2,KC,1,1,100,0,3,3,6,6
26,CodyParkey,PHI,K,2014,2,IND,1,1,100,0,3,3,6,6
30,RyanSuccopP,TEN,K,2014,2,DAL,1,1,100,0,2,2,5,5
30,AdamVinatieri,IND,K,2014,2,PHI,1,2,50,0,2,2,5,5
