Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,12,GB,22.8,89.3,3.9,0.6,5.58,3.8,29.4,0.1,0.1,0.1,15.9,15.87
2,ToddGurley,LAR,RB,2017,12,NO,18.1,82.2,4.6,0.6,5.03,3.7,31.8,0.1,0.1,0.1,15.4,15.4
3,LeSeanMcCoyQ,BUF,RB,2017,12,KC,17.7,82.4,4.6,0.4,5.98,4.4,32.2,0.2,0.1,0.1,14.9,14.86
4,LeonardFournetteQ,JAX,RB,2017,12,ARI,20.9,85.1,4,0.7,2.79,1.9,15,0.1,0.1,0.1,14.6,14.61
5,KareemHunt,KC,RB,2017,12,BUF,16.4,80.8,5.1,0.6,4.37,3.1,24,0.1,0.1,0.1,14.5,14.48
6,MarkIngramSUS,NO,RB,2017,12,LAR,15.1,78.2,5.2,0.6,4.35,3.2,21.4,0.1,0.1,0.1,14,13.96
7,MelvinGordon,LAC,RB,2017,12,DAL,16.9,72.7,4.3,0.5,4.88,3.3,24.7,0.2,0.1,0.1,13.7,13.74
8,TevinColeman,ATL,RB,2017,12,TB,17.4,73.1,4.3,0.6,2.94,2.2,21.5,0.1,0.1,0.1,13.5,13.46
9,AlvinKamaraP,NO,RB,2017,12,LAR,8,47,5.9,0.3,5.89,4.5,39.2,0.2,0.1,0.1,11.4,11.42
10,AlfredMorrisQ,DAL,RB,2017,12,LAC,18,80.7,4.5,0.5,0.53,0.4,3.2,0,0.1,0.1,11.2,11.19
11,SamajePerineQ,WAS,RB,2017,12,NYG,17.7,73.3,4.1,0.5,1.59,1.2,10,0,0.1,0.1,11.1,11.13
12,DionLewis,NE,RB,2017,12,MIA,15.5,64.9,4.1,0.5,1.72,1.2,9.5,0.1,0.1,0.1,10.8,10.84
12,CarlosHyde,SF,RB,2017,12,SEA,14.5,61.1,4.4,0.3,5.04,3.6,25.3,0.1,0.1,0.1,10.8,10.84
14,ChristianMcCaffrey,CAR,RB,2017,12,NYJ,8.7,35.1,3.9,0.2,7.42,5.3,38.2,0.3,0.1,0.1,10.1,10.13
15,LamarMiller,HOU,RB,2017,12,BAL,16.9,63.2,3.7,0.3,3.19,2.3,14.3,0.1,0.1,0.1,10,9.95
16,OrleansDarkwa,NYG,RB,2017,12,WAS,13.6,60.5,4.3,0.3,3.02,2.1,16.1,0.1,0.1,0.1,9.9,9.86
17,JerickMcKinnonIR,MIN,RB,2017,12,DET,12.8,50.8,3.9,0.3,4.91,3.3,24.4,0.1,0.1,0.1,9.7,9.72
18,DeMarcoMurray,TEN,RB,2017,12,IND,12.1,47.2,3.9,0.4,3.64,2.8,20.9,0.1,0.1,0.1,9.6,9.61
19,JoeMixonO,CIN,RB,2017,12,CLE,16.3,51.1,3.2,0.4,2.98,2.1,16.9,0.1,0.1,0.1,9.6,9.6
20,LataviusMurray,MIN,RB,2017,12,DET,13.8,60.8,4.4,0.5,1.19,0.9,6.1,0,0.1,0.1,9.5,9.49
21,FrankGore,IND,RB,2017,12,TEN,14,51.1,3.6,0.4,2.54,1.9,14.8,0.1,0.1,0.1,9.4,9.39
22,MarshawnLynchP,OAK,RB,2017,12,DEN,12.8,49.7,3.8,0.5,1.8,1.3,10.1,0.1,0.1,0.1,9.4,9.38
23,JordanHoward,CHI,RB,2017,12,PHI,17.1,65.6,3.9,0.3,1.64,1.2,9,0,0.1,0.1,9.1,9.06
24,AlexCollins,BAL,RB,2017,12,HOU,15.9,61.8,3.9,0.3,2.05,1.5,11.4,0,0.1,0.1,8.9,8.92
25,RexBurkheadIR,NE,RB,2017,12,MIA,7.2,31.6,4.6,0.3,4.17,2.9,25.2,0.2,0.1,0.1,8.5,8.48
26,IsaiahCrowell,CLE,RB,2017,12,CIN,13.9,55.1,3.9,0.3,2.79,1.9,12.9,0,0.1,0.1,8.4,8.4
27,JamaalWilliams,GB,RB,2017,12,PIT,13.5,52,3.7,0.3,2.92,2.2,15.9,0,0.1,0.1,8.4,8.39
28,AdrianPetersonQ,ARI,RB,2017,12,JAX,16,59.6,3.8,0.3,1.3,1,6.4,0,0.2,0.2,8,8
29,JayAjayiP,PHI,RB,2017,12,CHI,10.9,47.4,4.3,0.3,1.65,1.2,9.2,0.1,0.1,0.1,7.9,7.86
30,DougMartin,TB,RB,2017,12,ATL,14.4,60.3,4.3,0.2,1.75,1.2,8.1,0,0.1,0.1,7.8,7.84
31,AmeerAbdullah,DET,RB,2017,12,MIN,14.1,48.7,3.5,0.2,2.58,1.9,13.6,0.1,0.1,0.1,7.8,7.83
32,DevontaeBooker,DEN,RB,2017,12,OAK,8.9,39.4,4.3,0.2,3.74,2.6,20.3,0.1,0.1,0.1,7.6,7.57
33,BilalPowell,NYJ,RB,2017,12,CAR,10.7,41,3.7,0.2,3.62,2.5,18.5,0.1,0.1,0.1,7.6,7.55
34,DannyWoodheadIR,BAL,RB,2017,12,HOU,5.6,17.2,2.8,0.1,5.65,4.1,36.8,0.2,0,0,7.2,7.2
35,DukeJohnson,CLE,RB,2017,12,CIN,6.2,27.6,4.7,0.1,5.57,4.1,33.3,0.1,0.1,0.1,7.1,7.09
36,DerrickHenry,TEN,RB,2017,12,IND,10.5,41.3,4.1,0.4,1.19,0.8,7,0,0.1,0.1,7,7.03
37,DamienWilliams,MIA,RB,2017,12,NE,8.8,37.4,4.1,0.1,3.88,2.7,21.4,0.1,0.1,0.1,6.9,6.88
