Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,JustinTucker,BAL,K,2017,15,CLE,2.4,2.5,100,0,2.4,2.4,9.6,9.6
2,WilLutz,NO,K,2017,15,NYJ,2,2.1,100,0,3.2,3.2,9.2,9.2
3,GregZuerlein,LAR,K,2017,15,SEA,2.1,2.2,100,0,2.4,2.4,8.7,8.7
4,MattPrater,DET,K,2017,15,CHI,2,2.1,100,0,2.6,2.6,8.6,8.6
4,KaiForbath,MIN,K,2017,15,CIN,2,2.2,100,0,2.6,2.6,8.6,8.6
4,StephenGostkowski,NE,K,2017,15,PIT,1.9,2.1,100,0,2.9,2.9,8.6,8.6
7,JakeElliott,PHI,K,2017,15,NYG,1.9,2,100,0,2.8,2.8,8.5,8.5
8,JoshLamboP,JAX,K,2017,15,HOU,2,2.2,100,0,2.4,2.4,8.4,8.4
8,ChrisBoswell,PIT,K,2017,15,NE,2,2.1,100,0,2.4,2.4,8.4,8.4
8,RobbieGould,SF,K,2017,15,TEN,2.1,2.2,100,0,2.1,2.1,8.4,8.4
8,MattBryant,ATL,K,2017,15,TB,1.9,2,100,0,2.7,2.7,8.4,8.4
12,HarrisonButker,KC,K,2017,15,LAC,2,2,100,0,2.2,2.2,8.2,8.2
12,GrahamGano,CAR,K,2017,15,GB,1.9,2,100,0,2.5,2.5,8.2,8.2
14,AdamVinatieri,IND,K,2017,15,DEN,1.9,1.9,100,0,2.2,2.2,7.9,7.9
15,BrandonMcManus,DEN,K,2017,15,IND,1.9,2,100,0,2.1,2.1,7.8,7.8
15,TravisCoons,LAC,K,2017,15,KC,1.8,1.9,100,0,2.4,2.4,7.8,7.8
17,StevenHauschka,BUF,K,2017,15,MIA,1.9,2,100,0,2,2,7.7,7.7
18,PhilDawson,ARI,K,2017,15,WAS,1.9,2.4,100,0,1.9,1.9,7.6,7.6
19,DustinHopkins,WAS,K,2017,15,ARI,1.6,1.8,100,0,2.6,2.6,7.4,7.4
20,RyanSuccopP,TEN,K,2017,15,SF,1.6,1.8,100,0,2.3,2.3,7.1,7.1
21,PatrickMurray,TB,K,2017,15,ATL,1.6,1.7,100,0,2,2,6.8,6.8
22,BlairWalsh,SEA,K,2017,15,LAR,1.4,1.7,50,0,2.5,2.5,6.7,6.7
22,DanBailey,DAL,K,2017,15,OAK,1.4,1.6,50,0,2.5,2.5,6.7,6.7
24,GiorgioTavecchio,OAK,K,2017,15,DAL,1.4,1.5,50,0,2.4,2.4,6.6,6.6
25,MasonCrosby,GB,K,2017,15,CAR,1.4,1.5,50,0,2.3,2.3,6.5,6.5
26,Ka'imiFairbairn,HOU,K,2017,15,JAX,1.6,1.8,100,0,1.5,1.5,6.3,6.3
26,ChandlerCatanzaro,NYJ,K,2017,15,NO,1.5,1.7,100,0,1.8,1.8,6.3,6.3
28,MikeNugentIR,CHI,K,2017,15,DET,1.4,1.5,50,0,2,2,6.2,6.2
29,CodyParkey,MIA,K,2017,15,BUF,1.1,1.2,100,0,2,2,5.3,5.3
30,AldrickRosas,NYG,K,2017,15,PHI,1.1,1.2,100,0,1.7,1.7,5,5
31,ZaneGonzalez,CLE,K,2017,15,BAL,1.1,1.3,100,0,1.5,1.5,4.8,4.8
31,RandyBullock,CIN,K,2017,15,MIN,1,1.1,100,0,1.8,1.8,4.8,4.8
33,CairoSantos,CHI,K,2017,15,DET,0,0,0,0,0,0,0,0
33,NickNovak,LAC,K,2017,15,KC,0,0,0,0,0,0,0,0
33,CalebSturgis,PHI,K,2017,15,NYG,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,15,DAL,0,0,0,0,0,0,0,0
33,NickFolk,TB,K,2017,15,ATL,0,0,0,0,0,0,0,0
