Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,15,PIT,25,38.5,65.8,299.7,7.9,2.3,0.5,107.35,1.6,1.7,1,0,20.2,20.16
2,RussellWilson,SEA,QB,2017,15,LAR,23.4,34.9,65.7,256.4,7.3,2,0.8,94.46,5.4,25.6,5.2,0.1,19.6,19.62
3,DrewBrees,NO,QB,2017,15,NYJ,24,36.3,66.7,283.1,7.9,2.1,0.4,108.91,1.9,1.3,0.5,0.1,19.4,19.45
4,CamNewton,CAR,QB,2017,15,GB,18.6,31.7,59.4,229.8,7.2,1.5,0.9,89.32,7.2,39.3,5.6,0.3,18.9,18.92
5,AaronRodgersQ,GB,QB,2017,15,CAR,23,35.1,65.7,252.3,7.2,1.9,0.6,93.99,3.3,14.8,5,0.1,18.4,18.37
6,BenRoethlisberger,PIT,QB,2017,15,NE,25.8,39.5,65,290.1,7.2,2.1,0.9,92.71,1.9,3.2,1.5,0,18.3,18.32
7,DakPrescott,DAL,QB,2017,15,OAK,20.2,31.9,62.5,227.5,7.1,1.6,0.5,104.69,3.5,24.1,6,0.2,17.9,17.91
8,MattRyan,ATL,QB,2017,15,TB,23.6,35.1,68.6,285.9,8.2,1.9,0.8,100.42,2,5.8,3,0,17.8,17.82
9,PhilipRivers,LAC,QB,2017,15,KC,22.8,37.1,62.2,285.9,7.7,1.9,0.8,92.85,0.9,0.8,1,0,17.3,17.32
10,JaredGoff,LAR,QB,2017,15,SEA,22.5,36,61.1,270.2,7.5,1.8,0.8,91.2,2,4.1,2,0.1,17.2,17.22
11,MatthewStafford,DET,QB,2017,15,CHI,23.5,37.1,64.9,268.7,7.3,1.9,0.8,93.19,2,4.6,2.5,0,17,17.01
12,CaseKeenum,MIN,QB,2017,15,CIN,22.2,32.9,66.7,249.3,7.5,1.9,0.7,96.65,2,9.4,4.5,0,16.9,16.91
13,KirkCousins,WAS,QB,2017,15,ARI,23.1,35.3,65.7,255,7.3,1.7,0.8,94.35,2.9,7.6,2.7,0.1,16.6,16.56
14,JameisWinston,TB,QB,2017,15,ATL,23.4,37.4,62.2,260.6,7.1,1.6,1,90.03,3.1,8.3,2.7,0.1,16,16.05
15,AlexSmith,KC,QB,2017,15,LAC,21.2,33.5,61.8,232.6,6.9,1.4,0.7,79.66,4.1,20.8,5.2,0.1,16,15.98
16,BlakeBortles,JAX,QB,2017,15,HOU,19.6,31.6,62.5,233.3,7.3,1.5,0.9,92.32,3.8,18.2,4.5,0.1,15.8,15.75
17,DerekCarr,OAK,QB,2017,15,DAL,22.9,35.5,63.9,258,7.2,1.6,0.8,92.13,1.6,3.1,1.5,0,15.2,15.23
18,JimmyGaroppoloIR,SF,QB,2017,15,TEN,21.7,36.4,61.1,254.2,7.1,1.4,0.7,80.09,3.1,7.3,2.3,0,14.9,14.9
19,MarcusMariotaP,TEN,QB,2017,15,SF,18.9,31.5,59.4,220.7,6.9,1.3,0.9,77.73,3.6,16.6,4.2,0.2,14.9,14.89
20,TyrodTaylorQ,BUF,QB,2017,15,MIA,17,28,60.7,193.5,6.9,1.2,0.5,93.45,5.4,24.2,4.8,0.1,14.4,14.36
21,JoeFlacco,BAL,QB,2017,15,CLE,21.3,35.3,60,239.4,6.8,1.4,0.9,78.15,1.6,2.7,1.5,0.1,14,14.05
22,JacobyBrissett,IND,QB,2017,15,DEN,18.2,30.1,60,193.2,6.4,1.2,0.8,76.11,3.7,17.2,4.2,0.2,13.6,13.65
23,NickFoles,PHI,QB,2017,15,NYG,20.1,33.5,58.8,239.5,7.1,1.4,1,78.06,1.6,4.5,2,0,13.4,13.43
24,JayCutler,MIA,QB,2017,15,BUF,19.6,34.8,57.1,228.6,6.5,1.5,1,84.11,1.3,3.3,3,0,13.3,13.27
25,DeshoneKizer,CLE,QB,2017,15,BAL,18,32.1,56.2,196.8,6.2,1.1,1.3,72.01,5.5,25.8,4.3,0.2,13.2,13.25
26,BlaineGabbertQ,ARI,QB,2017,15,WAS,19.5,35.8,55.6,212.6,5.9,1.5,1.2,79.98,3.2,12.3,4,0,13.1,13.13
27,TrevorSiemian,DEN,QB,2017,15,IND,16,26.8,59.3,214.1,7.9,1.3,0.9,81.4,1.6,6.8,3.5,0,12.6,12.64
28,AndyDalton,CIN,QB,2017,15,MIN,19.2,33.7,55.9,205.1,6,1.2,0.8,71.32,2.7,7.9,2.7,0.1,12.6,12.59
29,MitchTrubisky,CHI,QB,2017,15,DET,16.9,28,60.7,199,7.1,1.1,0.9,79.32,2.7,13.6,4.7,0.1,12.3,12.32
30,EliManning,NYG,QB,2017,15,PHI,21.7,35.2,62.9,212.8,6.1,1.3,0.9,77.44,1,1.2,1,0,11.8,11.83
31,TJYates,HOU,QB,2017,15,JAX,13.4,22.4,59.1,179.2,8.1,0.9,1,81.44,3.1,14.9,5,0,10.1,10.06
32,BrycePetty,NYJ,QB,2017,15,NO,17.9,28.8,62.1,191.6,6.6,1,1.3,78.52,1.6,5.6,3,0,9.4,9.42
