Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AJGreenP,CIN,WR,2017,8,IND,8.29,5.8,75,86.7,0.6,0,10.9,14.5,0,0,0,0,0,0,12.3,12.27
2,AntonioBrown,PIT,WR,2017,8,DET,10.43,6.4,60,87.5,0.5,0,8.8,14.7,0,0,0,0,0.1,0.1,11.6,11.55
3,MikeEvans,TB,WR,2017,8,CAR,8.4,5.6,75,77.5,0.6,0,9.8,13,0,0,0,0,0,0,11.4,11.35
4,JulioJonesP,ATL,WR,2017,8,NYJ,8.64,6,66.7,79.6,0.4,0,8.9,13.3,0,0,0,0,0,0,10.4,10.36
5,MichaelThomas,NO,WR,2017,8,CHI,8,5.2,62.5,71.9,0.5,0,9,14.4,0,0,0,0,0,0,10.2,10.19
6,DougBaldwinQ,SEA,WR,2017,8,HOU,8.21,5.2,62.5,69.4,0.5,0,8.6,13.8,0.1,0,0,0,0,0,9.9,9.94
7,DezBryant,DAL,WR,2017,8,WAS,7.6,5,62.5,65.6,0.5,0,8.2,13.2,0,0,0,0,0,0,9.6,9.56
8,KeenanAllenQ,LAC,WR,2017,8,NE,10.03,5.9,60,70.4,0.4,0,7,11.7,0,0,0,0,0,0,9.4,9.44
9,DeAndreHopkinsQ,HOU,WR,2017,8,SEA,8.61,5.1,55.6,67.9,0.4,0,7.6,13.6,0,0,0,0,0,0,9.2,9.19
10,BrandinCooks,NE,WR,2017,8,LAC,5.86,4.1,66.7,63.9,0.4,0,10.7,16,0.3,0.5,0,0,0,0,8.8,8.84
11,AmariCooper,OAK,WR,2017,8,BUF,5.97,4.3,66.7,63.9,0.4,0,10.7,16,0,0.1,0,0,0,0,8.8,8.8
12,JarvisLandry,MIA,WR,2017,8,BAL,9.79,5.5,60,63.4,0.4,0,6.3,10.5,0.2,0.2,0,0,0,0,8.8,8.76
