Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CarolinaPanthers,CAR,DST,2016,3,MIN,0,2.9,0,1.3,0.7,0,0,0,18.9,9.1,9.1
2,DenverBroncos,DEN,DST,2016,3,CIN,0,3.3,0,1,0.7,0,0,0,19.6,8.9,8.9
3,MiamiDolphins,MIA,DST,2016,3,CLE,0,2.6,0,1,0.6,0,0,0,17.8,8.6,8.6
3,NewEnglandPatriots,NE,DST,2016,3,HOU,0,2.6,0,0.9,0.7,0,0,0,19.8,8.6,8.6
5,SeattleSeahawks,SEA,DST,2016,3,SF,0,3.1,0,1.1,0.5,0,0,0,16,8.5,8.5
6,PittsburghSteelers,PIT,DST,2016,3,PHI,0,2.5,0,1,0.8,0,0,0,20.1,8.3,8.3
6,CincinnatiBengals,CIN,DST,2016,3,DEN,0,2.7,0,1.2,0.5,0,0,0,18.1,8.3,8.3
8,KansasCityChiefs,KC,DST,2016,3,NYJ,0,2.2,0,1.1,0.5,0,0,0,20.5,8.2,8.2
9,GreenBayPackers,GB,DST,2016,3,DET,0,3.1,0,0.9,0.5,0,0,0,20.3,8.1,8.1
10,ArizonaCardinals,ARI,DST,2016,3,BUF,0,2.6,0,1,0.6,0,0,0,20.4,8,8
11,BaltimoreRavens,BAL,DST,2016,3,JAX,0,2.9,0,1,0.4,0,0,0,20.1,7.9,7.9
12,NewYorkJets,NYJ,DST,2016,3,KC,0,2.9,0,0.8,0.5,0,0,0,20.7,7.7,7.7
13,HoustonTexans,HOU,DST,2016,3,NE,0,2.8,0,0.9,0.7,0,0,0,20.8,7.6,7.6
14,PhiladelphiaEagles,PHI,DST,2016,3,PIT,0,2.6,0,0.8,0.6,0,0,0,26.2,7.2,7.2
15,WashingtonRedskins,WAS,DST,2016,3,NYG,0,2.3,0,0.9,0.6,0,0,0,25.7,7.1,7.1
15,LosAngelesRams,LAR,DST,2016,3,TB,0,2.3,0,0.9,0.7,0,0,0,20.1,7.1,7.1
17,MinnesotaVikings,MIN,DST,2016,3,CAR,0,2.8,0,0.9,0.6,0,0,0,22.6,7,7
17,OaklandRaiders,OAK,DST,2016,3,TEN,0,2.4,0,0.9,0.6,0,0,0,19.9,7,7
19,DallasCowboys,DAL,DST,2016,3,CHI,0,2.4,0,1,0.4,0,0,0,19.5,6.8,6.8
20,NewYorkGiants,NYG,DST,2016,3,WAS,0,2.2,0,1.1,0.5,0,0,0,24.1,6.6,6.6
21,LosAngelesChargers,LAC,DST,2016,3,IND,0,2.4,0,1.1,0.6,0,0,0,23.3,6.4,6.4
21,TampaBayBuccaneers,TB,DST,2016,3,LAR,0,2.4,0,0.8,0.6,0,0,0,21.1,6.4,6.4
23,DetroitLions,DET,DST,2016,3,GB,0,2.9,0,0.6,0.5,0,0,0,25.5,6.3,6.3
23,ClevelandBrowns,CLE,DST,2016,3,MIA,0,2.3,0,1,0.4,0,0,0,24.6,6.3,6.3
23,JacksonvilleJaguars,JAX,DST,2016,3,BAL,0,2.3,0,0.8,0.6,0,0,0,24.8,6.3,6.3
26,ChicagoBears,CHI,DST,2016,3,DAL,0,2.1,0,0.9,0.4,0,0,0,24.5,5.9,5.9
26,BuffaloBills,BUF,DST,2016,3,ARI,0,1.9,0,0.9,0.5,0,0,0,25.4,5.9,5.9
28,IndianapolisColts,IND,DST,2016,3,LAC,0,2.1,0,0.9,0.5,0,0,0,24,5.5,5.5
29,TennesseeTitans,TEN,DST,2016,3,OAK,0,2.1,0,0.8,0.5,0,0,0,24.3,5.3,5.3
30,NewOrleansSaints,NO,DST,2016,3,ATL,0,2,0,0.7,0.6,0,0,0,26.2,5.2,5.2
31,SanFrancisco49ers,SF,DST,2016,3,SEA,0,2.2,0,0.6,0.4,0,0,0,26,4.8,4.8
32,AtlantaFalcons,ATL,DST,2016,3,NO,0,1.3,0,0.8,0.4,0,0,0,27.2,4.3,4.3
