Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,ChrisBoswell,PIT,K,2017,16,HOU,2.4,2.5,100,0,2.5,2.5,9.7,9.7
2,StephenGostkowski,NE,K,2017,16,BUF,2.1,2.2,100,0,3.3,3.3,9.6,9.6
3,WilLutz,NO,K,2017,16,ATL,1.9,2.1,100,0,3.2,3.2,8.9,8.9
4,JustinTucker,BAL,K,2017,16,IND,2.1,2.2,100,0,2.4,2.4,8.7,8.7
5,MattBryant,ATL,K,2017,16,NO,2,2,100,0,2.6,2.6,8.6,8.6
6,KaiForbath,MIN,K,2017,16,GB,2,2.1,100,0,2.5,2.5,8.5,8.5
6,HarrisonButker,KC,K,2017,16,MIA,2,2.1,100,0,2.5,2.5,8.5,8.5
6,JakeElliott,PHI,K,2017,16,OAK,1.9,2,100,0,2.8,2.8,8.5,8.5
9,MattPrater,DET,K,2017,16,CIN,2,2.1,100,0,2.3,2.3,8.3,8.3
10,GrahamGano,CAR,K,2017,16,TB,1.9,2,100,0,2.5,2.5,8.2,8.2
10,PhilDawson,ARI,K,2017,16,NYG,2,2.2,100,0,2.2,2.2,8.2,8.2
12,JoshLamboP,JAX,K,2017,16,SF,1.9,2.1,100,0,2.4,2.4,8.1,8.1
13,DustinHopkins,WAS,K,2017,16,DEN,1.8,1.9,100,0,2.4,2.4,7.8,7.8
13,RobbieGould,SF,K,2017,16,JAX,2.1,2.2,100,0,1.5,1.5,7.8,7.8
15,RyanSuccopP,TEN,K,2017,16,LAR,1.7,1.8,100,0,2.2,2.2,7.3,7.3
15,Ka'imiFairbairn,HOU,K,2017,16,PIT,1.8,1.9,100,0,1.9,1.9,7.3,7.3
17,BlairWalsh,SEA,K,2017,16,DAL,1.6,1.8,100,0,2.3,2.3,7.1,7.1
18,AdamVinatieri,IND,K,2017,16,BAL,1.7,1.8,100,0,1.9,1.9,7,7
18,DanBailey,DAL,K,2017,16,SEA,1.4,1.5,50,0,2.8,2.8,7,7
20,StevenHauschka,BUF,K,2017,16,NE,1.7,1.8,100,0,1.8,1.8,6.9,6.9
21,NickRose,LAC,K,2017,16,NYJ,1.4,1.4,100,0,2.5,2.5,6.7,6.7
22,BrandonMcManus,DEN,K,2017,16,WAS,1.6,1.8,100,0,1.8,1.8,6.6,6.6
23,MasonCrosby,GB,K,2017,16,MIN,1.4,1.5,50,0,2.2,2.2,6.4,6.4
24,MikeNugentIR,CHI,K,2017,16,CLE,1.4,1.6,50,0,2,2,6.2,6.2
25,CodyParkey,MIA,K,2017,16,KC,1.3,1.4,100,0,2.1,2.1,6,6
26,PatrickMurray,TB,K,2017,16,CAR,1.2,1.3,100,0,1.9,1.9,5.5,5.5
27,ChandlerCatanzaro,NYJ,K,2017,16,LAC,1.2,1.4,100,0,1.8,1.8,5.4,5.4
28,RandyBullock,CIN,K,2017,16,DET,1.1,1.2,100,0,2,2,5.3,5.3
29,GiorgioTavecchio,OAK,K,2017,16,PHI,1.1,1.1,100,0,1.9,1.9,5.2,5.2
30,AldrickRosas,NYG,K,2017,16,ARI,1.1,1.2,100,0,1.8,1.8,5.1,5.1
31,ZaneGonzalez,CLE,K,2017,16,CHI,1.1,1.2,100,0,1.7,1.7,5,5
32,NickFolk,TB,K,2017,16,CAR,0,0,0,0,0,0,0,0
32,CairoSantos,CHI,K,2017,16,CLE,0,0,0,0,0,0,0,0
32,NickNovak,LAC,K,2017,16,NYJ,0,0,0,0,0,0,0,0
32,GregZuerlein,LAR,K,2017,16,TEN,0,0,0,0,0,0,0,0
32,SebastianJanikowski,OAK,K,2017,16,PHI,0,0,0,0,0,0,0,0
32,CalebSturgis,PHI,K,2017,16,OAK,0,0,0,0,0,0,0,0
