Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MattForteIR,CHI,RB,2013,15,CLE,25,108,4.3,0,8,7,52,0,0,0,16,16
2,LeSeanMcCoyQ,PHI,RB,2013,15,MIN,22,118,5.4,0,3,3,32,0,0,0,15,15
3,ZacStacy,LAR,RB,2013,15,NO,20,75,3.8,1,4,3,12,0,0,0,14.7,14.7
4,JamaalCharles,KC,RB,2013,15,OAK,20,122,6.1,0,6,4,17,0,0,0,13.9,13.9
5,ShaneVereenIR,NE,RB,2013,15,MIA,9,44,4.9,0,13,10,90,0,0,0,13.4,13.4
6,ChrisOgbonnaya,CLE,RB,2013,15,CHI,12,65,5.4,0,12,10,65,0,0,0,13,13
7,KnowshonMoreno,DEN,RB,2013,15,LAC,22,93,4.2,0,4,4,31,0,0,0,12.4,12.4
8,DeMarcoMurray,DAL,RB,2013,15,GB,16,95,5.9,0,5,4,26,0,0,0,12.1,12.1
9,ReggieBush,DET,RB,2013,15,BAL,17,89,5.2,0,7,5,29,0,0,0,11.8,11.8
10,AlfredMorrisQ,WAS,RB,2013,15,ATL,26,104,4,0,1,1,8,0,0,0,11.2,11.2
10,Le'VeonBellO,PIT,RB,2013,15,CIN,20,69,3.4,0,7,5,43,0,0,0,11.2,11.2
12,EddieLacy,GB,RB,2013,15,DAL,22,77,3.5,0,4,4,33,0,0,0,11,11
13,FrankGore,SF,RB,2013,15,TB,22,95,4.3,0,2,2,11,0,0,0,10.6,10.6
14,AndreBrown,NYG,RB,2013,15,SEA,20,86,4.3,0,4,3,16,0,0,0,10.2,10.2
15,MarshawnLynchP,SEA,RB,2013,15,NYG,20,88,4.4,0,2,2,10,0,0,0,9.8,9.8
16,CJSpiller,BUF,RB,2013,15,JAX,14,75,5.4,0,2,2,22,0,0,0,9.7,9.7
17,RayRice,BAL,RB,2013,15,DET,20,68,3.4,0,5,5,28,0,0,0,9.6,9.6
18,PierreThomas,NO,RB,2013,15,LAR,13,57,4.4,0,6,6,38,0,0,0,9.5,9.5
18,MattAsiata,MIN,RB,2013,15,PHI,23,78,3.4,0,9,9,17,0,0,0,9.5,9.5
20,BenTate,HOU,RB,2013,15,IND,20,76,3.8,0,5,4,16,0,0,0,9.2,9.2
20,RashadJennings,OAK,RB,2013,15,KC,14,69,4.9,0,3,2,23,0,0,0,9.2,9.2
22,RyanMathews,LAC,RB,2013,15,DEN,17,74,4.4,0,2,2,16,0,0,0,9,9
23,LamarMiller,MIA,RB,2013,15,NE,14,49,3.5,0,5,5,39,0,0,0,8.8,8.8
24,GiovaniBernardP,CIN,RB,2013,15,PIT,10,59,5.9,0,4,4,28,0,0,0,8.7,8.7
25,StevenJackson,ATL,RB,2013,15,WAS,19,70,3.7,0,4,3,15,0,0,0,8.5,8.5
26,FredJackson,BUF,RB,2013,15,JAX,15,59,3.9,0,5,4,25,0,0,0,8.4,8.4
27,AndreEllington,ARI,RB,2013,15,TEN,12,65,5.4,0,2,2,15,0,0,0,8,8
27,BobbyRainey,TB,RB,2013,15,SF,17,77,4.5,0,1,1,3,0,0,0,8,8
