Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,GarrettHartley,NO,K,2013,8,BUF,2,2,100,38,2,2,8,8
1,AlexHenery,PHI,K,2013,8,NYG,2,2,100,32,2,2,8,8
1,MasonCrosby,GB,K,2013,8,MIN,2,2,100,39,2,2,8,8
1,StevenHauschka,SEA,K,2013,8,LAR,2,2,100,39,2,2,8,8
5,DanBailey,DAL,K,2013,8,DET,1,1,100,27,4,4,7,7
5,StephenGostkowski,NE,K,2013,8,MIA,2,2,100,48,1,1,7,7
5,PhilDawson,SF,K,2013,8,JAX,1,1,100,25,4,4,7,7
5,ShaunSuisham,PIT,K,2013,8,OAK,2,2,100,41,1,1,7,7
5,MattPrater,DEN,K,2013,8,WAS,1,2,50,40,4,4,7,7
5,KaiForbath,WAS,K,2013,8,DEN,1,1,100,14,4,4,7,7
11,MattBryant,ATL,K,2013,8,ARI,1,2,50,31,3,3,6,6
12,GrahamGano,CAR,K,2013,8,TB,1,2,50,38,2,2,5,5
12,DavidAkers,DET,K,2013,8,DAL,1,2,50,43,2,2,5,5
12,RyanSuccopP,KC,K,2013,8,CLE,1,2,50,38,2,2,5,5
12,CalebSturgis,MIA,K,2013,8,NE,1,1,100,37,2,2,5,5
12,JoshBrown,NYG,K,2013,8,PHI,1,1,100,15,2,2,5,5
12,SebastianJanikowski,OAK,K,2013,8,PIT,1,2,50,19,2,2,5,5
12,MikeNugentIR,CIN,K,2013,8,NYJ,1,2,50,38,2,2,5,5
12,BlairWalsh,MIN,K,2013,8,GB,1,2,50,29,2,2,5,5
12,GregZuerlein,LAR,K,2013,8,SEA,1,1,100,32,2,2,5,5
21,RianLindell,TB,K,2013,8,CAR,1,2,50,31,1,1,4,4
21,BillyCundiff,CLE,K,2013,8,KC,1,1,100,43,1,1,4,4
21,DanCarpenter,BUF,K,2013,8,NO,1,2,50,42,1,1,4,4
21,JoshScobee,JAX,K,2013,8,SF,1,2,50,42,1,1,4,4
21,NickFolk,NYJ,K,2013,8,CIN,1,2,50,43,1,1,4,4
21,JayFeely,ARI,K,2013,8,ATL,1,2,50,28,1,1,4,4
