Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,ArizonaCardinals,ARI,DST,2016,10,SF,0,3.1,0,1.2,1,0,0,0,16.5,10.3,10.3
2,BaltimoreRavens,BAL,DST,2016,10,CLE,0,2.7,0,1,0.7,0,0,0,17.7,9.5,9.5
3,LosAngelesRams,LAR,DST,2016,10,NYJ,0,2.2,0,1,0.8,0,0,0,19.8,9.2,9.2
4,KansasCityChiefs,KC,DST,2016,10,CAR,0,2.6,0,1.2,0.7,0,0,0,19.8,8.6,8.6
5,CarolinaPanthers,CAR,DST,2016,10,KC,0,2.9,0,1,0.7,0,0,0,19.6,8.5,8.5
6,HoustonTexans,HOU,DST,2016,10,JAX,0,2.6,0,1.1,0.6,0,0,0,17.8,8.2,8.2
7,NewEnglandPatriots,NE,DST,2016,10,SEA,0,2.5,0,0.9,0.6,0,0,0,19.8,7.7,7.7
8,DenverBroncos,DEN,DST,2016,10,NO,0,2.2,0,1.1,0.7,0,0,0,23.4,7.6,7.6
8,PhiladelphiaEagles,PHI,DST,2016,10,ATL,0,2.4,0,0.9,0.8,0,0,0,23.1,7.6,7.6
8,NewYorkJets,NYJ,DST,2016,10,LAR,0,2,0,1.1,0.6,0,0,0,18.9,7.6,7.6
11,MinnesotaVikings,MIN,DST,2016,10,WAS,0,2.5,0,1.2,0.6,0,0,0,21,7.3,7.3
12,WashingtonRedskins,WAS,DST,2016,10,MIN,0,2.8,0,0.8,0.7,0.1,0,0,21,7.2,7.2
12,LosAngelesChargers,LAC,DST,2016,10,MIA,0,2.4,0,1.1,0.7,0,0,0,21.6,7.2,7.2
14,CincinnatiBengals,CIN,DST,2016,10,NYG,0,2,0,1,0.6,0,0,0,21.7,7,7
15,DallasCowboys,DAL,DST,2016,10,PIT,0,2.1,0,0.9,0.6,0,0,0,22.2,6.9,6.9
15,TampaBayBuccaneers,TB,DST,2016,10,CHI,0,2.3,0,1.1,0.6,0,0,0,24.6,6.9,6.9
17,ChicagoBears,CHI,DST,2016,10,TB,0,2.2,0,1.1,0.6,0,0,0,21.9,6.8,6.8
17,AtlantaFalcons,ATL,DST,2016,10,PHI,0,2.4,0,0.9,0.7,0,0,0,25.4,6.8,6.8
17,MiamiDolphins,MIA,DST,2016,10,LAC,0,2.6,0,0.9,0.6,0,0,0,23.6,6.8,6.8
20,JacksonvilleJaguars,JAX,DST,2016,10,HOU,0,2.1,0,0.9,0.5,0,0,0,21.7,6.7,6.7
21,GreenBayPackers,GB,DST,2016,10,TEN,0,2.4,0,1.1,0.4,0,0,0,23.1,6.6,6.6
22,NewOrleansSaints,NO,DST,2016,10,DEN,0,1.9,0,0.8,0.9,0,0,0,24.7,6.5,6.5
23,SanFrancisco49ers,SF,DST,2016,10,ARI,0,2.2,0,0.8,0.6,0.1,0,0,27.7,6.4,6.4
24,NewYorkGiants,NYG,DST,2016,10,CIN,0,2.1,0,0.9,0.6,0,0,0,22.2,6.3,6.3
25,ClevelandBrowns,CLE,DST,2016,10,BAL,0,2,0,0.9,0.5,0,0,0,24.9,6,6
26,SeattleSeahawks,SEA,DST,2016,10,NE,0,2.5,0,0.8,0.4,0.1,0,0,23.8,5.7,5.7
27,TennesseeTitans,TEN,DST,2016,10,GB,0,2.4,0,0.8,0.3,0,0,0,26.8,5.2,5.2
28,PittsburghSteelers,PIT,DST,2016,10,DAL,0,1.5,0,0.6,0.6,0,0,0,27.8,4.5,4.5
