Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
48,MattSchaub,ATL,QB,2017,1,CHI,0.3,0.5,0,4.3,4,0,0,43.75,0,0.2,0,0,0.2,0.19
48,BrettHundley,GB,QB,2017,1,SEA,0.3,0.5,0,4.3,4,0,0,43.75,0,0.2,0,0,0.2,0.19
50,JimmyGaroppoloIR,NE,QB,2017,1,KC,0.3,0.6,0,4.6,5,0,0,47.92,0,0,0,0,0.2,0.18
50,SeanMannion,LAR,QB,2017,1,IND,0.3,0.5,0,4,0,0,0,0,0.1,0.2,0,0,0.2,0.18
52,DrewStanton,ARI,QB,2017,1,DET,0.3,0.4,0,3.5,0,0,0,0,0.1,0.1,0,0,0.2,0.15
53,ChristianHackenberg,NYJ,QB,2017,1,BUF,0.2,0.3,0,2.6,0,0,0,0,0.1,0.3,0,0,0.1,0.13
53,DerekAnderson,CAR,QB,2017,1,SF,0.2,0.4,0,3.3,0,0,0,0,0,0,0,0,0.1,0.13
55,ChaseDaniel,NO,QB,2017,1,MIN,0.2,0.3,0,2.4,0,0,0,0,0,0,0,0,0.1,0.1
56,NathanPeterman,BUF,QB,2017,1,NYJ,0.1,0.2,0,1.3,0,0,0,0,0.1,0.3,0,0,0.1,0.08
57,JacobyBrissett,IND,QB,2017,1,LAR,0.1,0.1,0,0.9,0,0,0,0,0,0.1,0,0,0,0.05
58,TJYates,BUF,QB,2017,1,NYJ,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.02
58,KellenClemens,LAC,QB,2017,1,DEN,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.02
60,JakeRudock,DET,QB,2017,1,ARI,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.01
60,CJBeathard,SF,QB,2017,1,CAR,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.01
62,TylerBray,KC,QB,2017,1,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JoeWebb,BUF,QB,2017,1,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BrycePetty,NYJ,QB,2017,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MarkSanchez,CHI,QB,2017,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JeffDriskel,CIN,QB,2017,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CodyKessler,CLE,QB,2017,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JoshuaDobbs,PIT,QB,2017,1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BlaineGabbertQ,ARI,QB,2017,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ConnorCook,OAK,QB,2017,1,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AlexTanney,TEN,QB,2017,1,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AndrewLuckP,IND,QB,2017,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TrevoneBoykin,SEA,QB,2017,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ZacDysert,DAL,QB,2017,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,DavisWebb,NYG,QB,2017,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CooperRush,DAL,QB,2017,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JameillShowersIR,DAL,QB,2017,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TaylorHeinicke,MIN,QB,2017,1,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,PaxtonLynch,DEN,QB,2017,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CardaleJones,LAC,QB,2017,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
