Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,DenverBroncos,DEN,DST,2015,17,LAC,0,4,0,2,0,0,0,0,18,9,9
2,CarolinaPanthers,CAR,DST,2015,17,TB,0,3,0,1,1,0,0,0,19,8,8
2,KansasCityChiefs,KC,DST,2015,17,OAK,0,3,0,1,1,0,0,0,17,8,8
2,PittsburghSteelers,PIT,DST,2015,17,CLE,0,3,0,1,1,0,0,0,18,8,8
2,NewEnglandPatriots,NE,DST,2015,17,MIA,0,3,0,1,1,0,0,0,18,8,8
2,HoustonTexans,HOU,DST,2015,17,JAX,0,3,0,1,1,0,0,0,18,8,8
7,WashingtonRedskins,WAS,DST,2015,17,DAL,0,2,0,1,1,0,0,0,19,7,7
7,ArizonaCardinals,ARI,DST,2015,17,SEA,0,3,0,1,1,0,0,0,21,7,7
7,NewYorkGiants,NYG,DST,2015,17,PHI,0,3,0,1,1,0,0,0,25,7,7
10,SeattleSeahawks,SEA,DST,2015,17,ARI,0,2,0,1,1,0,0,0,25,6,6
10,CincinnatiBengals,CIN,DST,2015,17,BAL,0,3,0,1,0,0,0,0,17,6,6
10,NewYorkJets,NYJ,DST,2015,17,BUF,0,3,0,1,0,0,0,0,20,6,6
10,PhiladelphiaEagles,PHI,DST,2015,17,NYG,0,2,0,1,1,0,0,0,27,6,6
10,LosAngelesRams,LAR,DST,2015,17,SF,0,3,0,1,0,0,0,0,17,6,6
10,DetroitLions,DET,DST,2015,17,CHI,0,2,0,1,1,0,0,0,23,6,6
10,GreenBayPackers,GB,DST,2015,17,MIN,0,2,0,1,1,0,0,0,22,6,6
10,BuffaloBills,BUF,DST,2015,17,NYJ,0,2,0,1,1,0,0,0,23,6,6
10,ChicagoBears,CHI,DST,2015,17,DET,0,2,0,1,1,0,0,0,23,6,6
10,JacksonvilleJaguars,JAX,DST,2015,17,HOU,0,2,0,1,1,0,0,0,25,6,6
10,AtlantaFalcons,ATL,DST,2015,17,NO,0,2,0,1,1,0,0,0,24,6,6
10,TennesseeTitans,TEN,DST,2015,17,IND,0,3,0,1,0,0,0,0,20,6,6
22,MinnesotaVikings,MIN,DST,2015,17,GB,0,3,0,1,0,0,0,0,23,5,5
22,IndianapolisColts,IND,DST,2015,17,TEN,0,3,0,1,0,0,0,0,21,5,5
22,NewOrleansSaints,NO,DST,2015,17,ATL,0,2,0,1,1,0,0,0,28,5,5
25,SanFrancisco49ers,SF,DST,2015,17,LAR,0,2,0,1,0,0,0,0,22,4,4
25,DallasCowboys,DAL,DST,2015,17,WAS,0,2,0,1,0,0,0,0,23,4,4
25,MiamiDolphins,MIA,DST,2015,17,NE,0,3,0,1,0,0,0,0,29,4,4
25,OaklandRaiders,OAK,DST,2015,17,KC,0,2,0,1,0,0,0,0,26,4,4
25,LosAngelesChargers,LAC,DST,2015,17,DEN,0,2,0,1,0,0,0,0,22,4,4
25,BaltimoreRavens,BAL,DST,2015,17,CIN,0,2,0,1,0,0,0,0,23,4,4
25,ClevelandBrowns,CLE,DST,2015,17,PIT,0,2,0,1,0,0,0,0,27,4,4
32,TampaBayBuccaneers,TB,DST,2015,17,CAR,0,2,0,1,0,0,0,0,28,3,3
