Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2015,17,MIA,2,2,100,0,3,3,9,9
1,GrahamGano,CAR,K,2015,17,TB,2,2,100,0,3,3,9,9
1,KaiForbath,NO,K,2015,17,ATL,2,2,100,0,3,3,9,9
1,JoshBrown,NYG,K,2015,17,PHI,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,17,SEA,2,2,100,0,3,3,9,9
6,RandyBullock,NYJ,K,2015,17,BUF,2,2,100,0,2,2,8,8
6,DanCarpenter,BUF,K,2015,17,NYJ,2,2,100,0,2,2,8,8
6,ConnorBarth,TB,K,2015,17,CAR,2,2,100,0,2,2,8,8
6,ShayneGraham,ATL,K,2015,17,NO,2,2,100,0,2,2,8,8
6,ChrisBoswell,PIT,K,2015,17,CLE,2,2,100,0,2,2,8,8
6,JasonMyers,JAX,K,2015,17,HOU,2,2,100,0,2,2,8,8
6,NickNovak,HOU,K,2015,17,JAX,2,2,100,0,2,2,8,8
6,AdamVinatieri,IND,K,2015,17,TEN,2,2,100,0,2,2,8,8
6,CairoSantos,KC,K,2015,17,OAK,2,2,100,0,2,2,8,8
6,SebastianJanikowski,OAK,K,2015,17,KC,2,2,100,0,2,2,8,8
6,DustinHopkins,WAS,K,2015,17,DAL,2,2,100,0,2,2,8,8
6,DanBailey,DAL,K,2015,17,WAS,2,2,100,0,2,2,8,8
6,CalebSturgis,PHI,K,2015,17,NYG,2,2,100,0,2,2,8,8
6,MattPrater,DET,K,2015,17,CHI,2,2,100,0,2,2,8,8
6,RobbieGould,CHI,K,2015,17,DET,2,2,100,0,2,2,8,8
6,MasonCrosby,GB,K,2015,17,MIN,2,2,100,0,2,2,8,8
6,BlairWalsh,MIN,K,2015,17,GB,2,2,100,0,2,2,8,8
6,BrandonMcManus,DEN,K,2015,17,LAC,2,2,100,0,2,2,8,8
6,StevenHauschka,SEA,K,2015,17,ARI,2,2,100,0,2,2,8,8
6,GregZuerlein,LAR,K,2015,17,SF,2,2,100,0,2,2,8,8
26,JustinTucker,BAL,K,2015,17,CIN,2,2,100,0,1,1,7,7
26,JoshLamboP,LAC,K,2015,17,DEN,2,2,100,0,1,1,7,7
28,MikeNugentIR,CIN,K,2015,17,BAL,1,2,50,0,3,3,6,6
29,AndrewFranks,MIA,K,2015,17,NE,1,1,100,0,2,2,5,5
29,TravisCoons,CLE,K,2015,17,PIT,1,2,50,0,2,2,5,5
29,RyanSuccopP,TEN,K,2015,17,IND,1,1,100,0,2,2,5,5
29,PhilDawson,SF,K,2015,17,LAR,1,1,100,0,2,2,5,5
33,JordanGay,BUF,K,2015,17,NYJ,0,0,0,0,0,0,0,0
33,BillyCundiff,BUF,K,2015,17,NYJ,0,0,0,0,0,0,0,0
33,PatrickMurray,TB,K,2015,17,CAR,0,0,0,0,0,0,0,0
33,MattBryant,ATL,K,2015,17,NO,0,0,0,0,0,0,0,0
33,JoshScobee,PIT,K,2015,17,CLE,0,0,0,0,0,0,0,0
33,GarrettHartley,PIT,K,2015,17,CLE,0,0,0,0,0,0,0,0
33,ShaunSuisham,PIT,K,2015,17,CLE,0,0,0,0,0,0,0,0
33,JayFeely,CHI,K,2015,17,DET,0,0,0,0,0,0,0,0
33,ZachHocker,LAR,K,2015,17,SF,0,0,0,0,0,0,0,0
