Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2017,3,HOU,7.69,4.5,50,63.4,0.6,0,7.9,15.8,0,0,0,0,0,0,9.9,9.94
2,TravisKelce,KC,TE,2017,3,LAC,7.36,5.3,71.4,65.2,0.3,0,9.3,13,0,0,0,0,0,0,8.3,8.32
3,ZachErtz,PHI,TE,2017,3,NYG,8.99,5.2,55.6,57.3,0.3,0,6.3,11.4,0,0,0,0,0,0,7.5,7.53
4,KyleRudolph,MIN,TE,2017,3,TB,7.56,4.3,50,45.2,0.4,0,5.6,11.2,0,0,0,0,0,0,6.9,6.92
5,DelanieWalkerIR,TEN,TE,2017,3,SEA,5.71,4.2,66.7,50.8,0.3,0,8.5,12.8,0,0,0,0,0,0,6.9,6.88
6,EricEbronP,DET,TE,2017,3,ATL,5.48,4,80,44.6,0.3,0,9,11.2,0,0,0,0,0,0,6.3,6.26
7,JasonWittenIR,DAL,TE,2017,3,ARI,8.57,4.9,55.6,46.2,0.3,0,5.1,9.2,0,0,0,0,0.1,0.1,6.2,6.22
8,JimmyGrahamP,SEA,TE,2017,3,TEN,5.58,3.8,66.7,44.2,0.3,0,7.3,11,0,0,0,0,0.1,0.1,6,6.02
9,MartellusBennett,GB,TE,2017,3,CIN,6.43,3.9,66.7,42.1,0.3,0,7,10.5,0,0,0,0,0,0,6,6.01
10,JaredCook,OAK,TE,2017,3,WAS,4.59,3.4,60,42,0.3,0,8.4,14,0,0,0,0,0.1,0.1,5.8,5.8
11,JackDoyleO,IND,TE,2017,3,CLE,6.4,4,66.7,41.6,0.3,0,7,10.5,0,0,0,0,0.1,0.1,5.8,5.76
12,CobyFleener,NO,TE,2017,3,CAR,4.45,3.3,75,38.5,0.3,0,9.5,12.7,0,0,0,0,0,0,5.6,5.65
13,HunterHenryPUP,LAC,TE,2017,3,KC,4.52,3.1,60,37.9,0.3,0,7.6,12.7,0,0,0,0,0.1,0.1,5.4,5.39
14,VernonDavis,WAS,TE,2017,3,OAK,4.48,2.7,75,35.8,0.3,0,9,12,0,0,0,0,0,0,5.4,5.38
15,AustinHooper,ATL,TE,2017,3,DET,3.43,2.6,100,34.7,0.3,0,11.7,11.7,0,0,0,0,0,0,5.3,5.27
16,CameronBrate,TB,TE,2017,3,MIN,4.38,3,75,33.9,0.3,0,8.5,11.3,0,0,0,0,0,0,5.2,5.19
17,JesseJames,PIT,TE,2017,3,CHI,4.69,3.4,60,33.8,0.3,0,6.8,11.3,0,0,0,0,0,0,5.2,5.18
18,ZachMillerIR,CHI,TE,2017,3,PIT,5.63,3.5,66.7,39.5,0.2,0,6.7,10,0,0,0,0,0,0,5.2,5.15
19,CharlesClayQ,BUF,TE,2017,3,DEN,5.24,3.8,80,38.8,0.2,0,7.8,9.8,0,0,0,0,0,0,5.1,5.08
20,EdDickson,CAR,TE,2017,3,NO,4.53,2.7,60,32.7,0.3,0,6.6,11,0,0,0,0,0,0,5.1,5.07
21,JuliusThomas,MIA,TE,2017,3,NYJ,4.44,3,75,32.6,0.3,0,8.2,11,0,0,0,0,0,0,5.1,5.06
22,EvanEngramO,NYG,TE,2017,3,PHI,6.15,3.6,66.7,37.9,0.2,0,6.3,9.5,0,0,0,0,0,0,5,4.99
23,AntonioGates,LAC,TE,2017,3,KC,4.36,2.8,75,31.3,0.3,0,7.8,10.3,0,0,0,0,0.1,0.1,4.7,4.73
24,JermaineGreshamQ,ARI,TE,2017,3,DAL,5.37,3,60,31.1,0.2,0,6.2,10.3,0,0,0,0,0,0,4.3,4.31
25,BenjaminWatson,BAL,TE,2017,3,JAX,4.85,3.3,60,33,0.2,0,6.6,11,0,0,0,0,0.1,0.1,4.3,4.3
26,GeorgeKittle,SF,TE,2017,3,LAR,4.48,2.7,75,27.6,0.2,0,7,9.3,0,0,0,0,0,0,4,3.96
27,DavidNjoku,CLE,TE,2017,3,IND,3.14,2.4,66.7,27.3,0.2,0,9,13.5,0,0,0,0,0,0,3.9,3.93
28,SethDeValveQ,CLE,TE,2017,3,IND,2.76,2,66.7,26.5,0.2,0,8.7,13,0,0,0,0,0,0,3.8,3.85
29,RyanGriffin,HOU,TE,2017,3,NE,4.14,2.9,75,28.2,0.2,0,7,9.3,0,0,0,0,0.1,0.1,3.8,3.82
30,AustinSeferian-JenkinsP,NYJ,TE,2017,3,MIA,3.03,2.2,66.7,24.1,0.2,0,8,12,0,0,0,0,0,0,3.6,3.61
31,OJHoward,TB,TE,2017,3,MIN,3.21,2.4,66.7,22.6,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.46
32,GeraldEverett,LAR,TE,2017,3,SF,2.75,1.6,66.7,19.4,0.2,0,6.3,9.5,0,0,0,0,0,0,3.1,3.14
33,VirgilGreen,DEN,TE,2017,3,BUF,2.72,1.7,66.7,17.5,0.2,0,6,9,0,0,0,0,0,0,3,2.95
34,MarcedesLewis,JAX,TE,2017,3,BAL,3.63,2.1,50,20.8,0.1,0,5.2,10.5,0,0,0,0,0,0,2.7,2.68
35,CJUzomah,CIN,TE,2017,3,GB,3.02,1.9,66.7,18.3,0.1,0,6,9,0,0,0,0,0,0,2.4,2.43
36,WillTyeIR,NYJ,TE,2017,3,MIA,2.76,1.6,66.7,16.4,0.1,0,5.3,8,0,0,0,0,0,0,2.2,2.24
37,TylerHigbeeQ,LAR,TE,2017,3,SF,2.14,1.6,100,16.1,0.1,0,8,8,0,0,0,0,0,0,2.2,2.21
38,DionSims,CHI,TE,2017,3,PIT,2.33,1.6,100,15.9,0.1,0,8,8,0,0,0,0,0,0,2.2,2.19
39,StephenAnderson,HOU,TE,2017,3,NE,2.27,1.6,100,15.7,0.1,0,8,8,0,0,0,0,0,0,2.2,2.17
40,AJDerbyO,DEN,TE,2017,3,BUF,2.16,1.6,100,17.2,0.1,0,8.5,8.5,0,0,0,0,0.1,0.1,2.1,2.12
41,JoshHill,NO,TE,2017,3,CAR,2.18,1.4,50,14.5,0.1,0,7,14,0,0,0,0,0,0,2,2.05
42,RichardRodgersIR,GB,TE,2017,3,CIN,1.71,1.3,50,14.4,0.1,0,7,14,0,0,0,0,0,0,2,2.04
43,TylerKroft,CIN,TE,2017,3,GB,2.01,1.3,50,13.8,0.1,0,7,14,0,0,0,0,0,0,2,1.98
44,JeffHeuerman,DEN,TE,2017,3,BUF,1.38,1,100,11.4,0.1,0,11,11,0,0,0,0,0,0,1.7,1.74
45,TreyBurton,PHI,TE,2017,3,NYG,1.84,1.3,50,11.1,0.1,0,5.5,11,0,0,0,0,0,0,1.7,1.71
46,NickBoyle,BAL,TE,2017,3,JAX,2.1,1.2,50,10.7,0.1,0,5.5,11,0,0,0,0,0,0,1.7,1.67
47,DwayneAllen,NE,TE,2017,3,HOU,1.56,0.9,50,10.5,0.1,0,5,10,0,0,0,0,0,0,1.6,1.65
48,JonnuSmith,TEN,TE,2017,3,SEA,1.27,0.8,100,10.3,0.1,0,10,10,0,0,0,0,0,0,1.6,1.63
48,DemetriusHarris,KC,TE,2017,3,LAC,1.52,1,50,10.3,0.1,0,5,10,0,0,0,0,0,0,1.6,1.63
50,LukeWillson,SEA,TE,2017,3,TEN,1.39,0.9,100,10.1,0.1,0,10,10,0,0,0,0,0,0,1.6,1.61
51,LevineToilolo,ATL,TE,2017,3,DET,1.27,0.8,100,9.9,0.1,0,10,10,0,0,0,0,0,0,1.6,1.59
