Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,MinnesotaVikings,MIN,DST,2016,17,CHI,0,2.7,0,1.6,0.8,0.1,0,0,16.2,9.9,9.9
2,ArizonaCardinals,ARI,DST,2016,17,LAR,0,2.8,0,1.3,0.9,0,0,0,16.7,9.4,9.4
3,PittsburghSteelers,PIT,DST,2016,17,CLE,0,3.1,0,1.1,0.6,0,0,0,16.6,9.3,9.3
4,KansasCityChiefs,KC,DST,2016,17,LAC,0,2.3,0,1.3,1,0,0,0,18.8,9.1,9.1
5,DenverBroncos,DEN,DST,2016,17,OAK,0,2.5,0,1.2,0.6,0,0,0,20.3,8.3,8.3
6,BuffaloBills,BUF,DST,2016,17,NYJ,0,2.2,0,1.3,0.6,0,0,0,19.2,8.2,8.2
6,SeattleSeahawks,SEA,DST,2016,17,SF,0,2.8,0,0.9,0.7,0,0,0,16.5,8.2,8.2
8,BaltimoreRavens,BAL,DST,2016,17,CIN,0,2.5,0,1,0.7,0,0,0,19.4,8.1,8.1
9,NewEnglandPatriots,NE,DST,2016,17,MIA,0,2.4,0,1,0.7,0,0,0,17.4,8,8
9,LosAngelesRams,LAR,DST,2016,17,ARI,0,2.4,0,0.9,0.9,0.1,0,0,23.2,8,8
11,CincinnatiBengals,CIN,DST,2016,17,BAL,0,2.1,0,1.2,0.6,0,0,0,19.5,7.9,7.9
12,DallasCowboys,DAL,DST,2016,17,PHI,0,2.2,0,0.9,0.8,0,0,0,20.7,7.8,7.8
13,TampaBayBuccaneers,TB,DST,2016,17,CAR,0,2.5,0,1.1,0.8,0.1,0,0,21.2,7.7,7.7
14,CarolinaPanthers,CAR,DST,2016,17,TB,0,2.3,0,1.1,0.8,0,0,0,22.8,7.3,7.3
14,OaklandRaiders,OAK,DST,2016,17,DEN,0,2.1,0,1.1,0.9,0,0,0,22.9,7.3,7.3
14,WashingtonRedskins,WAS,DST,2016,17,NYG,0,2.1,0,1.1,0.6,0,0,0,21.1,7.3,7.3
17,TennesseeTitans,TEN,DST,2016,17,HOU,0,2.4,0,1,0.6,0,0,0,20.5,7.2,7.2
18,IndianapolisColts,IND,DST,2016,17,JAX,0,2.4,0,1.2,0.7,0,0,0,21.6,6.8,6.8
18,LosAngelesChargers,LAC,DST,2016,17,KC,0,2.2,0,0.9,0.8,0,0,0,23.2,6.8,6.8
20,NewYorkGiants,NYG,DST,2016,17,WAS,0,2.1,0,1,0.7,0,0,0,23.9,6.7,6.7
21,HoustonTexans,HOU,DST,2016,17,TEN,0,2,0,0.9,0.6,0,0,0,19.5,6.6,6.6
21,JacksonvilleJaguars,JAX,DST,2016,17,IND,0,2.2,0,0.9,0.7,0,0,0,25.9,6.6,6.6
21,ChicagoBears,CHI,DST,2016,17,MIN,0,2.6,0,0.7,0.6,0.1,0,0,21.9,6.6,6.6
24,PhiladelphiaEagles,PHI,DST,2016,17,DAL,0,1.9,0,0.8,0.8,0,0,0,23.8,6.3,6.3
24,SanFrancisco49ers,SF,DST,2016,17,SEA,0,2.3,0,0.8,0.6,0,0,0,24.8,6.3,6.3
26,GreenBayPackers,GB,DST,2016,17,DET,0,2.2,0,1,0.5,0.1,0,0,23.9,6,6
27,AtlantaFalcons,ATL,DST,2016,17,NO,0,1.8,0,0.9,0.7,0,0,0,25.7,5.6,5.6
27,MiamiDolphins,MIA,DST,2016,17,NE,0,1.8,0,0.8,0.7,0.1,0,0,27,5.6,5.6
29,ClevelandBrowns,CLE,DST,2016,17,PIT,0,1.5,0,1,0.4,0,0,0,27.2,5.5,5.5
30,NewYorkJets,NYJ,DST,2016,17,BUF,0,2,0,0.7,0.6,0,0,0,24.7,5.2,5.2
31,NewOrleansSaints,NO,DST,2016,17,ATL,0,1.9,0,0.7,0.7,0,0,0,32.7,4.9,4.9
32,DetroitLions,DET,DST,2016,17,GB,0,1.9,0,0.6,0.5,0,0,0,26.1,4.7,4.7
