Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2017,12,MIA,2.1,2.2,100,0,3.5,3.5,9.8,9.8
2,HarrisonButker,KC,K,2017,12,BUF,2.2,2.3,100,0,2.7,2.7,9.3,9.3
3,GregZuerlein,LAR,K,2017,12,NO,2.1,2.1,100,0,2.9,2.9,9.2,9.2
4,ChrisBoswell,PIT,K,2017,12,GB,2.1,2.2,100,0,2.8,2.8,9.1,9.1
4,JustinTucker,BAL,K,2017,12,HOU,2.2,2.3,100,0,2.5,2.5,9.1,9.1
6,MattBryant,ATL,K,2017,12,TB,2,2.1,100,0,3,3,9,9
7,JakeElliott,PHI,K,2017,12,CHI,2,2.1,100,0,2.8,2.8,8.8,8.8
8,RyanSuccopP,TEN,K,2017,12,IND,2,2.1,100,0,2.7,2.7,8.7,8.7
9,WilLutz,NO,K,2017,12,LAR,1.9,2,100,0,2.9,2.9,8.6,8.6
10,NickRose,WAS,K,2017,12,NYG,1.9,2,100,0,2.8,2.8,8.5,8.5
11,BrandonMcManus,DEN,K,2017,12,OAK,2,2.1,100,0,2.4,2.4,8.4,8.4
12,AdamVinatieri,IND,K,2017,12,TEN,1.9,2,100,0,2.4,2.4,8.1,8.1
13,BlairWalsh,SEA,K,2017,12,SF,1.7,1.9,100,0,2.8,2.8,7.9,7.9
14,MattPrater,DET,K,2017,12,MIN,1.9,2,100,0,2,2,7.7,7.7
14,KaiForbath,MIN,K,2017,12,DET,1.7,1.8,100,0,2.6,2.6,7.7,7.7
14,GrahamGano,CAR,K,2017,12,NYJ,1.7,1.8,100,0,2.6,2.6,7.7,7.7
17,GiorgioTavecchio,OAK,K,2017,12,DEN,1.6,1.7,100,0,2.8,2.8,7.6,7.6
18,DanBailey,DAL,K,2017,12,LAC,1.6,1.7,100,0,2.5,2.5,7.3,7.3
19,JoshLamboP,JAX,K,2017,12,ARI,1.7,1.9,100,0,2,2,7.1,7.1
20,RandyBullock,CIN,K,2017,12,CLE,1.5,1.6,100,0,2.5,2.5,7,7
21,PatrickMurray,TB,K,2017,12,ATL,1.6,1.8,100,0,1.8,1.8,6.6,6.6
22,NickNovak,LAC,K,2017,12,DAL,1.4,1.5,50,0,2.3,2.3,6.5,6.5
23,StevenHauschka,BUF,K,2017,12,KC,1.4,1.4,100,0,1.9,1.9,6.1,6.1
23,RobbieGould,SF,K,2017,12,SEA,1.4,1.4,100,0,1.9,1.9,6.1,6.1
25,ChandlerCatanzaro,NYJ,K,2017,12,CAR,1.3,1.4,100,0,2,2,5.9,5.9
26,AldrickRosas,NYG,K,2017,12,WAS,1.1,1.3,100,0,2,2,5.3,5.3
27,CairoSantos,CHI,K,2017,12,PHI,1.2,1.2,100,0,1.6,1.6,5.2,5.2
28,Ka'imiFairbairn,HOU,K,2017,12,BAL,1.1,1.1,100,0,1.8,1.8,5.1,5.1
29,PhilDawson,ARI,K,2017,12,JAX,1.1,1.2,100,0,1.7,1.7,5,5
30,ZaneGonzalez,CLE,K,2017,12,CIN,1,1.1,100,0,1.6,1.6,4.6,4.6
30,MasonCrosby,GB,K,2017,12,PIT,1,1.1,100,0,1.6,1.6,4.6,4.6
32,CodyParkey,MIA,K,2017,12,NE,1,1.1,100,0,1.5,1.5,4.5,4.5
33,MikeNugentIR,DAL,K,2017,12,LAC,0,0,0,0,0,0,0,0
33,DustinHopkins,WAS,K,2017,12,NYG,0,0,0,0,0,0,0,0
33,NickFolk,TB,K,2017,12,ATL,0,0,0,0,0,0,0,0
33,CalebSturgis,PHI,K,2017,12,CHI,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,12,DEN,0,0,0,0,0,0,0,0
