Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,BaltimoreRavens,BAL,DST,2017,16,IND,0,3.4,0,1.1,0.7,0,0,0,14.1,9.8,9.8
2,PittsburghSteelers,PIT,DST,2017,16,HOU,0,3.2,0,1.1,0.7,0,0,0,18.3,9,9
3,LosAngelesChargers,LAC,DST,2017,16,NYJ,0,2.9,0,1.2,0.4,0,0,0,17.9,8.9,8.9
3,JacksonvilleJaguars,JAX,DST,2017,16,SF,0,3.5,0,1,0.6,0,0,0,19.1,8.9,8.9
5,CarolinaPanthers,CAR,DST,2017,16,TB,0,3.2,0,0.9,0.8,0,0,0,18.6,8.8,8.8
6,ChicagoBears,CHI,DST,2017,16,CLE,0,2.8,0,1.1,0.7,0,0,0,15.6,8.6,8.6
7,KansasCityChiefs,KC,DST,2017,16,MIA,0,2.7,0,1.1,0.7,0,0,0,16.6,8.5,8.5
8,MinnesotaVikings,MIN,DST,2017,16,GB,0,3,0,1,0.6,0,0,0,19.2,8.4,8.4
9,WashingtonRedskins,WAS,DST,2017,16,DEN,0,2.6,0,1.1,0.5,0,0,0,18.2,8,8
10,ArizonaCardinals,ARI,DST,2017,16,NYG,0,2.5,0,1,0.6,0,0,0,17.9,7.9,7.9
11,PhiladelphiaEagles,PHI,DST,2017,16,OAK,0,2.4,0,0.9,0.6,0,0,0,19.4,7.6,7.6
12,LosAngelesRams,LAR,DST,2017,16,TEN,0,3,0,1,0.5,0,0,0,22.7,7.2,7.2
13,NewYorkGiants,NYG,DST,2017,16,ARI,0,2.1,0,0.9,0.5,0,0,0,20.8,7.1,7.1
14,NewEnglandPatriots,NE,DST,2017,16,BUF,0,2.7,0,0.7,0.6,0,0,0,18,6.9,6.9
15,DallasCowboys,DAL,DST,2017,16,SEA,0,2.7,0,0.8,0.6,0,0,0,21.8,6.7,6.7
16,DetroitLions,DET,DST,2017,16,CIN,0,2.2,0,0.9,0.6,0,0,0,21.5,6.4,6.4
16,DenverBroncos,DEN,DST,2017,16,WAS,0,2.4,0,0.8,0.6,0,0,0,21.4,6.4,6.4
18,CincinnatiBengals,CIN,DST,2017,16,DET,0,2.7,0,0.6,0.6,0,0,0,22,6.3,6.3
19,TennesseeTitans,TEN,DST,2017,16,LAR,0,2.1,0,0.6,0.6,0,0,0,23.2,5.7,5.7
20,SeattleSeahawks,SEA,DST,2017,16,DAL,0,2,0,0.7,0.5,0,0,0,24.8,5.6,5.6
21,NewYorkJets,NYJ,DST,2017,16,LAC,0,1.7,0,0.8,0.5,0,0,0,25.1,5.5,5.5
22,IndianapolisColts,IND,DST,2017,16,BAL,0,1.4,0,0.7,0.5,0,0,0,27.1,5,5
22,NewOrleansSaints,NO,DST,2017,16,ATL,0,1.8,0,0.8,0.5,0,0,0,23.9,5,5
22,SanFrancisco49ers,SF,DST,2017,16,JAX,0,2,0,0.6,0.6,0,0,0,23.9,5,5
25,OaklandRaiders,OAK,DST,2017,16,PHI,0,1.9,0,0.6,0.6,0,0,0,27.7,4.9,4.9
26,ClevelandBrowns,CLE,DST,2017,16,CHI,0,2,0,0.6,0.5,0,0,0,21.7,4.8,4.8
27,GreenBayPackers,GB,DST,2017,16,MIN,0,1.7,0,0.7,0.5,0,0,0,22.5,4.7,4.7
27,MiamiDolphins,MIA,DST,2017,16,KC,0,2.3,0,0.5,0.4,0,0,0,27.1,4.7,4.7
29,HoustonTexans,HOU,DST,2017,16,PIT,0,1.6,0,0.8,0.4,0,0,0,27.6,4.6,4.6
30,TampaBayBuccaneers,TB,DST,2017,16,CAR,0,1.7,0,0.8,0.5,0,0,0,28.5,4.5,4.5
31,BuffaloBills,BUF,DST,2017,16,NE,0,1.8,0,0.7,0.4,0,0,0,29.2,4.2,4.2
32,AtlantaFalcons,ATL,DST,2017,16,NO,0,1.8,0,0.5,0.5,0,0,0,28.4,3.4,3.4
