Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,DenverBroncos,DEN,DST,2016,13,JAX,0,3,0,1.5,0.9,0,0,0,17.4,10,10
2,MiamiDolphins,MIA,DST,2016,13,BAL,0,2.4,0,1.2,0.7,0,0,0,20.5,9,9
3,NewEnglandPatriots,NE,DST,2016,13,LAR,0,2.5,0,1,0.8,0,0,0,16.7,8.9,8.9
4,PhiladelphiaEagles,PHI,DST,2016,13,CIN,0,2.6,0,0.9,0.7,0,0,0,20.9,8.6,8.6
5,SeattleSeahawks,SEA,DST,2016,13,CAR,0,2.7,0,1.1,0.6,0,0,0,18.3,8.3,8.3
6,WashingtonRedskins,WAS,DST,2016,13,ARI,0,2.4,0,1,0.7,0.1,0,0,24.7,7.8,7.8
6,TampaBayBuccaneers,TB,DST,2016,13,LAC,0,2.6,0,1,1,0,0,0,24.6,7.8,7.8
8,PittsburghSteelers,PIT,DST,2016,13,NYG,0,1.9,0,0.8,0.7,0,0,0,20.9,7.7,7.7
9,DallasCowboys,DAL,DST,2016,13,MIN,0,2.2,0,0.7,0.7,0.1,0,0,20.8,7.4,7.4
10,BaltimoreRavens,BAL,DST,2016,13,MIA,0,2.5,0,0.8,0.7,0,0,0,19.1,7.1,7.1
10,LosAngelesChargers,LAC,DST,2016,13,TB,0,2.1,0,1.1,0.8,0,0,0,23,7.1,7.1
12,NewYorkJets,NYJ,DST,2016,13,IND,0,2.3,0,1,0.7,0,0,0,22.6,6.9,6.9
13,AtlantaFalcons,ATL,DST,2016,13,KC,0,2.2,0,0.7,0.7,0,0,0,25.3,6.8,6.8
13,GreenBayPackers,GB,DST,2016,13,HOU,0,2.2,0,1,0.5,0,0,0,20.6,6.8,6.8
15,KansasCityChiefs,KC,DST,2016,13,ATL,0,2.3,0,0.9,0.7,0,0,0,26.3,6.7,6.7
15,OaklandRaiders,OAK,DST,2016,13,BUF,0,2.1,0,0.7,0.7,0,0,0,26.4,6.7,6.7
17,ChicagoBears,CHI,DST,2016,13,SF,0,2.4,0,0.9,0.6,0,0,0,21.4,6.6,6.6
18,NewOrleansSaints,NO,DST,2016,13,DET,0,2.1,0,0.8,0.7,0.1,0,0,26.1,6.5,6.5
19,SanFrancisco49ers,SF,DST,2016,13,CHI,0,1.8,0,1.1,0.6,0,0,0,23,6.4,6.4
19,CarolinaPanthers,CAR,DST,2016,13,SEA,0,2.4,0,0.9,0.5,0,0,0,24,6.4,6.4
21,NewYorkGiants,NYG,DST,2016,13,PIT,0,2.1,0,1,0.5,0,0,0,24.7,6.3,6.3
21,JacksonvilleJaguars,JAX,DST,2016,13,DEN,0,2.3,0,0.8,0.6,0,0,0,23.6,6.3,6.3
21,ArizonaCardinals,ARI,DST,2016,13,WAS,0,2.1,0,0.8,0.7,0,0,0,23.9,6.3,6.3
24,IndianapolisColts,IND,DST,2016,13,NYJ,0,2.2,0,0.9,0.5,0,0,0,23.6,6.2,6.2
25,BuffaloBills,BUF,DST,2016,13,OAK,0,1.9,0,0.8,0.6,0,0,0,26.2,5.9,5.9
25,CincinnatiBengals,CIN,DST,2016,13,PHI,0,2.1,0,1.1,0.5,0,0,0,21,5.9,5.9
27,MinnesotaVikings,MIN,DST,2016,13,DAL,0,1.8,0,0.7,0.7,0,0,0,25,5.8,5.8
28,HoustonTexans,HOU,DST,2016,13,GB,0,2.1,0,0.9,0.6,0,0,0,23.5,5.7,5.7
29,LosAngelesRams,LAR,DST,2016,13,NE,0,1.9,0,0.5,0.7,0.1,0,0,27.2,5.1,5.1
30,DetroitLions,DET,DST,2016,13,NO,0,1.7,0,0.7,0.6,0,0,0,29.4,3.9,3.9
