Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,CalvinJohnson,DET,WR,2013,2,ARI,17,12,70.6,164,0,74,9.6,13.7,0,0,0,0,0,0,16.4,16.4
2,TerrellePryorP,OAK,WR,2013,2,JAX,0,0,0,7,0,3,0,0,8,56,7,0,0,0,13.4,13.42
3,VictorCruz,NYG,WR,2013,2,DEN,7,5,71.4,65,1,29,9.3,13,0,0,0,0,0,0,12.5,12.5
4,AndreJohnson,HOU,WR,2013,2,TEN,13,10,76.9,122,0,55,9.4,12.2,0,0,0,0,0,0,12.2,12.2
5,PierreGarcon,WAS,WR,2013,2,GB,13,10,76.9,121,0,54,9.3,12.1,0,0,0,0,0,0,12.1,12.1
6,DwayneBowe,KC,WR,2013,2,DAL,11,8,72.7,112,0,50,10.2,14,0,0,0,0,0,0,11.2,11.2
7,VincentJackson,TB,WR,2013,2,NO,11,6,54.5,109,0,49,9.9,18.2,0,0,0,0,0,0,10.9,10.9
8,RandallCobbQ,GB,WR,2013,2,WAS,8,6,75,91,0,41,11.4,15.2,2,10,5,0,0,0,10.1,10.1
8,AJGreenP,CIN,WR,2013,2,PIT,11,7,63.6,101,0,45,9.2,14.4,0,0,0,0,0,0,10.1,10.1
10,KenbrellThompkins,NE,WR,2013,2,NYJ,19,9,47.4,97,0,43,5.1,10.8,0,0,0,0,0,0,9.7,9.7
11,JulioJonesP,ATL,WR,2013,2,LAR,10,7,70,94,0,42,9.4,13.4,0,-1,0,0,0,0,9.3,9.3
12,ReggieWayne,IND,WR,2013,2,MIA,13,8,61.5,92,0,41,7.1,11.5,0,0,0,0,0,0,9.2,9.2
12,DezBryant,DAL,WR,2013,2,KC,9,6,66.7,94,0,42,10.4,15.7,0,-2,0,0,0,0,9.2,9.2
12,EmmanuelSanders,PIT,WR,2013,2,CIN,9,8,88.9,92,0,41,10.2,11.5,0,0,0,0,0,0,9.2,9.2
15,BrandonMarshall,CHI,WR,2013,2,MIN,13,7,53.8,90,0,40,6.9,12.9,0,0,0,0,0,0,9,9
16,TavonAustin,LAR,WR,2013,2,ATL,14,13,92.9,91,0,41,6.5,7,-1,-2,2,0,0,0,8.9,8.9
17,NateWashington,TEN,WR,2013,2,HOU,10,7,70,88,0,39,8.8,12.6,0,0,0,0,0,0,8.8,8.8
