Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AndyDalton,CIN,QB,2016,7,CLE,22,33.3,66.7,272.4,8.2,2.1,0.7,99.56,3.7,14,3.5,0.2,20.3,20.3
2,MattRyan,ATL,QB,2016,7,LAC,25,37.4,67.6,317.3,8.6,2.2,0.9,100.84,2.2,8.1,4,0,20.1,20.1
3,TomBrady,NE,QB,2016,7,PIT,21.9,36.4,61.1,291.5,8.1,2.2,0.6,93.75,2.5,6.3,3,0.1,20.1,20.09
4,MatthewStafford,DET,QB,2016,7,WAS,24.2,35.2,68.6,281.4,8,2.1,0.7,99.82,2.7,12.1,4,0.1,19.5,19.47
5,AaronRodgersQ,GB,QB,2016,7,CHI,24.8,40.6,61,265,6.5,1.9,1,85.92,3.9,20.5,5,0.2,19,19.05
6,KirkCousins,WAS,QB,2016,7,DET,22.6,37.8,60.5,302.1,7.9,2,0.7,92.21,2,5.1,2.5,0,18.8,18.79
7,AndrewLuckP,IND,QB,2016,7,TEN,22.6,38.1,60.5,261.9,6.9,1.8,1.1,87.83,4,19.2,4.8,0.2,18.4,18.4
8,MarcusMariotaP,TEN,QB,2016,7,IND,18.8,29.8,63.3,232.2,7.7,1.7,0.8,95.42,5.47,26.3,5.2,0.3,18.3,18.32
9,DrewBrees,NO,QB,2016,7,KC,27.4,42.6,62.8,307.3,7.1,1.9,1.2,89.97,2,4.9,2.5,0.1,18.2,18.18
10,BlakeBortles,JAX,QB,2016,7,OAK,22.7,37.1,62.2,273,7.4,1.6,1.2,91.39,4,22.7,5.8,0.2,18,17.99
10,PhilipRivers,LAC,QB,2016,7,ATL,26.7,38.6,69.2,270.9,6.9,2,0.9,95.14,2.1,7.5,4,0.1,18,17.99
12,TyrodTaylorQ,BUF,QB,2016,7,MIA,18.3,28.7,62.1,195.2,6.7,1.3,0.6,78.95,6.6,41.9,6,0.3,17.6,17.6
13,DerekCarr,OAK,QB,2016,7,JAX,24.5,37.3,64.9,260.6,7.1,1.9,0.9,92.29,2.2,8.6,4.5,0.1,17.3,17.28
14,AlexSmith,KC,QB,2016,7,NO,22.6,32.7,69.7,262.7,8,1.7,0.8,100.95,2.8,10,3.3,0.1,16.7,16.71
15,EliManning,NYG,QB,2016,7,LAR,24.8,37.9,65.8,307,8.1,1.7,1.3,97.15,1.3,1.7,2,0,16,16.05
16,JameisWinston,TB,QB,2016,7,SF,21.4,36.2,58.3,252.2,7,1.5,1.2,86.81,3.4,13.5,4.7,0.2,15.8,15.84
17,ColinKaepernick,SF,QB,2016,7,TB,18.2,30,60,201.5,6.7,1.1,0.8,77.36,6.6,39.2,5.6,0.2,15.6,15.58
18,RussellWilson,SEA,QB,2016,7,ARI,19.3,30.5,63.3,240.2,8,1.4,0.9,85.42,4,16.8,4.2,0.1,15.3,15.29
19,BrianHoyer,CHI,QB,2016,7,GB,21.5,34,64.7,260,7.6,1.6,1,95.22,2.1,3.2,1.5,0,14.7,14.72
20,JoeFlacco,BAL,QB,2016,7,NYJ,25,39.6,62.5,253.8,6.4,1.4,1,78.54,1.9,7.3,3.5,0.1,14.7,14.68
21,CarsonPalmer,ARI,QB,2016,7,SEA,20.6,35.7,58.3,255.5,7.1,1.5,1.1,87.27,1.8,5.1,2.5,0,14.1,14.13
22,CarsonWentz,PHI,QB,2016,7,MIN,20.7,34.7,60,247.5,7.1,1.4,1,79.23,2.9,9.8,3.3,0,14.1,14.08
23,TrevorSiemian,DEN,QB,2016,7,HOU,21.3,34.3,61.8,235.2,6.9,1.3,1,79.9,2.9,11.2,3.7,0.1,13.9,13.93
24,CodyKessler,CLE,QB,2016,7,CIN,20.1,34.1,58.8,245.2,7.2,1.4,1.1,78.68,1.9,5,2.5,0.1,13.9,13.91
25,LandryJones,PIT,QB,2016,7,NE,21.9,35.2,62.9,216.5,6.2,1.2,0.9,77.8,3,16.7,5.7,0.1,13.7,13.73
26,SamBradfordQ,MIN,QB,2016,7,PHI,19,29.9,63.3,232.3,7.7,1.3,0.9,84.31,2.1,5,2.5,0.1,13.4,13.39
27,CaseKeenum,LAR,QB,2016,7,NYG,17.9,30.2,60,208.2,6.9,1.3,0.9,78.19,2.7,8.6,3,0.1,12.8,12.79
28,RyanTannehillP,MIA,QB,2016,7,BUF,20,32.9,60.6,219.9,6.7,1.1,1.1,77.84,3,12.9,4.3,0.1,12.5,12.49
29,GenoSmith,NYJ,QB,2016,7,BAL,22.9,37.4,62.2,218.7,5.9,1.1,1.5,65.03,3.1,12.9,4.3,0.1,11.6,11.64
30,BrockOsweiler,HOU,QB,2016,7,DEN,19.2,34.5,55.9,200.8,5.9,0.9,1.1,70.83,2.6,10.9,3.7,0.1,10.7,10.72
31,BlaineGabbertQ,SF,QB,2016,7,TB,0.8,1.4,100,10.9,11,0.1,0.1,112.5,0.5,3.2,0,0,1,0.96
32,RyanFitzpatrick,NYJ,QB,2016,7,BAL,1,1.7,50,13.9,7,0.1,0.1,72.92,0.3,1.4,0,0,0.9,0.9
32,JimmyGaroppoloIR,NE,QB,2016,7,PIT,0.8,1.3,100,10.5,10,0.1,0,108.33,0.2,0.8,0,0,0.9,0.9
34,ColtMcCoy,WAS,QB,2016,7,DET,0.7,1.2,100,9.8,10,0.1,0,108.33,0.2,0.6,0,0,0.8,0.85
35,AJMcCarron,CIN,QB,2016,7,CLE,1,1.8,50,14.1,7,0.1,0.1,72.92,0.2,0.7,0,0,0.8,0.83
36,JaredGoff,LAR,QB,2016,7,NYG,1,1.7,50,13.5,7,0.1,0.1,72.92,0.2,0.7,0,0,0.8,0.81
36,NickFoles,KC,QB,2016,7,NO,1,1.7,50,13.9,7,0.1,0.1,72.92,0.1,0.5,0,0,0.8,0.81
36,RyanMallett,BAL,QB,2016,7,NYJ,1,1.7,50,13.6,7,0.1,0.1,72.92,0.1,0.7,0,0,0.8,0.81
39,TrevoneBoykin,SEA,QB,2016,7,ARI,0.7,1.2,100,9.3,9,0.1,0,104.17,0.1,0.3,0,0,0.8,0.8
40,PaxtonLynch,DEN,QB,2016,7,HOU,0.9,1.5,50,12.1,6,0.1,0.1,68.75,0.2,0.6,0,0,0.7,0.74
41,MattSchaub,ATL,QB,2016,7,LAC,0.9,1.4,100,11.6,12,0.1,0.1,116.67,0.1,0.7,0,0,0.7,0.73
42,MattCassel,TEN,QB,2016,7,IND,0.9,1.4,100,11.6,12,0.1,0.1,116.67,0.1,0.6,0,0,0.7,0.72
42,MikeGlennon,TB,QB,2016,7,SF,0.9,1.5,100,11.7,12,0.1,0.1,116.67,0.1,0.5,0,0,0.7,0.72
44,ChadHenne,JAX,QB,2016,7,OAK,0.8,1.4,100,11.1,11,0.1,0.1,112.5,0.1,0.5,0,0,0.7,0.69
45,DanOrlovsky,DET,QB,2016,7,WAS,0.8,1.3,100,10.7,11,0.1,0.1,112.5,0.1,0.5,0,0,0.7,0.68
46,TomSavage,HOU,QB,2016,7,DEN,0.8,1.3,100,10.6,11,0.1,0.1,112.5,0.1,0.5,0,0,0.7,0.67
47,RyanNassib,NYG,QB,2016,7,LAR,0.8,1.3,100,10.5,10,0.1,0.1,108.33,0.1,0.3,0,0,0.6,0.65
48,MattMoore,MIA,QB,2016,7,BUF,0.8,1.3,100,10.4,10,0.1,0.1,108.33,0.1,0.2,0,0,0.6,0.64
49,LukeMcCown,NO,QB,2016,7,KC,0.7,1.2,100,9.6,10,0.1,0.1,108.33,0.1,0.4,0,0,0.6,0.62
50,ScottTolzien,IND,QB,2016,7,TEN,0.7,1.2,100,9.2,9,0.1,0.1,104.17,0.1,0.4,0,0,0.6,0.61
50,ShaunHill,MIN,QB,2016,7,PHI,0.7,1.1,100,8.8,9,0.1,0.1,104.17,0.2,0.6,0,0,0.6,0.61
52,ChaseDaniel,PHI,QB,2016,7,MIN,0.7,1.2,100,9.2,9,0.1,0.1,104.17,0.1,0.3,0,0,0.6,0.6
53,KellenClemens,LAC,QB,2016,7,ATL,0.6,1.1,100,8.6,9,0.1,0.1,104.17,0.1,0.5,0,0,0.6,0.59
54,DrewStanton,ARI,QB,2016,7,SEA,0.4,0.7,0,5.8,6,0,0.1,52.08,0.1,0.4,0,0,0.1,0.07
55,ZachMettenberger,PIT,QB,2016,7,NE,0.1,0.2,0,1.4,0,0,0,0,0,0,0,0,0.1,0.06
56,MattMcGloin,OAK,QB,2016,7,JAX,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0.04
56,EJManuel,BUF,QB,2016,7,MIA,0.4,0.6,0,4.8,5,0,0.1,47.92,0.2,0.5,0,0,0,0.04
58,BrettHundley,GB,QB,2016,7,CHI,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.02
59,JayCutler,CHI,QB,2016,7,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,MattBarkley,CHI,QB,2016,7,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,SeanMannion,LAR,QB,2016,7,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,JoshJohnson,NYG,QB,2016,7,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,GarrettGrayson,NO,QB,2016,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,JoeCallahan,NO,QB,2016,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,StephenMorris,IND,QB,2016,7,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,AlexTanney,TEN,QB,2016,7,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,TeddyBridgewater,MIN,QB,2016,7,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,RobertGriffinIII,CLE,QB,2016,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,CharlieWhitehurst,CLE,QB,2016,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,JoshMcCown,CLE,QB,2016,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ChristianHackenberg,NYJ,QB,2016,7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BrycePetty,NYJ,QB,2016,7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,DavidFales,BAL,QB,2016,7,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ThaddeusLewis,SF,QB,2016,7,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ChristianPonder,SF,QB,2016,7,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,MattSimms,ATL,QB,2016,7,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BenRoethlisberger,PIT,QB,2016,7,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BruceGradkowski,PIT,QB,2016,7,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,JacobyBrissett,NE,QB,2016,7,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ZacDysert,ARI,QB,2016,7,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,AustinDavisP,DEN,QB,2016,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BrandonWeeden,HOU,QB,2016,7,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
