age,game_num,position_bit_1,position_bit_2,position_bit_3,away,kickoff_dome_x,kickoff_weather_summary_x_bit_1,kickoff_weather_summary_x_bit_2,kickoff_weather_summary_x_bit_3,kickoff_weather_summary_x_bit_4,kickoff_weather_summary_x_bit_5,kickoff_weather_summary_x_bit_6,wind_speed,wind_direction_1,wind_direction_2,wind_direction_3,wind_direction_4,wind_direction_5,kickoff_humidity_x,kickoff_visibility_x,kickoff_barometer_x,kickoff_dew_point_x,kickoff_cloud_cover_x,pass_sacked_yds
26.046,8,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,88.0,10.0,30.0,58.0,97,0
26.053,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.0,2.0,29.0,27.0,9,0
26.095,15,1,0,0,1,0,1,1,0,0,0,0,5,0,1,0,0,0,80.0,10.0,31.0,16.0,68,0
26.101999999999997,16,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,67.0,10.0,30.0,59.0,15,0
25.039,1,1,0,1,1,0,1,1,0,0,0,0,13,0,0,1,1,0,69.0,10.0,30.0,66.0,0,0
25.046999999999997,2,1,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,87.0,10.0,30.0,54.0,0,0
25.053,3,1,0,1,0,0,1,0,1,0,0,0,7,0,0,1,1,0,49.0,10.0,29.0,47.0,0,0
25.06,4,1,0,1,1,0,1,0,0,0,0,0,5,0,1,1,0,0,0.0,10.0,29.0,0.0,0,0
25.066999999999997,5,1,0,1,0,0,1,1,0,0,0,0,16,0,1,1,0,0,82.0,10.0,29.0,68.0,0,0
25.074,6,1,0,1,1,0,1,0,0,0,0,0,5,1,1,0,0,0,70.0,10.0,30.0,58.0,0,0
25.081,7,1,0,1,1,1,1,1,0,0,0,0,8,1,0,1,1,0,57.0,10.0,29.0,39.0,0,0
25.088,8,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,66.0,10.0,30.0,37.0,0,0
25.092,9,1,0,1,1,0,0,1,1,0,0,0,5,1,0,1,0,0,79.0,10.0,30.0,71.0,0,0
25.101999999999997,10,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28.0,4.0,29.0,28.0,0,0
25.109,11,1,0,1,0,0,1,0,0,0,0,0,13,0,1,1,0,0,87.0,10.0,29.0,60.0,0,0
25.123,12,1,0,1,1,0,0,0,0,1,0,0,3,0,1,0,1,0,40.0,30.0,29.0,50.0,0,0
25.13,13,1,0,1,0,0,1,0,0,0,0,0,7,0,1,1,1,0,81.0,10.0,30.0,23.0,0,0
25.136999999999997,14,1,0,1,1,0,1,0,0,1,0,0,18,0,1,0,1,0,63.0,10.0,29.0,16.0,0,0
25.144000000000002,15,1,0,1,0,0,0,1,0,0,0,0,13,1,1,0,0,0,74.0,10.0,29.0,45.0,0,0
25.151,16,1,0,1,0,0,1,0,0,0,0,0,9,1,0,1,1,0,46.0,10.0,29.0,38.0,0,0
26.038,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,39.0,15.0,30.0,51.0,0,0
26.045,2,1,0,1,0,0,0,1,1,0,0,0,4,1,0,0,0,0,47.0,10.0,30.0,47.0,0,0
26.052,3,1,0,1,0,0,1,0,1,0,0,0,14,0,1,0,1,0,30.0,10.0,29.0,45.0,0,0
26.066,4,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,96.0,37.0,29.0,34.0,0,0
26.094,8,1,0,1,0,0,1,0,1,0,0,0,4,1,1,1,0,0,42.0,10.0,30.0,24.0,0,0
26.098000000000003,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,74.0,10.0,30.0,35.0,0,0
26.108,10,1,0,1,1,1,1,1,0,1,0,0,19,1,1,1,0,0,62.0,10.0,29.0,63.0,0,0
26.115,11,1,0,1,1,0,1,0,1,0,0,0,14,1,0,1,1,0,50.0,10.0,29.0,56.0,0,0
26.122,12,1,0,1,1,0,1,1,0,0,0,0,7,0,1,1,1,0,47.0,10.0,30.0,54.0,0,0
26.129,13,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,62.0,8.0,29.0,30.0,21,0
26.136,14,1,0,1,1,0,1,0,0,0,0,0,5,0,1,0,1,0,93.0,8.0,31.0,43.0,100,0
26.144000000000002,15,1,0,1,0,0,0,1,0,0,0,0,7,1,0,1,0,0,75.0,7.0,31.0,38.0,50,0
26.15,16,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,87.0,9.0,29.0,32.0,100,0
27.044,1,1,0,1,1,0,0,1,0,0,0,0,9,0,1,0,1,0,54.0,10.0,31.0,57.0,56,0
27.051,2,1,0,1,0,0,0,1,0,0,0,0,6,0,0,1,1,0,43.0,10.0,29.0,49.0,28,0
27.058000000000003,3,1,0,1,1,0,1,1,0,0,0,0,8,1,1,1,1,0,61.0,10.0,30.0,58.0,71,0
27.065,4,1,0,1,0,0,0,0,0,0,0,0,8,1,1,1,1,0,57.0,10.0,30.0,57.0,23,0
27.072,5,1,0,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,42.0,10.0,29.0,48.0,20,0
27.079,6,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,80.0,9.0,29.0,31.0,77,0
27.093000000000004,7,1,0,1,1,0,0,1,0,0,0,0,9,1,0,1,1,0,57.0,10.0,29.0,48.0,42,0
27.096999999999998,8,1,0,1,0,0,1,1,0,0,0,0,5,0,1,1,0,0,77.0,9.0,30.0,58.0,61,0
27.108,9,1,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,81.0,6.0,29.0,43.0,37,0
27.114,10,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,28.0,10.0,30.0,31.0,10,0
27.121,11,1,0,1,0,0,1,1,0,0,0,0,6,0,0,1,1,0,81.0,8.0,31.0,40.0,92,0
27.128,12,1,0,1,1,0,1,1,0,0,0,0,5,1,0,1,1,0,66.0,9.0,29.0,35.0,87,0
27.135,13,1,0,1,0,0,0,1,0,0,0,0,6,1,1,1,0,0,69.0,9.0,30.0,55.0,56,0
27.142,14,1,0,1,1,0,1,1,0,0,0,0,5,0,1,1,0,0,72.0,9.0,31.0,43.0,62,0
27.15,15,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,7.0,29.0,9.0,48,0
27.156,16,1,0,1,0,0,1,1,0,0,0,0,5,0,1,0,0,0,73.0,7.0,30.0,25.0,91,0
28.041999999999998,1,1,0,1,1,0,0,1,0,0,0,0,9,0,1,0,0,0,47.0,10.0,29.0,58.0,37,0
28.049,2,1,0,1,1,0,0,0,1,1,0,0,3,1,1,1,0,0,90.0,3.0,30.0,68.0,69,0
28.055999999999997,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,59.0,8.0,30.0,66.0,1,0
28.06,4,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,88.0,4.0,29.0,56.0,64,0
28.07,5,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,34.0,10.0,29.0,44.0,15,0
28.076999999999998,6,1,0,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,61.0,10.0,29.0,52.0,15,0
28.084,7,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,52.0,6.0,29.0,48.0,0,0
28.090999999999998,8,1,0,1,0,0,1,1,0,0,0,0,3,1,0,1,0,0,93.0,2.0,30.0,50.0,86,0
28.105999999999998,9,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,32.0,10.0,29.0,24.0,99,0
28.112,10,1,0,1,0,0,1,0,0,0,0,0,7,0,0,1,0,0,63.0,6.0,30.0,25.0,97,0
29.041,1,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0,47.0,4.0,29.0,48.0,0,0
29.045,2,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,86.0,5.0,31.0,63.0,73,0
29.055,3,1,0,1,1,0,0,0,0,0,0,0,7,0,1,1,0,0,50.0,6.0,31.0,67.0,4,0
29.061999999999998,4,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,41.0,3.0,30.0,40.0,6,0
29.069000000000003,5,1,0,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,91.0,6.0,29.0,61.0,60,0
29.083000000000002,6,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,52.0,10.0,29.0,54.0,10,0
29.09,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,69.0,5.0,30.0,29.0,74,0
29.096999999999998,8,1,0,1,1,0,1,1,0,0,0,0,4,0,0,1,1,0,79.0,9.0,31.0,70.0,66,0
29.104,9,1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,0,0,85.0,6.0,32.0,48.0,74,0
29.111,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,4.0,29.0,10.0,10,0
29.118000000000002,11,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,57.0,5.0,31.0,32.0,6,0
29.125999999999998,12,1,0,1,0,0,0,1,0,0,0,0,3,1,1,1,0,0,50.0,5.0,31.0,41.0,25,0
29.131999999999998,13,1,0,1,0,0,1,1,0,0,0,0,4,1,1,0,0,0,64.0,5.0,30.0,19.0,80,0
29.139,14,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,91.0,3.0,29.0,22.0,100,0
29.146,15,1,0,1,0,0,1,1,0,0,0,0,2,1,1,1,0,0,75.0,5.0,31.0,28.0,91,0
29.153000000000002,16,1,0,1,1,0,1,1,0,0,0,0,5,1,0,0,1,0,45.0,10.0,29.0,1.0,70,0
23.343000000000004,1,1,0,1,1,0,0,1,1,0,0,0,10,0,0,0,1,0,50.0,10.0,29.0,66.0,0,0
23.35,2,1,0,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,58.0,10.0,29.0,63.0,0,0
23.354,3,1,0,1,1,0,1,0,1,0,0,0,5,1,0,1,1,0,70.0,10.0,30.0,54.0,0,0
23.364,4,1,0,1,0,0,1,0,1,0,0,0,5,1,1,1,1,0,38.0,10.0,30.0,46.0,0,0
24.006,5,1,0,1,1,0,1,1,1,1,0,0,6,0,0,1,0,0,93.0,9.0,29.0,61.0,0,0
24.013,6,1,0,1,0,0,1,0,1,0,0,0,11,0,1,1,1,0,28.0,10.0,30.0,35.0,0,0
24.02,7,1,0,1,0,0,1,0,1,0,0,0,10,1,0,1,1,0,35.0,10.0,29.0,41.0,0,0
24.026999999999997,8,1,0,1,0,0,1,0,1,0,0,0,9,1,1,0,0,0,31.0,10.0,30.0,30.0,0,0
24.034000000000002,9,1,0,1,1,0,0,1,1,0,0,0,5,1,0,0,1,0,48.0,10.0,30.0,20.0,0,0
24.048000000000002,10,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,,31.0,30.0,,0,0
24.055,11,1,0,1,0,0,1,0,1,0,0,0,4,1,0,0,0,0,35.0,10.0,30.0,4.0,0,0
24.061999999999998,12,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51.0,6.0,30.0,35.0,0,0
24.069000000000003,13,1,0,1,1,0,1,0,0,0,1,0,5,0,0,1,1,0,89.0,10.0,30.0,25.0,0,0
24.076,14,1,0,1,1,0,0,1,1,0,0,0,4,1,0,1,1,0,48.0,7.0,30.0,36.0,0,0
24.083000000000002,15,1,0,1,0,0,0,1,0,0,1,0,8,0,1,0,0,0,75.0,6.0,30.0,18.0,0,0
24.09,16,1,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,34.0,50.0,30.0,41.0,0,0
24.342,1,1,0,1,0,0,1,0,1,0,0,0,5,0,1,1,1,0,45.0,10.0,30.0,54.0,0,0
24.349,2,1,0,1,1,0,0,0,1,0,1,0,14,0,0,1,0,0,20.0,50.0,30.0,37.0,0,0
24.355999999999998,3,1,0,1,1,0,1,0,1,0,0,0,8,1,1,1,0,0,70.0,10.0,29.0,73.0,0,0
24.364,4,1,0,1,0,0,1,0,1,0,0,0,3,0,1,1,1,0,66.0,10.0,29.0,60.0,0,0
25.005,5,1,0,1,1,0,0,1,1,0,0,0,6,0,0,1,0,0,22.0,10.0,29.0,44.0,0,0
25.019000000000002,6,1,0,1,1,0,1,0,1,0,1,0,6,0,0,1,0,0,70.0,12.0,29.0,61.0,0,0
25.026,7,1,0,1,0,0,1,0,1,0,0,0,13,0,1,1,0,0,42.0,10.0,29.0,59.0,0,0
25.033,8,1,0,1,0,0,0,1,1,0,1,0,20,0,1,1,0,0,33.0,10.0,30.0,34.0,0,0
25.04,9,1,0,1,1,0,1,1,1,1,0,0,11,1,1,0,0,0,82.0,10.0,29.0,36.0,0,0
25.053,8,0,1,0,0,0,1,1,0,0,0,0,5,0,1,1,0,0,77.0,9.0,30.0,58.0,61,0
25.076999999999998,11,0,1,0,0,0,1,1,0,0,0,0,6,0,0,1,1,0,81.0,8.0,31.0,40.0,92,0
25.084,12,0,1,0,1,0,1,1,0,0,0,0,5,1,0,1,1,0,66.0,9.0,29.0,35.0,87,0
25.090999999999998,13,0,1,0,0,0,0,1,0,0,0,0,6,1,1,1,0,0,69.0,9.0,30.0,55.0,56,18
25.098000000000003,14,0,1,0,1,0,1,1,0,0,0,0,5,0,1,1,0,0,72.0,9.0,31.0,43.0,62,18
25.105999999999998,15,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,7.0,29.0,9.0,48,14
25.112,16,0,1,0,0,0,1,1,0,0,0,0,5,0,1,0,0,0,73.0,7.0,30.0,25.0,91,13
26.033,6,0,1,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,61.0,10.0,29.0,52.0,15,0
27.018,4,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,41.0,3.0,30.0,40.0,6,0
27.088,13,0,1,0,0,0,1,1,0,0,0,0,4,1,1,0,0,0,64.0,5.0,30.0,19.0,80,9
27.095,14,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,91.0,3.0,29.0,22.0,100,0
22.264,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,68.0,9.0,30.0,50.0,15,0
22.27,2,1,0,1,1,0,0,1,0,0,0,0,3,1,1,0,1,0,57.0,10.0,29.0,68.0,28,0
22.276999999999997,3,1,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,54.0,10.0,29.0,52.0,45,0
22.284000000000002,4,1,0,1,0,0,0,1,0,0,0,0,8,0,0,1,0,0,56.0,9.0,30.0,52.0,39,0
22.288,5,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,36.0,10.0,29.0,44.0,11,0
22.298000000000002,6,1,0,1,1,0,1,1,0,0,0,0,9,1,0,1,1,0,59.0,9.0,29.0,57.0,75,0
22.305,7,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,56.0,9.0,31.0,53.0,14,0
22.319000000000003,8,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,74.0,9.0,29.0,59.0,54,0
22.326,9,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,22.0,10.0,30.0,40.0,10,0
22.333000000000002,10,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,78.0,9.0,32.0,54.0,53,0
22.34,11,1,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,0,56.0,9.0,30.0,62.0,12,0
22.346999999999998,12,1,0,1,1,0,1,1,1,1,0,0,5,1,0,1,0,0,83.0,5.0,30.0,30.0,80,0
22.354,13,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,72.0,9.0,29.0,45.0,27,0
22.361,14,1,0,1,1,1,1,1,0,0,0,0,6,0,1,0,0,0,86.0,8.0,31.0,46.0,86,0
23.000999999999998,15,1,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,0,50.0,10.0,31.0,37.0,17,0
23.009,16,1,0,1,0,0,0,1,0,0,0,0,6,0,0,1,0,0,63.0,9.0,31.0,40.0,47,0
22.051,2,1,0,1,0,0,1,1,1,0,1,0,4,1,0,1,1,0,91.0,2.0,29.0,69.0,0,0
22.061,3,1,0,1,0,0,1,0,1,0,0,0,12,0,1,0,1,0,48.0,10.0,29.0,51.0,0,0
22.068,4,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,90.0,10.0,30.0,58.0,0,0
22.075,5,1,0,1,1,0,1,1,0,0,0,0,16,0,1,1,0,0,82.0,10.0,29.0,68.0,0,0
22.081999999999997,6,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,86.0,10.0,30.0,43.0,0,0
22.089000000000002,7,1,0,1,1,0,1,0,1,0,0,0,12,0,1,0,1,0,31.0,10.0,29.0,33.0,0,0
22.096,8,1,0,1,0,0,0,1,0,0,0,0,14,0,1,0,1,0,40.0,10.0,29.0,29.0,0,0
22.103,9,1,0,1,0,0,1,0,1,0,0,0,3,1,0,0,1,0,36.0,10.0,30.0,17.0,0,0
22.118000000000002,10,1,0,1,1,0,0,1,1,0,1,0,20,1,0,0,0,0,36.0,10.0,29.0,29.0,0,0
22.124000000000002,11,1,0,1,0,0,1,0,1,0,0,0,16,0,0,1,0,0,32.0,10.0,30.0,3.0,0,0
22.151999999999997,15,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,81.0,20.0,29.0,57.0,0,0
22.159000000000002,16,1,0,1,0,0,1,0,0,1,1,0,8,1,1,1,1,0,96.0,3.0,29.0,40.0,0,0
23.053,2,1,0,1,1,0,1,1,0,0,0,0,11,0,1,0,1,0,39.0,10.0,30.0,39.0,0,0
23.074,5,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,96.0,37.0,29.0,34.0,0,0
23.081,6,1,0,1,1,0,0,1,1,0,0,0,3,1,0,0,0,0,41.0,10.0,30.0,35.0,0,0
23.13,12,1,0,1,1,0,1,0,1,0,0,0,7,0,1,0,0,0,65.0,10.0,30.0,13.0,0,0
24.049,1,1,0,1,0,0,1,1,1,1,0,0,9,0,0,1,1,0,95.0,6.0,30.0,62.0,100,0
24.059,2,1,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,54.0,10.0,29.0,45.0,2,0
24.066,3,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,44.0,10.0,29.0,47.0,1,0
24.094,6,1,0,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,82.0,8.0,30.0,52.0,88,0
24.098000000000003,7,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,48.0,10.0,29.0,34.0,9,0
24.108,8,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,38.0,10.0,29.0,29.0,4,0
24.115,9,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,44.0,10.0,30.0,33.0,2,0
24.123,10,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,47.0,10.0,32.0,11.0,0,0
24.07,15,0,1,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,50.0,10.0,31.0,37.0,17,0
24.078000000000003,16,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,64.0,9.0,30.0,44.0,3,0
22.289,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,76.0,3.0,29.0,65.0,3,0
22.296,3,0,1,1,0,0,0,0,0,0,0,0,7,0,1,1,0,0,50.0,6.0,31.0,67.0,4,0
22.3,4,0,1,1,0,0,0,1,0,0,0,0,4,1,0,1,1,0,66.0,7.0,29.0,52.0,50,0
22.31,5,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,22.0,10.0,29.0,45.0,0,0
22.316999999999997,6,0,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,78.0,10.0,30.0,41.0,68,0
22.324,7,0,1,1,0,0,1,1,0,0,0,0,5,0,0,1,0,0,92.0,8.0,29.0,49.0,78,0
22.339000000000002,8,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,63.0,10.0,30.0,23.0,17,0
22.345,9,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,82.0,9.0,29.0,34.0,83,0
23.000999999999998,12,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,71.0,10.0,30.0,32.0,17,0
23.008000000000003,13,0,1,1,1,0,1,1,0,0,0,0,9,0,0,0,0,0,70.0,3.0,29.0,19.0,70,0
23.015,14,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,53.0,9.0,29.0,31.0,33,0
23.021,15,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,76.0,10.0,29.0,3.0,3,0
22.267,1,0,1,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,41.0,7.0,30.0,43.0,41,0
22.274,2,0,1,1,0,0,0,0,0,0,0,0,6,1,1,1,0,0,80.0,9.0,29.0,48.0,0,0
22.281999999999996,3,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,94.0,8.0,31.0,60.0,97,0
22.288,4,0,1,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,37.0,10.0,29.0,48.0,11,0
22.295,5,0,1,1,0,0,0,0,0,0,0,0,15,1,0,1,1,0,54.0,10.0,29.0,56.0,1,0
22.302,6,0,1,1,0,0,0,0,0,0,0,0,8,1,1,1,0,0,53.0,9.0,29.0,33.0,1,0
22.316,7,0,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,33.0,7.0,29.0,23.0,48,0
22.323,8,0,1,1,1,0,1,1,0,0,0,0,7,1,1,1,1,0,57.0,9.0,29.0,39.0,82,0
22.33,9,0,1,1,0,0,0,0,0,0,0,0,6,1,0,1,1,0,53.0,8.0,29.0,40.0,0,0
22.337,10,0,1,1,1,0,1,1,0,0,0,0,7,0,1,1,0,0,66.0,9.0,29.0,22.0,80,0
22.340999999999998,11,0,1,1,0,0,1,1,1,1,0,0,10,1,0,0,0,0,93.0,5.0,29.0,34.0,86,0
22.358,13,0,1,1,0,0,0,1,0,1,1,0,9,0,1,1,0,0,97.0,4.0,30.0,51.0,63,0
23.0,14,0,1,1,1,0,1,0,0,0,0,0,10,0,1,1,0,0,86.0,5.0,29.0,47.0,100,0
23.006999999999998,15,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,18.0,10.0,29.0,14.0,1,0
23.014,16,0,1,1,0,0,1,0,0,0,0,0,5,0,1,0,1,0,77.0,8.0,30.0,17.0,94,0
23.266,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,57.0,10.0,29.0,74.0,28,0
23.273000000000003,2,0,1,1,1,1,1,1,0,0,0,0,4,0,1,1,0,0,55.0,10.0,30.0,56.0,63,0
23.28,3,0,1,1,0,0,1,1,0,0,0,0,10,1,1,1,0,0,79.0,9.0,29.0,65.0,77,0
23.294,4,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,81.0,9.0,29.0,42.0,0,0
23.301,5,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,59.0,10.0,30.0,52.0,2,0
23.305,6,0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,1,0,63.0,10.0,32.0,35.0,93,0
23.315,7,0,1,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,34.0,6.0,29.0,51.0,3,0
23.322,8,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,56.0,10.0,31.0,51.0,0,0
23.329,9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,51.0,10.0,29.0,38.0,0,0
23.336,10,0,1,1,1,0,0,1,0,0,0,0,15,0,1,0,1,0,47.0,10.0,31.0,19.0,35,0
23.344,11,0,1,1,1,0,0,1,0,0,0,0,4,0,1,1,0,0,62.0,9.0,30.0,35.0,57,0
23.35,12,0,1,1,0,0,1,1,0,1,1,0,4,1,1,1,0,0,92.0,6.0,29.0,29.0,41,0
23.357,13,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,1,0,90.0,8.0,30.0,25.0,61,0
23.364,14,0,1,1,1,0,0,1,0,0,0,0,7,0,0,1,0,0,71.0,9.0,30.0,1.0,28,0
24.004,15,0,1,1,0,0,1,1,0,0,0,0,4,0,1,0,1,0,86.0,10.0,29.0,31.0,73,0
24.011999999999997,16,0,1,1,1,1,0,0,0,0,0,0,4,1,1,1,0,0,79.0,10.0,29.0,26.0,7,0
24.264,1,0,1,1,0,0,0,0,0,0,0,0,6,1,1,1,0,0,54.0,6.0,30.0,52.0,0,0
24.271,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,76.0,3.0,29.0,65.0,3,0
24.278000000000002,3,0,1,1,0,0,0,0,0,0,0,0,7,0,1,1,0,0,50.0,6.0,31.0,67.0,4,0
24.281999999999996,4,0,1,1,0,0,0,1,0,0,0,0,4,1,0,1,1,0,66.0,7.0,29.0,52.0,50,0
24.291999999999998,5,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,22.0,10.0,29.0,45.0,0,0
24.299,6,0,1,1,1,1,1,1,0,0,0,0,4,0,0,1,0,0,78.0,10.0,30.0,41.0,68,0
