age,game_num,position_bit_1,position_bit_2,position_bit_3,away,kickoff_dome_x,kickoff_weather_summary_x_bit_1,kickoff_weather_summary_x_bit_2,kickoff_weather_summary_x_bit_3,kickoff_weather_summary_x_bit_4,kickoff_weather_summary_x_bit_5,kickoff_weather_summary_x_bit_6,wind_speed,wind_direction_1,wind_direction_2,wind_direction_3,wind_direction_4,wind_direction_5,kickoff_humidity_x,kickoff_visibility_x,kickoff_barometer_x,kickoff_dew_point_x,kickoff_cloud_cover_x,gs,rush_yds
32.001,12,0,1,0,1,1,1,1,0,0,0,0,11,0,0,0,0,0,78.0,9.0,31.0,33.0,77,1,27
32.010999999999996,13,0,1,0,0,0,0,1,0,1,1,0,9,0,1,1,0,0,97.0,4.0,30.0,51.0,63,1,27
32.018,14,0,1,0,1,0,1,0,0,0,0,0,10,0,1,1,0,0,86.0,5.0,29.0,47.0,100,1,-1
32.025,15,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,18.0,10.0,29.0,14.0,1,1,19
32.032,16,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,77.0,8.0,30.0,17.0,94,1,12
32.284,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,57.0,10.0,29.0,74.0,28,1,16
32.291,2,0,1,0,1,1,1,1,0,0,0,0,4,0,1,1,0,0,55.0,10.0,30.0,56.0,63,1,29
32.298,3,0,1,0,0,0,1,1,0,0,0,0,10,1,1,1,0,0,79.0,9.0,29.0,65.0,77,1,22
32.312,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,81.0,9.0,29.0,42.0,0,1,15
32.319,5,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,59.0,10.0,30.0,52.0,2,1,7
32.323,6,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,63.0,10.0,32.0,35.0,93,1,7
32.333,7,0,1,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,34.0,6.0,29.0,51.0,3,1,60
32.34,8,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,56.0,10.0,31.0,51.0,0,1,43
32.347,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,51.0,10.0,29.0,38.0,0,1,27
32.354,10,0,1,0,1,0,0,1,0,0,0,0,15,0,1,0,1,0,47.0,10.0,31.0,19.0,35,1,33
32.361999999999995,11,0,1,0,1,0,0,1,0,0,0,0,4,0,1,1,0,0,62.0,9.0,30.0,35.0,57,1,26
33.001999999999995,12,0,1,0,0,0,1,1,0,1,1,0,4,1,1,1,0,0,92.0,6.0,29.0,29.0,41,1,16
33.009,13,0,1,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,90.0,8.0,30.0,25.0,61,1,-6
33.016,14,0,1,0,1,0,0,1,0,0,0,0,7,0,0,1,0,0,71.0,9.0,30.0,1.0,28,1,19
33.022,15,0,1,0,0,0,1,1,0,0,0,0,4,0,1,0,1,0,86.0,10.0,29.0,31.0,73,1,13
33.03,16,0,1,0,1,1,0,0,0,0,0,0,4,1,1,1,0,0,79.0,10.0,29.0,26.0,7,1,42
33.282,1,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,54.0,6.0,30.0,52.0,0,1,21
33.289,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,76.0,3.0,29.0,65.0,3,1,8
33.296,3,0,1,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,50.0,6.0,31.0,67.0,4,1,23
33.3,4,0,1,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,66.0,7.0,29.0,52.0,50,1,-1
33.31,5,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,22.0,10.0,29.0,45.0,0,1,32
33.317,6,0,1,0,1,1,1,1,0,0,0,0,4,0,0,1,0,0,78.0,10.0,30.0,41.0,68,1,0
34.015,14,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,53.0,9.0,29.0,31.0,33,1,43
29.124000000000002,1,0,1,0,1,0,0,1,1,0,0,0,10,0,0,0,1,0,50.0,10.0,29.0,66.0,0,1,25
29.131,2,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,58.0,10.0,29.0,63.0,0,1,57
29.135,3,0,1,0,1,0,1,0,1,0,0,0,5,1,0,1,1,0,70.0,10.0,30.0,54.0,0,1,32
29.145,4,0,1,0,0,0,1,0,1,0,0,0,5,1,1,1,1,0,38.0,10.0,30.0,46.0,0,1,37
29.151999999999997,5,0,1,0,1,0,1,1,1,1,0,0,6,0,0,1,0,0,93.0,9.0,29.0,61.0,0,1,10
29.159000000000002,6,0,1,0,0,0,1,0,1,0,0,0,11,0,1,1,1,0,28.0,10.0,30.0,35.0,0,1,29
29.166,7,0,1,0,0,0,1,0,1,0,0,0,10,1,0,1,1,0,35.0,10.0,29.0,41.0,0,1,28
29.173000000000002,8,0,1,0,0,0,1,0,1,0,0,0,9,1,1,0,0,0,31.0,10.0,30.0,30.0,0,1,40
29.18,9,0,1,0,1,0,0,1,1,0,0,0,5,1,0,0,1,0,48.0,10.0,30.0,20.0,0,1,7
29.194000000000003,10,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,31.0,30.0,0,0,1,52
29.201,11,0,1,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,35.0,10.0,30.0,4.0,0,1,-3
29.208000000000002,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51.0,6.0,30.0,35.0,0,1,46
29.215,13,0,1,0,1,0,1,0,0,0,1,0,5,0,0,1,1,0,89.0,10.0,30.0,25.0,0,1,7
29.221999999999998,14,0,1,0,1,0,0,1,1,0,0,0,4,1,0,1,1,0,48.0,7.0,30.0,36.0,0,1,17
29.229,15,0,1,0,0,0,0,1,0,0,1,0,8,0,1,0,0,0,75.0,6.0,30.0,18.0,0,1,47
30.123,1,0,1,0,0,0,1,0,1,0,0,0,5,0,1,1,1,0,45.0,10.0,30.0,54.0,0,1,36
30.13,2,0,1,0,1,0,0,0,1,0,1,0,14,0,0,1,0,0,20.0,50.0,30.0,37.0,0,1,42
30.136999999999997,3,0,1,0,1,0,1,0,1,0,0,0,8,1,1,1,0,0,70.0,10.0,29.0,73.0,0,1,17
30.145,4,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,1,0,66.0,10.0,29.0,60.0,0,1,8
30.151,5,0,1,0,1,0,0,1,1,0,0,0,6,0,0,1,0,0,22.0,10.0,29.0,44.0,0,1,6
30.165,6,0,1,0,1,0,1,0,1,0,1,0,6,0,0,1,0,0,70.0,12.0,29.0,61.0,0,1,29
30.171999999999997,7,0,1,0,0,0,1,0,1,0,0,0,13,0,1,1,0,0,42.0,10.0,29.0,59.0,0,1,24
30.179000000000002,8,0,1,0,0,0,0,1,1,0,1,0,20,0,1,1,0,0,33.0,10.0,30.0,34.0,0,1,0
30.186,9,0,1,0,1,0,1,1,1,1,0,0,11,1,1,0,0,0,82.0,10.0,29.0,36.0,0,1,25
30.193,10,0,1,0,0,0,1,0,1,0,0,0,10,0,1,0,1,0,62.0,10.0,30.0,10.0,0,1,-1
30.197,11,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,94.0,6.0,30.0,54.0,1,5
30.206999999999997,12,0,1,0,0,0,1,0,1,0,0,0,12,1,0,0,0,0,50.0,10.0,30.0,9.0,0,1,6
30.214000000000002,13,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,36.0,10.0,31.0,46.0,56,1,26
30.221,14,0,1,0,0,0,1,0,0,0,0,0,10,0,1,1,0,0,78.0,9.0,29.0,53.0,100,1,17
30.228,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,67.0,8.0,31.0,24.0,86,1,14
31.129,1,0,1,0,1,0,0,0,0,0,0,0,8,0,1,1,1,0,39.0,10.0,31.0,55.0,4,1,15
31.133000000000003,2,0,1,0,0,0,1,1,0,0,0,0,8,1,1,0,0,0,71.0,8.0,30.0,70.0,83,1,15
31.144000000000002,3,0,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,94.0,8.0,31.0,60.0,97,1,33
31.15,4,0,1,0,1,0,0,0,0,0,0,0,8,1,1,1,1,0,57.0,10.0,30.0,57.0,23,1,25
31.156999999999996,5,0,1,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,45.0,10.0,30.0,56.0,3,1,21
31.164,6,0,1,0,1,0,0,0,0,0,0,0,15,1,1,1,0,0,31.0,10.0,29.0,31.0,0,1,10
31.171,7,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,38.0,10.0,30.0,38.0,0,1,5
31.178,8,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,88.0,3.0,31.0,54.0,18,1,78
31.191999999999997,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,17.0,4.0,29.0,14.0,50,1,33
31.199,10,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,25.0,10.0,32.0,40.0,0,1,33
31.206,11,0,1,0,0,0,1,1,1,1,0,0,5,0,0,1,1,0,95.0,4.0,32.0,33.0,100,1,35
31.213,12,0,1,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,81.0,9.0,29.0,54.0,74,1,23
31.22,13,0,1,0,0,0,1,1,1,1,0,0,11,1,1,1,0,0,94.0,4.0,32.0,58.0,95,1,40
31.226999999999997,14,0,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,38.0,10.0,30.0,19.0,14,1,17
31.234,15,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,1,0,85.0,9.0,31.0,30.0,100,1,54
31.241,16,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,82.0,9.0,29.0,27.0,19,1,61
32.126999999999995,1,0,1,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,56.0,10.0,30.0,56.0,0,1,15
32.134,2,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,69.0,9.0,29.0,77.0,28,1,2
32.141,3,0,1,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,79.0,9.0,30.0,58.0,90,1,-3
32.148,4,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,90.0,8.0,29.0,57.0,26,1,2
32.162,5,0,1,0,1,0,1,1,1,1,0,0,5,0,0,0,0,0,96.0,3.0,30.0,60.0,52,1,-1
32.169000000000004,6,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,52.0,10.0,29.0,51.0,0,1,7
32.176,7,0,1,0,1,1,1,1,0,0,0,0,5,0,1,0,0,0,73.0,8.0,29.0,58.0,64,1,9
32.19,9,0,1,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,66.0,9.0,31.0,37.0,33,1,13
32.196999999999996,10,0,1,0,0,0,0,1,0,0,0,0,8,1,1,0,1,0,51.0,10.0,29.0,26.0,26,1,10
32.204,11,0,1,0,1,0,1,1,0,0,0,0,6,0,0,1,0,0,31.0,5.0,30.0,15.0,82,1,2
32.211,12,0,1,0,1,1,1,1,0,0,0,0,5,1,1,1,1,0,94.0,3.0,29.0,43.0,73,1,-3
32.215,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,62.0,9.0,29.0,11.0,0,1,3
32.225,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,71.0,9.0,29.0,4.0,5,1,11
32.232,15,0,1,0,0,0,1,0,0,1,0,1,11,0,1,1,0,0,83.0,7.0,31.0,55.0,56,1,46
32.239000000000004,16,0,1,0,1,0,0,1,0,0,0,0,4,1,0,1,1,0,66.0,10.0,30.0,45.0,32,1,21
33.123000000000005,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0,10.0,31.0,55.0,22,1,3
33.133,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,95.0,7.0,31.0,63.0,94,1,21
33.14,3,0,1,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,32.0,10.0,29.0,48.0,3,1,9
33.148,4,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,62.0,8.0,31.0,63.0,3,1,56
33.154,5,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,68.0,10.0,29.0,72.0,14,1,19
33.161,6,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,50.0,8.0,30.0,41.0,0,1,13
33.165,7,0,1,0,1,0,0,1,0,0,0,0,4,1,0,1,1,0,77.0,10.0,31.0,54.0,48,1,0
33.176,8,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,49.0,8.0,30.0,23.0,1,1,33
33.181999999999995,9,0,1,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,45.0,10.0,29.0,66.0,2,1,19
33.196,10,0,1,0,1,0,1,1,0,0,0,0,8,0,0,1,0,0,53.0,10.0,29.0,32.0,79,1,27
33.203,11,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,44.0,8.0,29.0,36.0,2,1,35
33.21,12,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,73.0,9.0,29.0,38.0,74,1,70
33.217,13,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,43.0,8.0,30.0,26.0,0,1,24
33.223,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,41.0,8.0,30.0,28.0,0,1,13
33.231,15,0,1,0,0,0,1,1,0,0,0,0,5,0,1,0,0,0,80.0,10.0,31.0,16.0,68,1,13
23.361,1,0,1,0,0,1,1,1,0,0,0,0,5,1,1,0,0,0,46.0,10.0,29.0,63.0,0,1,38
24.003,2,0,1,0,0,1,1,0,0,0,0,0,12,1,1,0,0,0,36.0,10.0,30.0,47.0,0,1,38
24.01,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,64.0,11.0,29.0,52.0,0,1,24
24.017,4,0,1,0,1,0,1,1,0,0,0,0,11,0,0,1,1,0,62.0,10.0,29.0,66.0,0,1,26
24.024,5,0,1,0,0,1,1,0,0,0,0,0,9,1,0,1,1,0,84.0,10.0,29.0,51.0,0,1,9
24.031999999999996,6,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,85.0,38.0,29.0,60.0,0,1,19
24.038,7,0,1,0,0,1,0,1,1,0,0,0,9,0,1,1,0,0,64.0,10.0,29.0,40.0,0,1,29
24.052,8,0,1,0,1,0,0,1,1,0,0,0,8,0,1,1,1,0,64.0,10.0,30.0,47.0,0,1,0
24.059,9,0,1,0,0,1,0,1,1,0,0,0,7,0,1,0,0,0,52.0,10.0,30.0,30.0,0,1,17
24.063000000000002,10,0,1,0,1,0,0,1,0,0,0,0,5,0,1,1,0,0,45.0,10.0,30.0,20.0,0,1,31
24.073,11,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,59.0,20.0,30.0,43.0,0,1,31
24.08,12,0,1,0,0,1,1,0,1,0,0,0,9,0,0,0,0,0,52.0,10.0,30.0,34.0,0,1,42
24.087,13,0,1,0,1,0,1,0,0,0,0,0,7,0,1,1,1,0,81.0,10.0,30.0,23.0,0,1,32
24.094,14,0,1,0,0,1,1,0,0,0,0,0,15,0,0,0,0,0,71.0,10.0,30.0,11.0,0,1,29
24.101,15,0,1,0,1,0,0,1,0,0,1,0,8,0,1,0,0,0,75.0,6.0,30.0,18.0,0,1,5
24.108,16,0,1,0,0,1,1,0,0,1,0,0,19,0,0,1,0,0,76.0,9.0,29.0,30.0,0,1,7
24.36,1,0,1,0,1,0,0,1,0,0,0,0,6,1,1,0,0,0,33.0,30.0,30.0,39.0,0,1,19
25.003,2,0,1,0,0,1,1,1,0,0,0,1,6,1,0,0,0,0,93.0,3.0,30.0,55.0,0,1,20
25.009,3,0,1,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,42.0,10.0,29.0,59.0,0,1,15
25.016,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,37.0,10.0,30.0,52.0,0,1,-1
25.023000000000003,5,0,1,0,0,1,1,0,0,1,0,0,19,1,1,0,0,0,44.0,10.0,29.0,35.0,0,1,22
25.026999999999997,6,0,1,0,1,0,0,1,0,0,0,0,3,1,1,0,1,0,90.0,10.0,29.0,74.0,0,1,18
25.037,7,0,1,0,0,1,1,1,0,0,0,0,9,1,0,1,1,0,59.0,10.0,30.0,40.0,0,1,5
25.044,8,0,1,0,1,0,1,0,1,0,0,0,7,0,1,0,1,0,27.0,10.0,29.0,22.0,0,1,26
25.052,9,0,1,0,1,0,1,0,0,0,0,0,8,1,0,1,1,0,28.0,10.0,30.0,21.0,0,1,5
25.065,10,0,1,0,0,1,0,0,1,0,0,1,4,0,0,1,0,0,96.0,1.0,29.0,28.0,0,1,15
25.072,11,0,1,0,0,1,0,0,0,0,0,1,9,1,1,0,1,0,92.0,1.0,29.0,49.0,0,1,49
25.079,12,0,1,0,0,1,1,0,0,0,0,0,17,1,1,0,0,0,70.0,10.0,29.0,53.0,0,1,20
25.086,13,0,1,0,1,0,1,1,0,0,0,0,11,0,0,1,1,0,62.0,10.0,29.0,26.0,87,1,37
25.093000000000004,14,0,1,0,0,1,1,1,0,0,0,0,4,0,1,1,0,0,85.0,7.0,29.0,43.0,90,1,18
25.1,15,0,1,0,1,0,1,0,0,0,0,0,9,0,1,1,0,0,81.0,9.0,30.0,45.0,99,1,0
25.107,16,0,1,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,90.0,7.0,29.0,39.0,100,1,5
26.000999999999998,1,0,1,0,1,0,1,1,0,0,0,0,7,0,0,0,0,0,83.0,8.0,32.0,48.0,77,1,20
26.009,2,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,66.0,9.0,29.0,48.0,0,1,24
26.015,3,0,1,0,1,0,1,1,0,0,0,0,4,1,1,0,1,0,67.0,9.0,29.0,65.0,85,1,21
26.035999999999998,6,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,51.0,10.0,30.0,26.0,0,1,35
26.043000000000003,7,0,1,0,0,1,0,1,0,0,0,0,7,0,0,1,1,0,42.0,10.0,29.0,38.0,45,1,27
26.051,8,0,1,0,1,0,1,0,1,1,0,0,5,0,0,1,1,0,95.0,4.0,30.0,60.0,100,1,35
26.057,9,0,1,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,43.0,10.0,30.0,27.0,0,1,34
26.365,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,46.0,10.0,29.0,53.0,30,1,21
27.006,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,17.0,7.0,31.0,36.0,18,1,22
27.013,3,0,1,0,0,1,0,1,0,0,0,0,4,0,1,1,0,0,53.0,10.0,30.0,66.0,30,1,0
27.02,4,0,1,0,1,0,0,1,0,0,0,0,6,1,0,0,1,0,62.0,10.0,29.0,45.0,44,1,23
27.026999999999997,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,54.0,10.0,30.0,48.0,1,1,13
27.034000000000002,6,0,1,0,1,0,0,0,0,0,0,0,6,1,1,0,1,0,76.0,9.0,30.0,72.0,8,1,53
27.041,7,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,1,0,43.0,10.0,29.0,47.0,0,1,17
27.048000000000002,8,0,1,0,0,1,1,1,0,0,0,0,5,0,1,0,0,0,73.0,8.0,29.0,58.0,64,1,60
27.055,9,0,1,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,56.0,10.0,31.0,51.0,0,1,15
27.069000000000003,10,0,1,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,64.0,9.0,29.0,24.0,20,1,22
27.084,12,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,70.0,9.0,29.0,34.0,23,1,26
27.09,13,0,1,0,0,1,1,1,0,0,0,0,8,0,1,1,0,0,68.0,6.0,30.0,23.0,89,1,32
27.096999999999998,14,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,74.0,8.0,29.0,17.0,19,1,8
27.103,15,0,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,69.0,10.0,29.0,39.0,10,1,12
27.111,16,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,71.0,9.0,30.0,29.0,6,1,17
25.314,1,0,1,0,1,0,1,1,0,0,0,0,13,0,0,1,1,0,69.0,10.0,30.0,66.0,0,1,2
25.322,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,87.0,10.0,30.0,54.0,0,1,10
25.328000000000003,3,0,1,0,0,0,1,0,1,0,0,0,7,0,0,1,1,0,49.0,10.0,29.0,47.0,0,1,3
25.335,4,0,1,0,1,0,1,0,0,0,0,0,5,0,1,1,0,0,0.0,10.0,29.0,0.0,0,1,13
25.342,5,0,1,0,0,0,1,1,0,0,0,0,16,0,1,1,0,0,82.0,10.0,29.0,68.0,0,1,25
25.349,6,0,1,0,1,0,1,0,0,0,0,0,5,1,1,0,0,0,70.0,10.0,30.0,58.0,0,1,17
25.355999999999998,7,0,1,0,1,1,1,1,0,0,0,0,8,1,0,1,1,0,57.0,10.0,29.0,39.0,0,1,6
25.363000000000003,8,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,66.0,10.0,30.0,37.0,0,1,0
26.002,9,0,1,0,1,0,0,1,1,0,0,0,5,1,0,1,0,0,79.0,10.0,30.0,71.0,0,1,12
26.011999999999997,10,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,28.0,4.0,29.0,28.0,0,1,22
26.019000000000002,11,0,1,0,0,0,1,0,0,0,0,0,13,0,1,1,0,0,87.0,10.0,29.0,60.0,0,1,0
26.033,12,0,1,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,40.0,30.0,29.0,50.0,0,1,9
26.04,13,0,1,0,0,0,1,0,0,0,0,0,7,0,1,1,1,0,81.0,10.0,30.0,23.0,0,1,11
26.046999999999997,14,0,1,0,1,0,1,0,0,1,0,0,18,0,1,0,1,0,63.0,10.0,29.0,16.0,0,1,20
26.054000000000002,15,0,1,0,0,0,0,1,0,0,0,0,13,1,1,0,0,0,74.0,10.0,29.0,45.0,0,1,10
26.061,16,0,1,0,0,0,1,0,0,0,0,0,9,1,0,1,1,0,46.0,10.0,29.0,38.0,0,1,23
