ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-17,1,29.321,GNB,,DET,L 7-45,4,8,2.00,0
2,1950,1950-09-24,2,29.328,GNB,,WAS,W 35-21,1,3,3.00,0
3,1950,1950-11-12,8,30.012,GNB,,RAM,L 14-45,2,2,1.00,0
