ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,21.118,PHI,@,CLE,W 17-16,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
2,2012,2012-09-16,2,21.125,PHI,,BAL,W 24-23,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
3,2012,2012-09-23,3,21.132,PHI,@,ARI,L 6-27,,4,28,7.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,,0,0,0.0,0,0
4,2012,2012-09-30,4,21.139,PHI,,NYG,W 19-17,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
5,2012,2012-10-07,5,21.146,PHI,@,PIT,L 14-16,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
6,2012,2012-10-14,6,21.153,PHI,,DET,L 23-26,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
7,2012,2012-10-28,7,21.167,PHI,,ATL,L 17-30,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
8,2012,2012-11-05,8,21.175,PHI,@,NOR,L 13-28,,4,49,12.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
9,2012,2012-11-11,9,21.181,PHI,,DAL,L 23-38,,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
10,2012,2012-11-18,10,21.188,PHI,@,WAS,L 6-31,,5,35,7.00,0,0,0,0,,0,0.0%,,3,66,22.00,0,,0,0,0.0,0,0
11,2012,2012-11-26,11,21.196,PHI,,CAR,L 22-30,*,19,178,9.37,2,5,4,11,2.75,0,80.0%,2.20,0,0,,0,,2,12,0.0,0,0
12,2012,2012-12-02,12,21.202,PHI,@,DAL,L 33-38,*,24,169,7.04,2,5,4,14,3.50,0,80.0%,2.80,0,0,,0,,2,12,0.0,0,0
13,2012,2012-12-09,13,21.209,PHI,@,TAM,W 23-21,*,12,6,0.50,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,,0,0,0.0,0,0
14,2012,2012-12-13,14,21.213,PHI,,CIN,L 13-34,*,16,34,2.13,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0
15,2012,2012-12-23,15,21.223,PHI,,WAS,L 20-27,,4,18,4.50,0,0,0,0,,0,0.0%,,4,74,18.50,0,,0,0,0.0,0,0
16,2012,2012-12-30,16,21.230,PHI,@,NYG,L 7-42,,8,18,2.25,0,1,1,6,6.00,0,100.0%,6.00,1,16,16.00,0,,0,0,0.0,0,0
17,2013,2013-09-09,1,22.118,PHI,@,WAS,W 33-27,,9,25,2.78,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
18,2013,2013-09-15,2,22.124,PHI,,SDG,L 30-33,,3,13,4.33,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,0,0
19,2013,2013-09-19,3,22.128,PHI,,KAN,L 16-26,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
20,2013,2013-09-29,4,22.138,PHI,@,DEN,L 20-52,,8,19,2.38,0,3,2,41,20.50,0,66.7%,13.67,0,0,,0,,0,0,0.0,0,0
21,2013,2013-10-06,5,22.145,PHI,@,NYG,W 36-21,,5,11,2.20,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
22,2013,2013-10-13,6,22.152,PHI,@,TAM,W 31-20,,5,20,4.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
23,2013,2013-10-20,7,22.159,PHI,,DAL,L 3-17,*,2,4,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
24,2013,2013-10-27,8,22.166,PHI,,NYG,L 7-15,,3,-1,-0.33,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,0,0
25,2013,2013-11-03,9,22.173,PHI,@,OAK,W 49-20,,7,54,7.71,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
26,2013,2013-11-10,10,22.180,PHI,@,GNB,W 27-13,,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
27,2013,2013-11-17,11,22.187,PHI,,WAS,W 24-16,,4,2,0.50,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0
28,2013,2013-12-01,12,22.201,PHI,,ARI,W 24-21,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
29,2013,2013-12-08,13,22.208,PHI,,DET,W 34-20,,6,19,3.17,0,0,0,0,,0,0.0%,,0,0,,0,1,0,2,0.0,0,0
30,2013,2013-12-15,14,22.215,PHI,@,MIN,L 30-48,,,,,,,,,,,0.0%,,,,,,,,,,,
31,2013,2013-12-22,15,22.222,PHI,,CHI,W 54-11,,9,115,12.78,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
32,2013,2013-12-29,16,22.229,PHI,@,DAL,W 24-22,,2,11,5.50,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
33,2014,2014-10-26,8,23.165,BUF,@,NYJ,W 43-23,*,7,15,2.14,0,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
34,2014,2014-11-09,9,23.179,BUF,,KAN,L 13-17,,7,35,5.00,0,7,6,65,10.83,0,85.7%,9.29,0,0,,0,,0,0,0.0,0,0
35,2014,2014-11-13,10,23.183,BUF,@,MIA,L 9-22,*,6,14,2.33,0,10,7,57,8.14,0,70.0%,5.70,3,75,25.00,0,,0,0,0.0,0,0
36,2014,2014-11-24,11,23.194,BUF,,NYJ,W 38-3,,6,20,3.33,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
37,2014,2014-11-30,12,23.200,BUF,,CLE,W 26-10,,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
38,2014,2014-12-07,13,23.207,BUF,@,DEN,L 17-24,,3,11,3.67,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,,0,0,0.0,1,0
39,2014,2014-12-14,14,23.214,BUF,,GNB,W 21-13,,4,20,5.00,0,2,1,40,40.00,0,50.0%,20.00,0,0,,0,,0,0,0.0,0,0
