ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1973,1973-11-11,9,22.070,CIN,@,BUF,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,,
2,1973,1973-11-18,10,22.077,CIN,,NYJ,W 20-14,,,,,,,,,,,,,,,,,,,,,,,,,
3,1973,1973-11-25,11,22.084,CIN,,STL,W 42-24,10,62,6.20,1,1,12,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
4,1973,1973-12-02,12,22.091,CIN,,MIN,W 27-0,11,57,5.18,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1973,1973-12-09,13,22.098,CIN,,CLE,W 34-17,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1973,1973-12-16,14,22.105,CIN,@,HOU,W 27-24,,,,,,,,,,,,,,,,,,,,,,,,,
7,1974,1974-09-15,1,23.013,CIN,,CLE,W 33-7,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1974,1974-09-22,2,23.020,CIN,,SDG,L 17-20,11,66,6.00,1,4,47,11.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1974,1974-09-29,3,23.027,CIN,@,SFO,W 21-3,6,31,5.17,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1974,1974-10-06,4,23.034,CIN,,WAS,W 28-17,6,3,0.50,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1974,1974-10-13,5,23.041,CIN,@,CLE,W 34-24,10,83,8.30,0,4,41,10.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1974,1974-10-20,6,23.048,CIN,@,OAK,L 27-30,6,19,3.17,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1974,1974-10-27,7,23.055,CIN,,HOU,L 21-34,2,29,14.50,0,1,6,6.00,0,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,0,0,,0,0,0
14,1974,1974-11-17,10,23.076,CIN,@,HOU,L 3-20,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0
15,1974,1974-11-24,11,23.083,CIN,,KAN,W 33-6,12,48,4.00,0,2,41,20.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1974,1974-12-02,12,23.091,CIN,@,MIA,L 3-24,11,45,4.09,0,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1975,1975-09-21,1,24.019,CIN,,CLE,W 24-17,13,72,5.54,1,1,28,28.00,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,1,6
18,1975,1975-09-28,2,24.026,CIN,@,NOR,W 21-0,5,29,5.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1975,1975-10-05,3,24.033,CIN,@,HOU,W 21-19,6,27,4.50,0,3,49,16.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
20,1975,1975-10-12,4,24.040,CIN,,NWE,W 27-10,6,39,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1975,1975-10-19,5,24.047,CIN,,OAK,W 14-10,2,-6,-3.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0
22,1975,1975-10-26,6,24.054,CIN,@,ATL,W 21-14,0,0,,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0
23,1975,1975-11-02,7,24.061,CIN,,PIT,L 24-30,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1975,1975-11-09,8,24.068,CIN,@,DEN,W 17-16,4,37,9.25,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1975,1975-11-17,9,24.076,CIN,,BUF,W 33-24,9,29,3.22,0,3,10,3.33,1,0,0,,0,0,0,,0,0,,,1,46,46.00,0,1,6
26,1975,1975-11-23,10,24.082,CIN,@,CLE,L 23-35,13,35,2.69,0,3,21,7.00,0,0,0,,0,0,0,,0,0,,,4,70,17.50,0,0,0
27,1975,1975-11-30,11,24.089,CIN,,HOU,W 23-19,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1975,1975-12-07,12,24.096,CIN,@,PHI,W 31-0,6,28,4.67,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1975,1975-12-13,13,24.102,CIN,@,PIT,L 14-35,3,14,4.67,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,3,57,19.00,0,0,0
30,1975,1975-12-21,14,24.110,CIN,,SDG,W 47-17,2,5,2.50,0,2,39,19.50,1,0,0,,0,0,0,,0,0,,,2,52,26.00,0,1,6
31,1976,1976-09-12,1,25.010,CIN,,DEN,W 17-7,7,26,3.71,0,2,-2,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1976,1976-09-19,2,25.017,CIN,@,BAL,L 27-28,6,42,7.00,0,2,11,5.50,1,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,6
33,1976,1976-09-26,3,25.024,CIN,,GNB,W 28-7,9,36,4.00,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1976,1976-10-03,4,25.031,CIN,@,CLE,W 45-24,3,-1,-0.33,0,5,89,17.80,2,0,0,,0,0,0,,0,0,,,1,17,17.00,0,2,12
35,1976,1976-10-10,5,25.038,CIN,,TAM,W 21-0,12,60,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
36,1976,1976-10-17,6,25.045,CIN,@,PIT,L 6-23,3,4,1.33,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0
37,1976,1976-10-24,7,25.052,CIN,@,HOU,W 27-7,7,18,2.57,0,3,34,11.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1976,1976-10-31,8,25.059,CIN,,CLE,W 21-6,8,35,4.38,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1976,1976-11-08,9,25.067,CIN,,RAM,W 20-12,7,41,5.86,0,2,3,1.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1976,1976-11-14,10,25.073,CIN,,HOU,W 31-27,5,9,1.80,0,3,22,7.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1976,1976-11-21,11,25.080,CIN,@,KAN,W 27-24,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0
42,1976,1976-12-06,13,25.095,CIN,@,OAK,L 20-35,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
43,1977,1977-09-18,1,26.016,CIN,,CLE,L 3-13,4,12,3.00,0,4,23,5.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1977,1977-09-25,2,26.023,CIN,,SEA,W 42-20,5,51,10.20,0,2,25,12.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
45,1977,1977-10-02,3,26.030,CIN,@,SDG,L 3-24,4,37,9.25,0,4,51,12.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1977,1977-10-09,4,26.037,CIN,@,GNB,W 17-7,14,57,4.07,0,5,58,11.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1977,1977-10-17,5,26.045,CIN,@,PIT,L 14-20,13,44,3.38,0,3,12,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1977,1977-10-23,6,26.051,CIN,,DEN,L 13-24,,,,,,,,,,,,,,,,,,,,,,,,,
49,1977,1977-10-30,7,26.058,CIN,,HOU,W 13-10,1,1,1.00,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
50,1977,1977-11-06,8,26.065,CIN,@,CLE,W 10-7,5,21,4.20,0,5,28,5.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1977,1977-11-13,9,26.072,CIN,@,MIN,L 10-42,9,15,1.67,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
52,1977,1977-11-20,10,26.079,CIN,,MIA,W 23-17,,,,,,,,,,,,,,,,,,,,,,,,,
53,1977,1977-11-27,11,26.086,CIN,,NYG,W 30-13,,,,,,,,,,,,,,,,,,,,,,,,,
54,1977,1977-12-04,12,26.093,CIN,@,KAN,W 27-7,6,18,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1977,1977-12-10,13,26.099,CIN,,PIT,W 17-10,,,,,,,,,,,,,,,,,,,,,,,,,
56,1977,1977-12-18,14,26.107,CIN,@,HOU,L 16-21,4,13,3.25,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1978,1978-10-01,5,27.029,CIN,@,SFO,L 12-28,8,23,2.88,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
